Brand,Product Name,SKU,Product Price,Product Description
TapeTech,TapeTech 18V Vibrating Wire Insulation Cutter,WOOLCUT-V500,1549.0,"TapeTech 18V Vibrating Wire Insulation Cutter The TapeTech WoolCut™-V500 is a versatile, 18V cordless Vibrating Wire Insulation Cutter that makes clean, precise cuts in mineral wool, wood fiber, glass fiber, sponge, EPS/XPS foam, rubber, and Plexiglas. The Vibrating Insulation Cutter makes cutting virtually any shape in materials easy, including making quick slots and cutouts. Vibrating Insulation Cutters are the fastest and most efficient way to cut rigid and semi-rigid insulations materials. They minimize dust and deliver precise, accurate cuts in multiple shapes and angles. TapeTech offers the only Vibrating Insulation Cutter available domestically in North America. Features: The WoolCut-V500 cutter can make bevel cuts between 0– 45°, and angle cuts up to 70°, making complex cuts easy, accurate and repeatable. Vibration Frequency: 1,500/min Maximum Cut Height: 48.4 in Maximum Cut Thickness: 10.6 in Run Time: 60 min Power: 18V Size: 65 x 23 x 8 in Weight: 35 lbs Includes: (2) 18V 2Ah batteries 18V Charger (10) WCW1306-10 Replacement Cutting Wires"
TapeTech,TapeTech 18V Wall Skinner for EPS/XPS Foam,EHWSKIN18,229.0,TapeTech 18V Wall Skinner for EPS/XPS Foam - EHWSKIN18
TapeTech,TapeTech 2 inch Easyclean Nail Spotter,NS02TT,278,The TapeTech EasyClean™ Nail Spotter is used to fill the depressions left from the nails or screw heads during installation of the drywall.
TapeTech,TapeTech 2 Pump Set,TapeTech,1200.0,TapeTech 2 Pumps Set Kit Includes: 2 - TapeTech EasyClean Pumps TT76 1 - TapeTech Gooseneck TT85 1 - TapeTech Box Filler TT90 1 - Gooseneck Brush 2 - Tape Tech Pump Repair Kits
TapeTech,"TapeTech 2"" (50mm) Rounded Corner Plaster Spatula",VSPAT02,9.99,"TapeTech 2"" (50mm) Rounded Corner Plaster Spatula VSPAT02 TapeTech Rounded Corner Plaster Spatulas are ideal for mixing materials and tints, placing the material on walls, and executing various designs. Crafted from stainless steel, this versatile spatula features rounded corners to prevent gouging material. Excellent for plaster, drywall, wallpaper, putty, spackling, stucco, patching, paint, and any other need you can think of."
TapeTech,"TapeTech 2"" 135 Outside Corner Edger",EEX200135,10.0,"TapeTech Outside Corner Edgers for 135° Corners are designed to produce smooth, uniform outside corners at 45o wall junctures for EIFS, Stucco, Plaster, Concrete and other materials. Handcrafted from 0.65mm stainless steel, TapeTech corner edgers are robust enough to efficiently create perfect results in thick materials. Custom wood handles are ergonomic for all-day use and the unique TapeTech black and gold design helps distinguish your tools from others on the jobsite. Available in three sizes for ultimate versatility in nearly every situation."
TapeTech,"TapeTech 2"" 90 Inside Corner Edger",EIN20090,12.0,"TapeTech Inside Corner Edgers for 90° Corners are designed to produce smooth, uniform and square 90° inside corners for EIFS, Stucco, Plaster, Concrete and other materials. Handcrafted from 0.65mm stainless steel, TapeTech corner edgers are robust enough to efficiently create perfect results in thick materials. Custom wood handles are ergonomic for all-day use and the unique TapeTech black and gold design helps distinguish your tools from others on the jobsite. Available in five sizes for ultimate versatility in nearly every situation."
TapeTech,"TapeTech 2"" Angle Head 40XTT",40XTT,389.0,"TapeTech 2"" Angle Head Used to perfectly feather both sides of internal drywall tape corners in one pass. The corner finisher, also known as corner finisher, angle finisher, or glazer, is attached to a corner applicator, angle box, MudRunner® or angle head handle to quickly and professionally finish internal drywall corners. An angle head can be used for any 90º inside drywall corner, at either wall or ceiling junctions, and embeds inside angle tape on walls and ceilings by smoothly feathering excess mud in internal corners. TapeTech Corner Finishers are spring loaded to help compensate for slight corner imperfections. The TapeTech 2"" corner finisher angle head is ideal for tape coats and for finishing drywall projects with narrow door legs or window trim areas. Stainless steel frames provide many years of reliable service and positive ball retainer keeps angle head securely attached to angle box, Mudrunner or angle head handle, eliminating surprise disconnects or tool damage. Locking Clip Retainer Eliminates Damaging Disconnects. Perfect For Glazing Tape Coat Narrow Side Legs Welded Steel Frames Durable Nickel-Plating Die-cast aluminum body resists corrosion"
TapeTech,"TapeTech 2"" Angle Head 40XTT - Reconditioned",40XTT-R,270.0,"TapeTech Factory Reconditioned Tools go through a reconditioning and inspection process. These tools have been returned to the manufacturer and restored to like-new operating condition. They offer a significant savings vs. new. Supply is limited to items on hand and are non-returnable but are covered under the TapeTech Reconditioned 1 Year Warranty. TapeTech 2"" Angle Head used to perfectly feather both sides of internal drywall tape corners in one pass. The corner finisher, also known as corner finisher, angle finisher, or glazer, is attached to a corner applicator, angle box, MudRunnerÂ® or angle head handle to quickly and professionally finish internal drywall corners. An angle head can be used for any 90Âº inside drywall corner, at either wall or ceiling junctions, and embeds inside angle tape on walls and ceilings by smoothly feathering excess mud in internal corners. TapeTech Corner Finishers are spring loaded to help compensate for slight corner imperfections. The TapeTech 2"" corner finisher angle head is ideal for tape coats and for finishing drywall projects with narrow door legs or window trim areas. Stainless steel frames provide many years of reliable service and positive ball retainer keeps angle head securely attached (more...)"
TapeTech,"TapeTech 2"" Angle Head Blade Kit 502F2",502F2,91.99,"TapeTech 2"" Angle Head Blade Kit 502F2 Includes: (2) 8-32 x 1/4 Setscrew 1/2 Dog SST (2) 2"" Carbide Blades (2) Stainless Skids (12) 4-40 x 1/8 Set Screws"
TapeTech,"TapeTech 2"" Angle Head Drywall Corner Finisher - 40XTT",40XTT,389,"TapeTech makes one of the smallest 2"" angle heads on the market. This product is great for getting around door jams. Buy it today!"
TapeTech,"TapeTech 2"" Angle Head Repair Kit 501F2A",501F2A,24.49,"TapeTech 2"" Angle Head Repair Kit 501F2A Includes: (1) Blade Tension Spring (1) Center Clip (1) Center Clip Assembly (2) 8-32 x 1/4 inch Set Screw 1/2 Dog SST (1) 6-32 x 1/2 inch Fillister Head Screw SST"
TapeTech,"TapeTech 2"" Blade Clamp Assembly 604036",604036,75.99,"TapeTech 2"" Blade Clamp Assembly 604036"
TapeTech,"TapeTech 2"" Blade Tension Spring 400005",400005,8.39,"400005 TapeTech 2 Inch Blade Tension Spring for TapeTech 2"" Angle Head #40TT"
TapeTech,"TapeTech 2"" Carbide Blade 400009F",400009F,29.89,
TapeTech,"TapeTech 2"" CF Ball Retainer 400023F",400023F,13.39,"400023 TapeTech Replacement 2 Inch Angle Head Ball Retainer For 2"" Angle Head."
TapeTech,"TapeTech 2"" EasyClean Nail Spotter NS02TT",NS02TT,278.0,"TapeTech 2"" EasyClean® Nail Spotter NS02TT Allows you to spot ceilings without the use of stilts faster and more efficient than spotting nails by hand. Featuring the EasyClean® Lid, quick release latch, and gasket system (similar to a flat box). This allows easy access and hassle-free clean up. This Nail Spotter gives you the flexibility for any size job, and is an ideal single spotter system. The traditional style skid plate is both a pivot point and a screw detector, which helps prevent blade damage. The spotter body is made of high quality stainless steel that will not rust or deteriorate. Each TapeTech Nail Spotter includes a Nail Spotter Adapter NSA-TT which attaches to both Interchangeable Fiberglass Handle FHTT (not included) and Interchangeable Extendable Handle XHTT (not included). Features: Spot Nails Faster and More Efficient EasyClean® Lid and Gasket for Quick Cleanup Durable Stainless Steel Construction Traditional Style Skid Plate Easily Attaches to Both FHTT and XHTT Interchangeable Handles Includes NSA-TT Nail Spotter Adapter"
TapeTech,"TapeTech 2"" EasyClean Nail Spotter NS02TT - Reconditioned",NS02TT-R,315.0,"TapeTech Factory Reconditioned Tools go through a reconditioning and inspection process. These tools have been returned to the manufacturer and restored to like-new operating condition. They offer a significant savings vs. new. Supply is limited to items on hand and are non-returnable but are covered under the TapeTech Reconditioned 1 Year Warranty. TapeTech 2"" EasyCleanÂ® Nail Spotter NS02TT Allows you to spot ceilings without the use of stilts faster and more efficient than spotting nails by hand. Featuring the EasyCleanÂ® Lid, quick release latch, and gasket system (similar to a flat box). This allows easy access and hassle-free clean up. This Nail Spotter gives you the flexibility for any size job, and is an ideal single spotter system. The traditional style skid plate is both a pivot point and a screw detector, which helps prevent blade damage. The spotter body is made of high quality stainless steel that will not rust or deteriorate. Each TapeTech Nail Spotter includes a Nail Spotter Adapter NSA-TT which attaches to both Interchangeable Fiberglass Handle FHTT (not included) and Interchangeable Extendable Handle XHTT (not included). Features: Spot Nails Faster and More Efficient EasyClean(more...)"
TapeTech,"TapeTech 2"" EasyClean Nail Spotter w/ FHTT Handle",NS02/FHTT,337.0,"TapeTech Taping Tools by Ames Taping Tools EasyClean® 2"" Nail Spotter features an updated gasket system (similar to a flat box) and a quick release latch. EasyClean® Lid opens quickly and easily for clean-up. Combined with the new 43"" TapeTech FHTT Fiberglass Interchangeable Handle gives you the flexibility for any size job. From floor to ceiling this tool has you covered. Nail Spotters are faster and more efficient than spotting nails by hand. You can fill and finish a row of fasteners in 1 pass, and the handle enables you to spot ceilings without the use of stilts. The 2"" Spotter is the ideal choice if you intend on using a single spotter system. Traditional style skid plate is both a pivot point and a screw detector helps prevent blade damage. The spotter body is made of high quality stainless steel that will not rust or deteriorate. TapeTech 2"" Spotter with FHTT Handle Features: Tapetech Taping Tools by Ames EasyClean® Lid and Gasket for quick cleanup Durable Stainless Steel Construction Includes TapeTech FHTT Interchangeable Fiberglass Handle Handle diameter of 1.25"" is larger and more comfortable Included D-Shaped FHTT handle fits onto TapeTech Nail Spotters and Corner Rollers without additional adapters D-Shaped FHTT handle fits the TapeTech Angle Boxes and Corner Finishers with available adapters"
TapeTech,"TapeTech 2"" EasyClean Nail/Screw Spotter Head",NS02TT,278,"TapeTech's 2 inch drywall nail spotter, or screw spotter, quickly fills the holes left behind with drywall mud. Choose between a TapeTech fiberglass handle or the extension pole. Buy from Al's Taping Tools today."
TapeTech,"TapeTech 2"" Frame, Left 400015",400015,178.69,
TapeTech,"TapeTech 2"" Frame, Right 400016",400016,178.69,
TapeTech,"TapeTech 2"" Head Casting 406001",406001,282.79,
TapeTech,"TapeTech 2"" Inside Corner Compound Roller with Frame",CROLL02,22.99,"TapeTech 2"" Premium Inside Corner Compound Roller with Frame TapeTech drywall joint compound rollers are ideal for applying large amounts of drywall compound on walls and ceilings for finishing large patches and butt joints, or skimming entire walls, ceilings and rooms. They are a great alternative to breaking out a sprayer or trying to apply the compound with knives or trowels. Simply apply the joint compound with the TapeTech premium drywall joint compound roller and then skim the area with a TapeTech premium finishing knife for an amazing finish. The 2"" compound roller is perfect for applying joint compound to internal corners prior to using a corner flusher or finisher. This roller includes a specially designed extended roller frame; the roller is not replaceable. Key Features: Highest Quality: TapeTech premium drywall joint compound rollers are manufactured in Europe exclusively for TapeTech, using the highest quality reticulated polypropylene nap for great results and long life. Highest Capacity : TapeTech premium drywall joint compound rollers feature an 18mm nap - nearly 50% thicker than other brands with ½” nap – allowing you to apply nearly 50% more compound to the surface between fills compared to other high nap rollers. Highest Coverage: The unique design and manufacturing of TapeTech premium joint compound rollers releases more compound from the nap and onto the surface, providing the highest coverage rate per roller load. Robust Frame Design: TapeTech premium drywall joint compound rollers are designed for use with TapeTech roller frames. Our frames are a full 5/16” thick – stronger than smaller ¼” thick frames on the market. Comfortable Handle: The TapeTech Roller frames feature a comfortable, two-component over molded handle that provides comfortable handling and positive grip, even when wet. Ideal for Skimming: The TapeTech premium drywall joint compound rollers are ideal for quickly applying large amounts of compound over patches, butt joints or entire surfaces. The perfect set up for skimming with TapeTech premium finishing knives."
TapeTech,"TapeTech 2"" Italian ABS Float",VABS050,16.0,"The TapeTech 2"" x 11"" Italian ABS Float is perfect for achieving optimal results when finishing EIFS, stucco and plaster. The durable yet flexible blade has rounded corners to prevent gouging."
TapeTech,"TapeTech 2"" Nail Spotter Blade 600005F",600005F,29.89,"2"" Nail Spotter Carbide Blade for TapeTech or Drywall Master Nailspotters fits: TapeTech- part # 600005F Drywall Master- part # NS20-13 Also fits Precision 2"" nailspotter"
TapeTech,"TapeTech 2"" Nail Spotter Facing 630009",630009,21.19,
TapeTech,"TapeTech 2"" Nail Spotter Hinge Block 630010",630010,28.99,
TapeTech,"TapeTech 2"" Nail Spotter Insert 630030",630030,11.19,"TapeTech 2"" Nail Spotter Insert Part #600030"
TapeTech,"TapeTech 2"" Nail Spotter Latch 630002",630002,41.99,
TapeTech,"TapeTech 2"" Nail Spotter Pressure Plate Assembly 634028",634028,212.89,
TapeTech,"TapeTech 2"" Nail Spotter Skid  600007",600007,63.79,
TapeTech,"TapeTech 2"" Nail Spotter w/ Extendable Handle",GNS02TT & XHTT,535,"TapeTech 2"" Nail Spotter w/ Extendable Handle TapeTech® Taping 2"" Nail Spotter will allow you to finish an entire row of screws or nail holes in just one pass. Using a nail spotter will speed up your production. They are so much more efficient that spot"
TapeTech,"TapeTech 2"" Nail Spotter W/ Extendable Handle",NS02 w/Ext Hdl,457.0,"TapeTech Taping Tools Taping Tools EasyClean® 2"" Nail Spotter features an updated gasket system (similar to a flat box) and a quick release latch. EasyClean® Lid opens quickly and easily for clean-up. Combined with the adjustable TapeTech XHT Extendable Handle gives you the flexibility for any size job. From floor to ceiling this tool has you covered. Nail Spotters are faster and more efficient than spotting nails by hand. You can fill and finish a row of fasteners in 1 pass, and the handle enables you to spot ceilings without the use of stilts. The 2"" Spotter is the ideal choice if you intend on using a single spotter system. Traditional style skid plate is both a pivot point and a screw detector helps prevent blade damage. The spotter body is made of high quality stainless steel that will not rust or deteriorate. Features Tapetech Taping Tools by Ames EasyClean® Lid and Gasket for quick cleanup Durable Stainless Steel Construction The TapeTech XHT Extendable Handle is the strongest extension handle in the industry and allows you to quickly adjust the length of the handle from 38"" to 60"" to fit the room you are working in."
TapeTech,"TapeTech 2"" Nail Spotter w/ X1 Ext Handle",NS02 w/X1 Hdl,340.99,"TapeTech Taping Tools by Ames Taping Tools' EasyClean® 2"" Nail Spotter features an updated gasket system (similar to a flat box) and a quick release latch. EasyClean® Lid opens quickly and easily for clean-up. Nail Spotters are faster and more efficient than spotting nails by hand. You can fill and finish a row of fasteners in 1 pass, and the handle enables you to spot ceilings without the use of stilts. The 2"" Spotter is the ideal choice if you intend on using a single spotter system. Traditional style skid plate is both a pivot point and a screw detector helps prevent blade damage. The spotter body is made of high quality stainless steel that will not rust or deteriorate. Features TapeTech Taping Tools by Ames EasyClean® Lid and Gasket for quick cleanup Includes X1 Extension Handle which extends from 3 1/2' to 8' in length with a simple twist and lock! Durable Stainless Steel Construction"
TapeTech,"TapeTech 2"" Nail Spotter Wiper 631015",631015,62.79,TapeTech Replacement Wiper for 2 Inch EZ Clean Nailspotter. TapeTech Part#631015
TapeTech,"TapeTech 2"" Premium Stainless Steel Joint Knife",JK02SSTT,12.95,"TapeTech 2"" Premium Stainless Steel Joint Knife TapeTech 2"" Premium Stainless Steel Joint Knife TapeTech Premium Taping and Jointing Knives feature the optimal combination of design, materials experience, and testing to produce knives with the best balan"
TapeTech,"TapeTech 2"" Premium Stainless Steel Joint Knife",JK02SSTT,8.99,"TapeTech 2"" Premium Stainless Steel Joint Knife TapeTech Premium Taping and Jointing Knives feature the optimal combination of design, materials experience and testing to produce knives with the best balance, flex, comfort, and control so you achieve premium results when applying and smoothing joint compound. The handle’s over-sized, tapered shape provides the most ergonomic, slip-resistant grip. The enlarged, alloy hammer end allows it to be used to set protruding fasteners, adjust installation flaws, and protect against damage if the knife is dropped. TapeTech Premium Taping and Joint Knife blades are precision ground and polished to provide the perfect amount of flex and finish. The Carbon Steel and Blue Steel blades provide ultimate feel while Stainless Steel blades maximize rust resistance. TapeTech Premium Taping Knives feature the strongest backing plate in the industry, preventing unwanted blade deflection while providing smooth, consistent control and finish. Features: Premium Stainless Steel Blade Resists Corrosion and Cleans Up Fast Precision Grind Provides Perfect Flex and Finish Oversized, Tapered, Soft-Grip Handle Provides Optimal Control and Comfort Alloy Metal Hammer End Sets Protruding Fasteners, Adjusts Installation Flaws and Protects Against Damage From Drops. Easy-To-Remove Label Lifetime Limited Warranty"
TapeTech,"TapeTech 2"" Retainer Spring 409021",409021,7.29,
TapeTech,"TapeTech 2"" x 0.5"" x 1.5"" Angled Nylon Insert",EANGI05,21.0,"TapeTech Nylon Inserts are designed to work in conjunction with TapeTech aesthetic grooving blades to quickly and accurately set mesh and basecoat into aesthetic grooves in EPS or XPS foam. TapeTech inserts connect securely to TapeTech model EBASESLED to move smoothly through the groove, ensuring a uniform shape and even coverage."
TapeTech,"TapeTech 2"" x 0.75"" Square Nylon Insert",ESQI10,20.0,"TapeTech Nylon Inserts are designed to work in conjunction with TapeTech aesthetic grooving blades to quickly and accurately set mesh and basecoat into aesthetic grooves in EPS or XPS foam. TapeTech inserts connect securely to TapeTech model EBASESLED to move smoothly through the groove, ensuring a uniform shape and even coverage."
TapeTech,"TapeTech 2"" x 0.75"" x 1.25"" Angled Nylon Insert",EANGI07,22.0,"TapeTech Nylon Inserts are designed to work in conjunction with TapeTech aesthetic grooving blades to quickly and accurately set mesh and basecoat into aesthetic grooves in EPS or XPS foam. TapeTech inserts connect securely to TapeTech model EBASESLED to move smoothly through the groove, ensuring a uniform shape and even coverage."
TapeTech,"TapeTech 2"" x 0.75"" x 1.5"" Beveled Foam Groover 3-pack",EBEVGROOVE05-3,32.99,"TapeTech Foam Grooving Blades make quick and accurate work of creating functional or aesthetic grooves in EPS and XPS foam. Made of premium quality NiChrome, TapeTech grooving blades heat up quickly and cut cleanly. The unique, ?-shaped blades make installation and adjustment of the blades simple and faster than any other grooving blades in the industry. Choose from more than 35 pre-bent shapes and connect to TapeTech sleds."
TapeTech,"TapeTech 2"" x 0.75"" x 1.5"" Beveled Nylon Insert",EBEVI05,20.0,"TapeTech Nylon Inserts are designed to work in conjunction with TapeTech aesthetic grooving blades to quickly and accurately set mesh and basecoat into aesthetic grooves in EPS or XPS foam. TapeTech inserts connect securely to TapeTech model EBASESLED to move smoothly through the groove, ensuring a uniform shape and even coverage."
TapeTech,"TapeTech 2"" x 1"" Square Nylon Insert",ESQI11,22.0,"TapeTech Nylon Inserts are designed to work in conjunction with TapeTech aesthetic grooving blades to quickly and accurately set mesh and basecoat into aesthetic grooves in EPS or XPS foam. TapeTech inserts connect securely to TapeTech model EBASESLED to move smoothly through the groove, ensuring a uniform shape and even coverage."
TapeTech,"TapeTech 2"" x 1"" V-Shaped Nylon Insert",EVEEI08,14.0,"TapeTech Nylon Inserts are designed to work in conjunction with TapeTech aesthetic grooving blades to quickly and accurately set mesh and basecoat into aesthetic grooves in EPS or XPS foam. TapeTech inserts connect securely to TapeTech model EBASESLED to move smoothly through the groove, ensuring a uniform shape and even coverage."
TapeTech,"TapeTech 2"" x 1"" x 1"" Angled Nylon Insert",EANGI06,21.0,"TapeTech Nylon Inserts are designed to work in conjunction with TapeTech aesthetic grooving blades to quickly and accurately set mesh and basecoat into aesthetic grooves in EPS or XPS foam. TapeTech inserts connect securely to TapeTech model EBASESLED to move smoothly through the groove, ensuring a uniform shape and even coverage."
TapeTech,"TapeTech 2"" x 1"" x 1.375"" Beveled Foam Groover 3-pack",EBEVGROOVE06-3,32.99,"TapeTech Foam Grooving Blades make quick and accurate work of creating functional or aesthetic grooves in EPS and XPS foam. Made of premium quality NiChrome, TapeTech grooving blades heat up quickly and cut cleanly. The unique, ?-shaped blades make installation and adjustment of the blades simple and faster than any other grooving blades in the industry. Choose from more than 35 pre-bent shapes and connect to TapeTech sleds."
TapeTech,"TapeTech 2"" x 1"" x 1.375"" Beveled Nylon Insert",EBEVI06,20.0,"TapeTech Nylon Inserts are designed to work in conjunction with TapeTech aesthetic grooving blades to quickly and accurately set mesh and basecoat into aesthetic grooves in EPS or XPS foam. TapeTech inserts connect securely to TapeTech model EBASESLED to move smoothly through the groove, ensuring a uniform shape and even coverage."
TapeTech,"TapeTech 2"" x 14"" Tungsten Carbide Rasp",ERASP0214,58.0,"TapeTech EIFSand™ Tungsten Carbide EIFS Rasps provide a high removal rate and long life; more than 100 times longer than standard abrasive rasp paper! Their hard and durable tungsten carbide composition removes EPS/XPS Foam quickly and easily. The rounded corner design prevents gouging and the ergonomic handle design allows the worker to use two hands, reducing hand fatigue."
TapeTech,TapeTech 2-56 X 1/8 Bind Head Screw 059047,059047,0.99,
TapeTech,TapeTech 2-56 X 3/16 Bind Head Slot Screw 059056,059056,1.17,
TapeTech,"TapeTech 2.5"" Angle Head 42TT",42TT,399.0,"TapeTech 2.5"" Angle Head Used to perfectly feather both sides of internal drywall tape corners in one pass. The corner finisher, also known as corner finisher, angle finisher, or glazer, is attached to a corner applicator, angle box, MudRunner® or angle head handle to quickly and professionally finish internal drywall corners. An angle head can be used for any 90º inside drywall corner, at either wall or ceiling junctions, and embeds inside angle tape on walls and ceilings by smoothly feathering excess mud in internal corners. TapeTech Corner Finishers are spring loaded to help compensate for slight corner imperfections. The TapeTech 2.5"" corner finisher angle head is ideal for tape coats and for finishing drywall projects with narrow door legs or window trim areas. Stainless steel frames provide many years of reliable service and positive ball retainer keeps angle head securely attached to angle box, Mudrunner or angle head handle, eliminating surprise disconnects or tool damage. Locking Clip Retainer Eliminates Damaging Disconnects. Perfect For Glazing Tape Coat Narrow Side Legs Welded Steel Frames Durable Nickel-Plating Die-cast aluminum body resists corrosion"
TapeTech,"TapeTech 2.5"" Angle Head 42TT - Reconditioned",42TT-R,280.0,"TapeTech Factory Reconditioned Tools go through a reconditioning and inspection process. These tools have been returned to the manufacturer and restored to like-new operating condition. They offer a significant savings vs. new. Supply is limited to items on hand and are non-returnable but are covered under the TapeTech Reconditioned 1 Year Warranty. TapeTech 2.5"" Angle Head used to perfectly feather both sides of internal drywall tape corners in one pass. The corner finisher, also known as corner finisher, angle finisher, or glazer, is attached to a corner applicator, angle box, MudRunnerÂ® or angle head handle to quickly and professionally finish internal drywall corners. An angle head can be used for any 90Âº inside drywall corner, at either wall or ceiling junctions, and embeds inside angle tape on walls and ceilings by smoothly feathering excess mud in internal corners. TapeTech Corner Finishers are spring loaded to help compensate for slight corner imperfections. The TapeTech 2.5"" corner finisher angle head is ideal for tape coats and for finishing drywall projects with narrow door legs or window trim areas. Stainless steel frames provide many years of reliable service and positive ball retainer keeps angle head securely attached to (more...)"
TapeTech,"TapeTech 2.5"" Angle Head Blade Kit 502F25",502F25,74.99,"TapeTech 2.5"" Angle Head Blade Kit 502F25"
TapeTech,"TapeTech 2.5"" Angle Head Repair Kit 501F25A",501F25A,30.39,"TapeTech 2.5"" Angle Head Kit 501F25A Includes: (1) Blade Tension Spring (1) Center Clip (1) Center Clip Assembly (1) Blade Tension SPRG (2) 8-32 x 1/4 Set Screw 1/2 Dog SST (1) 6-32 x 1/2 Fillister Head Screw SST"
TapeTech,"TapeTech 2.5"" Carbide Blade CF 420009",420009,24.29,
TapeTech,"TapeTech 2.5"" Combo Flusher CF25COMBO",CF25COMBO,179.0,"TapeTech 2.5"" Combo Flusher CF25COMBO Can be used as either a direct or indirect flusher. Indirect flushers are used to smooth compound that has been applied by another tool. Direct flushers can be used to apply joint compound to internal corners. You can simply choose the size flusher to suit your needs without worrying which style to order. The Corner Flushers fit all standard angle boxes, corner boxes, angle head handles or Mudrunner. This TapeTech 2.5"" Combo Flusher includes the TapeTech Creaser Wheel Kit that can be used to simultaneously bed and glaze tape into inside drywall angles. Kit includes: Stainless Steel Body Optional Roller Wheels Available Ultra Light, Durable Skids Can Be Used as Either Indirect or Direct Flusher Mounting Bracket Corner Wheel Corner Wheel Bushing Fasteners"
TapeTech,"TapeTech 2.5"" Corner Finisher Blade Kit - 502F25",G502F25,65,"TapeTech 2.5"" Corner Finisher Blade Kit - 502F25 For maintenance of the 42TT 2.5"" Corner Finisher"
TapeTech,"TapeTech 2.5"" Corner Flusher CF25TT - Reconditioned",CF25TT-R,125.0,
TapeTech,"TapeTech 2.5"" Direct Flusher - CF25TT",CF25TT,114,Want a corner flushers that will make quick work of wiping or finishing inside corners? This product from TapeTech is a great option. Learn more!
TapeTech,"TapeTech 2.5"" Direct Flusher CF25TT",CF25TT,114.0,"TapeTech 2.5"" Corner Flusher can quickly glaze or finish inside corners. TapeTech CF25TT flusher can be used as either a direct or indirect flusher. Indirect flushers are used to smooth compound that has been applied by another tool. Direct flushers can be used to apply joint compound to internal corners. You can simply choose the size flusher to suit your needs without worrying which style to order. The Corner Flushers fit all standard angle boxes, corner boxes, angle head handles or Mudrunner. TapeTech corner flusher can be used as either an indirect flusher for skimming over compound applied with applicator or by attaching to angle box, corner box or Mudrunner to apply final finish coat over inside drywall corner angles. Durable ultra-light weight skids offer long, reliable service and optional wheels can be mounted for super smooth finishing. Stainless steel body Optional roller wheels available Ultra light, durable skids for smooth operation and long life Can be used as either indirect or direct flusher"
TapeTech,"TapeTech 2.5"" EasyRoll Angle Head Drywall Finishing Tool - 42TT",42TT,399,"The TapeTech 2.5"" angle head covers the recess better than its little brother (2"" tapetech angle head). Fits all major brands of glazing handles. Check it out!"
TapeTech,"TapeTech 2.5"" Frame 410250",410250,90.19,
TapeTech,"TapeTech 2.5"" Frame, Left 420015",420015,203.19,
TapeTech,"TapeTech 2.5"" Frame, Right 420016",420016,203.19,
TapeTech,"TapeTech 2.5"" Head, Universal 426001",426001,109.99,
TapeTech,"TapeTech 2.5"" Wire Spring 411250",411250,19.39,
TapeTech,"TapeTech 2.75"" 135 Outside Corner Edger",EEX275135,10.0,"TapeTech Outside Corner Edgers for 135° Corners are designed to produce smooth, uniform outside corners at 45o wall junctures for EIFS, Stucco, Plaster, Concrete and other materials. Handcrafted from 0.65mm stainless steel, TapeTech corner edgers are robust enough to efficiently create perfect results in thick materials. Custom wood handles are ergonomic for all-day use and the unique TapeTech black and gold design helps distinguish your tools from others on the jobsite. Available in three sizes for ultimate versatility in nearly every situation."
TapeTech,"TapeTech 20"" Radius Trowel - Curved",RTC20TT,44.99,"TapeTech 20"" Radius Trowel - Curved RTC20TT TapeTech offers NEW Curved Radius Trowels that are sure to please with their sleek design and traditional look. These trowels feature thick, solid wood handles vs competitor’s thin plywood handles. The full 3mm Lexan body with the beveled leading edge also screams old school design. Competitive models offer a square edge which leads to digging. These trowels combine function and design in a way that is ideal for comfortable, all-day use. TapeTech's Radius Trowels are long-lasting and designed to look good, whether you're finishing edges or smoothing corners."
TapeTech,"TapeTech 20"" Radius Trowel - Straight",RTS20TT,44.99,"TapeTech 20"" Radius Trowel - Straight RTS20TT TapeTech offers NEW Straight Radius Trowels that are sure to please with their sleek design and traditional look. These trowels feature thick, solid wood handles vs competitor’s thin plywood handles. The full 3mm Lexan body with the beveled leading edge also screams old school design. Competitive models offer a square edge which leads to digging. These trowels combine function and design in a way that is ideal for comfortable, all-day use. TapeTech's Radius Trowels are long-lasting and designed to look good, whether you're finishing edges or smoothing corners."
TapeTech,"TapeTech 21 Gauge Work Gloves, Large",PWG21-L,6.99,"TapeTech 21 Gauge Work Gloves, Large TapeTech 21 Gauge Work Gloves offer a perfect blend of durability and comfort for precise tasks. Featuring a nitrile-coated design, these gloves provide excellent abrasion and cut resistance while delivering a reliable, non-slip grip for secure handling in any condition. The lightweight 21-gauge construction enhances flexibility and tactile sensitivity, making them ideal for professionals in drywall, EIFS, and decorative finishing. Designed to maximize safety and efficiency, TapeTech 21 Gauge Work Gloves are a must-have for tackling intricate or demanding projects with confidence. Features: Nitrile Coated Abrasion and Cut Resistant Non-Slip Grip 21 Gauge Work Gloves Size: Large (10)"
TapeTech,"TapeTech 21 Gauge Work Gloves, Medium",PWG21-M,6.99,"TapeTech 21 Gauge Work Gloves, Medium TapeTech 21 Gauge Work Gloves offer a perfect blend of durability and comfort for precise tasks. Featuring a nitrile-coated design, these gloves provide excellent abrasion and cut resistance while delivering a reliable, non-slip grip for secure handling in any condition. The lightweight 21-gauge construction enhances flexibility and tactile sensitivity, making them ideal for professionals in drywall, EIFS, and decorative finishing. Designed to maximize safety and efficiency, TapeTech 21 Gauge Work Gloves are a must-have for tackling intricate or demanding projects with confidence. Features: Nitrile Coated Abrasion and Cut Resistant Non-Slip Grip 21 Gauge Work Gloves Size: Medium (9)"
