Identity Key,Canonical Brand,Canonical Identifier,Retailer Pair,Missing Retailer,Lower-Priced Retailer,Lower Price,Higher-Priced Retailer,Higher Price,Absolute Spread,Spread % vs Lowest,Absolute Spread Bucket,Relative Spread Bucket,Uses Approved Identifier Alias,All-Wall Price,All-Wall Evidence Quality,All-Wall Product Name,All-Wall Strict Identifiers,Al's Taping Tools Price,Al's Taping Tools Evidence Quality,Al's Taping Tools Product Name,Al's Taping Tools Strict Identifiers,Wall Tools Price,Wall Tools Evidence Quality,Wall Tools Product Name,Wall Tools Strict Identifiers
columbia::ah4,Columbia Tools,ah4,Al's Taping Tools vs Wall Tools,All-Wall,Al's Taping Tools,3.46,Wall Tools,3.56,0.10,2.89,0.06-0.25,1-5%,no,,,,,3.46,single_observation,AH4 - Angle Head Side Blade,ah4,3.56,single_observation,"Columbia Side Blade Skid, Stainless Steel (COLM-AH4)",ah4
usg-sheetrock::340800,USG Sheetrock Tools,340800,All-Wall vs Al's Taping Tools,Wall Tools,All-Wall,16.99,Al's Taping Tools,17.48,0.49,2.88,0.26-1.00,1-5%,no,16.99,single_observation,Sheetrock Dimpler Drywall Screw Setting Tool,340800,17.48,single_observation,Sheetrock Dimpler Drywall Screw Setting Tool,340800,,,,
columbia::ct119,Columbia Tools,ct119,Al's Taping Tools vs Wall Tools,All-Wall,Al's Taping Tools,5.66,Wall Tools,5.82,0.16,2.83,0.06-0.25,1-5%,no,,,,,5.66,single_observation,Spool Retaining Spring - CT119,ct-119,5.82,single_observation,Columbia Tape Spool Retaining Spring (COLM-CT119),ct119
usg-sheetrock::340926,USG Sheetrock Tools,340926,All-Wall vs Al's Taping Tools,Wall Tools,All-Wall,369.00,Al's Taping Tools,379.00,10.00,2.71,5.01-25.00,1-5%,no,369.00,single_observation,"Sheetrock Tools Drywall Stilts 24"" - 40""",340926,379.00,single_observation,"Sheetrock Tools Drywall Stilts 24""- 40""",340926,,,,
tapetech::052576,TapeTech,052576,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,18.49,All-Wall,18.99,0.50,2.70,0.26-1.00,1-5%,no,18.99,single_observation,TapeTech Brake Spring Mount 052576,052576,,,,,18.49,single_observation,TapeTech Brake Spring Mount (TAPE-052576),052576
tapetech::052408,TapeTech,052408,All-Wall vs Al's Taping Tools,Wall Tools,All-Wall,63.39,Al's Taping Tools,65.00,1.61,2.54,1.01-5.00,1-5%,no,63.39,single_observation,TapeTech Spool Post 052408,052408,65.00,single_observation,Spool Post for 07TT - 052408,052408,,,,
tapetech::202028,TapeTech,202028,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,6.29,Wall Tools,6.45,0.16,2.54,0.06-0.25,1-5%,no,6.29,single_observation,TapeTech Threaded Washer 202028,202028,,,,,6.45,single_observation,TapeTech Threaded Washer (TAPE-202028),202028
tapetech::212089,TapeTech,212089,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,6.29,Wall Tools,6.45,0.16,2.54,0.06-0.25,1-5%,no,6.29,single_observation,TapeTech Flat Box Spacer 212089,212089,,,,,6.45,single_observation,TapeTech SPACER (TAPE-212089),212089
tapetech::050715,TapeTech,050715,All-Wall vs Al's Taping Tools,Wall Tools,All-Wall,24.59,Al's Taping Tools,25.19,0.60,2.44,0.26-1.00,1-5%,no,24.59,single_observation,TapeTech Link Bushing 050715,050715,25.19,single_observation,Link Bushing - 050715,050715,,,,
tapetech::052400b,TapeTech,052400b,All-Wall vs Al's Taping Tools,Wall Tools,All-Wall,45.49,Al's Taping Tools,46.60,1.11,2.44,1.01-5.00,1-5%,no,45.49,single_observation,"TapeTech Spool Mount, Black 052400B",052400b,46.60,single_observation,Taper Spool Mount - 052400B,052400b,,,,
tapetech::190006,TapeTech,190006,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,25.32,All-Wall,25.93,0.61,2.41,0.26-1.00,1-5%,no,25.93,single_observation,TapeTech Xtender Pin 190006,190006,,,,,25.32,single_observation,TapeTech PIN (TAPE-190006),190006
tapetech::qb6004,TapeTech,qb6004,All-Wall vs Al's Taping Tools,Wall Tools,All-Wall,14.29,Al's Taping Tools,14.63,0.34,2.38,0.26-1.00,1-5%,no,14.29,single_observation,TapeTech Blade Holder QB6004,qb6004,14.63,single_observation,Blade Holder - QB6004,qb6004,,,,
tapetech::130006,TapeTech,130006,All-Wall vs Al's Taping Tools,Wall Tools,All-Wall,33.39,Al's Taping Tools,34.18,0.79,2.37,0.26-1.00,1-5%,no,33.39,single_observation,TapeTech Ball 130006,130006,34.18,single_observation,130006 - Ball Mud Tube,130006,,,,
columbia::8ffba,Columbia Tools,8ffba,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,421.99,Wall Tools,431.93,9.94,2.36,5.01-25.00,1-5%,no,421.99,single_observation,"Columbia 8"" Automatic Assist Drywall Flat Box",8ffba,,,,,431.93,single_observation,Columbia 8 in. Automatic Assist Flat Box,8ffba
columbia::tsb-40,Columbia Tools,tsb-40,All-Wall vs Al's Taping Tools,Wall Tools,Al's Taping Tools,151.41,All-Wall,154.99,3.58,2.36,1.01-5.00,1-5%,no,154.99,single_observation,"Columbia 40"" Tomahawk Smoothing Blade",tsb-40,151.41,single_observation,"Columbia 40"" Tomahawk Smoothing Blade",tsb-40,,,,
tapetech::050713,TapeTech,050713,All-Wall vs Al's Taping Tools,Wall Tools,All-Wall,68.79,Al's Taping Tools,70.40,1.61,2.34,1.01-5.00,1-5%,no,68.79,single_observation,TapeTech Inner Mud Tube 50713,050713,70.40,single_observation,Inner Mud Tube - 050713,050713,,,,
tapetech::251025g,TapeTech,251025g,All-Wall vs Al's Taping Tools,Wall Tools,All-Wall,90.19,Al's Taping Tools,92.28,2.09,2.32,1.01-5.00,1-5%,no,90.19,single_observation,TapeTech Right Side Plate 251025G,251025g,92.28,single_observation,251025G - Right Side Plate,251025g,,,,
tapetech::140005,TapeTech,140005,All-Wall vs Al's Taping Tools,Wall Tools,All-Wall,118.99,Al's Taping Tools,121.74,2.75,2.31,1.01-5.00,1-5%,no,118.99,single_observation,TapeTech End Cap 140005,140005,121.74,single_observation,140005 - End Cap,140005,,,,
tapetech::qb6001,TapeTech,qb6001,All-Wall vs Al's Taping Tools,Wall Tools,All-Wall,107.59,Al's Taping Tools,110.07,2.48,2.31,1.01-5.00,1-5%,no,107.59,single_observation,TapeTech Shell QB6001,qb6001,110.07,single_observation,Shell - QB6001,qb6001,,,,
tapetech::130036,TapeTech,130036,All-Wall vs Al's Taping Tools,Wall Tools,All-Wall,148.79,Al's Taping Tools,152.21,3.42,2.30,1.01-5.00,1-5%,no,148.79,single_observation,"TapeTech 36"" Main Tube 130036",130036,152.21,single_observation,"130036 - Main Tube, 36"" Mud Tube",130036,,,,
tapetech::213083,TapeTech,213083,All-Wall vs Al's Taping Tools,Wall Tools,All-Wall,32.99,Al's Taping Tools,33.75,0.76,2.30,0.26-1.00,1-5%,no,32.99,single_observation,TapeTech Power Assist Cog 213083,213083,33.75,single_observation,Cog (Power Assist) - 213083,213083,,,,
tapetech::406001,TapeTech,406001,All-Wall vs Al's Taping Tools,Wall Tools,All-Wall,282.79,Al's Taping Tools,289.26,6.47,2.29,5.01-25.00,1-5%,no,282.79,single_observation,"TapeTech 2"" Head Casting 406001",406001,289.26,single_observation,"406001 - 2"" Head Casting",406001,,,,
tapetech::882002,TapeTech,882002,All-Wall vs Al's Taping Tools,Wall Tools,All-Wall,172.09,Al's Taping Tools,176.03,3.94,2.29,1.01-5.00,1-5%,no,172.09,single_observation,TapeTech Profile Extrusion Assembly 882002,882002,176.03,single_observation,Profile Extrusion - 882002,882002,,,,
tapetech::426001,TapeTech,426001,All-Wall vs Al's Taping Tools,Wall Tools,All-Wall,109.99,Al's Taping Tools,112.50,2.51,2.28,1.01-5.00,1-5%,no,109.99,single_observation,"TapeTech 2.5"" Head, Universal 426001",426001,112.50,single_observation,426001 - 2.5in Head Casting,426001,,,,
tapetech::804855,TapeTech,804855,All-Wall vs Al's Taping Tools,Wall Tools,All-Wall,463.09,Al's Taping Tools,473.64,10.55,2.28,5.01-25.00,1-5%,no,463.09,single_observation,TapeTech Ext Corner Handle with Welded Flange 804855,804855,473.64,single_observation,804855 - Ext Corner Handle with Welded Flange,804855,,,,
tapetech::310024f,TapeTech,310024f,All-Wall vs Al's Taping Tools,Wall Tools,All-Wall,60.69,Al's Taping Tools,62.07,1.38,2.27,1.01-5.00,1-5%,no,60.69,single_observation,"TapeTech 12"" Power Assist /EasyClean®Flat Box Wiper 310024F",310024f,62.07,single_observation,"310024 - 12"" Wiper For Power Assist TTEC/ECH Boxes",310024f,,,,
tapetech::420016,TapeTech,420016,All-Wall vs Al's Taping Tools,Wall Tools,All-Wall,203.19,Al's Taping Tools,207.80,4.61,2.27,1.01-5.00,1-5%,no,203.19,single_observation,"TapeTech 2.5"" Frame, Right 420016",420016,207.80,single_observation,420016 - 2.5in Frame (Right),420016,,,,
tapetech::480016f,TapeTech,480016f,All-Wall vs Al's Taping Tools,Wall Tools,All-Wall,302.59,Al's Taping Tools,309.45,6.86,2.27,5.01-25.00,1-5%,no,302.59,single_observation,"TapeTech Stainless Steel Frame, Right 480016F",480016f,309.45,single_observation,Stainless Steel Frame (Right) - 480016F,480016f,,,,
tapetech::486201,TapeTech,486201,All-Wall vs Al's Taping Tools,Wall Tools,All-Wall,253.69,Al's Taping Tools,259.42,5.73,2.26,5.01-25.00,1-5%,no,253.69,single_observation,"TapeTech 3.5"" EasyRoll Head Casting 486201",486201,259.42,single_observation,"486201 - 3.5"" EasyRoll Head Casting",486201,,,,
tapetech::050702,TapeTech,050702,All-Wall vs Al's Taping Tools,Wall Tools,All-Wall,99.69,Al's Taping Tools,101.92,2.23,2.24,1.01-5.00,1-5%,no,99.69,single_observation,TapeTech Right Side Plate 50702,050702,101.92,single_observation,Right Side Plate - 050702,050702,,,,
tapetech::814254,TapeTech,814254,All-Wall vs Al's Taping Tools,Wall Tools,All-Wall,76.29,Al's Taping Tools,78.00,1.71,2.24,1.01-5.00,1-5%,no,76.29,single_observation,"TapeTech 54"" Connector Assy 814254",814254,78.00,single_observation,"814254 - 54"" Connector Assy",814254,,,,
tapetech::050712,TapeTech,050712,All-Wall vs Al's Taping Tools,Wall Tools,All-Wall,43.49,Al's Taping Tools,44.46,0.97,2.23,0.26-1.00,1-5%,no,43.49,single_observation,TapeTech Main Tube End Plug 50712,050712,44.46,single_observation,Main Tube End Plug - 050712,050712,,,,
tapetech::052401b,TapeTech,052401b,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,14.79,Wall Tools,15.12,0.33,2.23,0.26-1.00,1-5%,no,14.79,single_observation,"TapeTech Plunger Stop, Small 052401B",052401b,,,,,15.12,single_observation,Plunger Stop Small (TAPE-052401B),052401b
tapetech::152006,TapeTech,152006,All-Wall vs Al's Taping Tools,Wall Tools,All-Wall,30.09,Al's Taping Tools,30.76,0.67,2.23,0.26-1.00,1-5%,no,30.09,single_observation,Tapetech Stud For Corner Roller 152006,152006,30.76,single_observation,Stud For Corner Roller - 152006,152006,,,,
tapetech::202036,TapeTech,202036,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,7.19,Wall Tools,7.35,0.16,2.23,0.06-0.25,1-5%,no,7.19,single_observation,TapeTech Shoulder Screw 202036,202036,,,,,7.35,single_observation,TapeTech SHOULDER SCREW,202036
tapetech::480027,TapeTech,480027,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,7.19,Wall Tools,7.35,0.16,2.23,0.06-0.25,1-5%,no,7.19,single_observation,TapeTech Wheel Bushing 480027,480027,,,,,7.35,single_observation,TapeTech Wheel Bushing (TAPE-480027),480027
tapetech::630030,TapeTech,630030,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,11.19,Wall Tools,11.44,0.25,2.23,0.06-0.25,1-5%,no,11.19,single_observation,"TapeTech 2"" Nail Spotter Insert 630030",630030,,,,,11.44,single_observation,"TapeTech 2"" INSERT (TAPE-630030)",630030
tapetech::052055,TapeTech,052055,All-Wall vs Al's Taping Tools,Wall Tools,All-Wall,86.09,Al's Taping Tools,88.00,1.91,2.22,1.01-5.00,1-5%,no,86.09,single_observation,TapeTech Taper Head Enclosure 052055,052055,88.00,single_observation,Taper Head Enclosure for 07TT - 052055,052055,,,,
columbia::ns4-2,Columbia Tools,ns4-2,All-Wall vs Al's Taping Tools,Wall Tools,Al's Taping Tools,36.52,All-Wall,37.32,0.80,2.19,0.26-1.00,1-5%,no,37.32,single_observation,NS4-2 Columbia Nail Spotter Door Gasket 2in #5885,ns4-2,36.52,single_observation,Nail Spotter Door Gasket 2in - NS4-2,ns4-2,,,,
tapetech::050402b,TapeTech,050402b,All-Wall vs Al's Taping Tools,Wall Tools,All-Wall,21.49,Al's Taping Tools,21.96,0.47,2.19,0.26-1.00,1-5%,no,21.49,single_observation,"TapeTech Band Clamp, Black 050402B",050402b,21.96,single_observation,Band Clamp - 050402B,050402b,,,,
tapetech::502cn,TapeTech,502cn,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,38.99,Wall Tools,39.84,0.85,2.18,0.26-1.00,1-5%,no,38.99,single_observation,TapeTech Box Wheel Repair Kit 502CN,502cn,,,,,39.84,single_observation,TapeTech Flat Box Wheel Repair Kit (TAPE-502CN),502cn
tapetech::050031,TapeTech,050031,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,8.29,Wall Tools,8.47,0.18,2.17,0.06-0.25,1-5%,no,8.29,single_observation,TapeTech Gooser Bushing 050031,050031,,,,,8.47,single_observation,TapeTech GOOSER BUSHING - REPAIR ONLY (TAPE-050031),050031
tapetech::130005,TapeTech,130005,All-Wall vs Al's Taping Tools,Wall Tools,All-Wall,22.59,Al's Taping Tools,23.08,0.49,2.17,0.26-1.00,1-5%,no,22.59,single_observation,TapeTech Guide 130005,130005,23.08,single_observation,130005 - Guide Mud Tube,130005,,,,
tapetech::402012,TapeTech,402012,All-Wall vs Al's Taping Tools,Wall Tools,All-Wall,25.39,Al's Taping Tools,25.94,0.55,2.17,0.26-1.00,1-5%,no,25.39,single_observation,"TapeTech 3"" CF Ball Retainer 402012",402012,25.94,single_observation,402012 - Ball Retainer,402012,,,,
tapetech::880028,TapeTech,880028,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,4.69,Wall Tools,4.79,0.10,2.13,0.06-0.25,1-5%,no,4.69,single_observation,TapeTech Compression Spring 880028,880028,,,,,4.79,single_observation,TapeTech COMPRESSION SPRING (TAPE-880028),880028
tapetech::402033,TapeTech,402033,All-Wall vs Al's Taping Tools,Wall Tools,All-Wall,22.19,Al's Taping Tools,22.66,0.47,2.12,0.26-1.00,1-5%,no,22.19,single_observation,TapeTech Threaded Angle Head Ball Coupling 402033,402033,22.66,single_observation,Ball Coupling - Threaded Angle Head Ball - 402033,402033,,,,
tapetech::050154,TapeTech,050154,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,3.79,Wall Tools,3.87,0.08,2.11,0.06-0.25,1-5%,no,3.79,single_observation,TapeTech Bearing Bracket 050154,050154,,,,,3.87,single_observation,TapeTech BEARING BRACKET (TAPE-050154),050154
tapetech::502007,TapeTech,502007,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,3.79,Wall Tools,3.87,0.08,2.11,0.06-0.25,1-5%,no,3.79,single_observation,TapeTech 5L7D-Type 4 Nyliner Bearing 502007,502007,,,,,3.87,single_observation,TapeTech BEARING (TAPE-502007),502007
tapetech::qb6011,TapeTech,qb6011,All-Wall vs Al's Taping Tools,Wall Tools,All-Wall,23.59,Al's Taping Tools,24.08,0.49,2.08,0.26-1.00,1-5%,no,23.59,single_observation,TapeTech Seal QB6011,qb6011,24.08,single_observation,Seal - QB6011,qb6011,,,,
tapetech::310097,TapeTech,310097,All-Wall vs Al's Taping Tools,Wall Tools,All-Wall,13.79,Al's Taping Tools,14.07,0.28,2.03,0.26-1.00,1-5%,no,13.79,single_observation,"TapeTech 12"" Seal Plate for PowerAssist /EasyClean® Boxes 310097",310097,14.07,single_observation,"12"" Seal Plate - 310097",310097,,,,
tapetech::720066f,TapeTech,720066f,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,56.60,All-Wall,57.74,1.14,2.01,1.01-5.00,1-5%,no,57.74,single_observation,TapeTech O-Ring Enclosure 720066F,720066f,,,,,56.60,single_observation,TapeTech O-RING ENCLOSURE (TAPE-720066F),720066f
tapetech::700033f,TapeTech,700033f,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,6.49,Wall Tools,6.62,0.13,2.00,0.06-0.25,1-5%,no,6.49,single_observation,TapeTech Coarse Mesh Screen 700033F,700033f,,,,,6.62,single_observation,TapeTech  Coarse Mesh Pump Screen,700033f
tapetech::050004,TapeTech,050004,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,14.09,Wall Tools,14.37,0.28,1.99,0.26-1.00,1-5%,no,14.09,single_observation,TapeTech Wiper Retainer 050004,050004,,,,,14.37,single_observation,TapeTech WIPER RETAINER (TAPE-050004),050004
tapetech::729009,TapeTech,729009,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,15.19,Wall Tools,15.49,0.30,1.97,0.26-1.00,1-5%,no,15.19,single_observation,TapeTech U-Cup Wiper 729009,729009,,,,,15.49,single_observation,TapeTech Mud Pump Piston U-Cup (TAPE-729009),729009
tapetech::880038,TapeTech,880038,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,36.19,Wall Tools,36.90,0.71,1.96,0.26-1.00,1-5%,no,36.19,single_observation,TapeTech Connecting Rod 880038,880038,,,,,36.90,single_observation,TapeTech CONNECTION ROD (TAPE-880038),880038
tapetech::050019,TapeTech,050019,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,23.69,Wall Tools,24.15,0.46,1.94,0.26-1.00,1-5%,no,23.69,single_observation,TapeTech Disengaging Cam 050019,050019,,,,,24.15,single_observation,TapeTech DISENGAGING CAM (TAPE-050019),050019
tapetech::304005,TapeTech,304005,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,39.09,Wall Tools,39.84,0.75,1.92,0.26-1.00,1-5%,no,39.09,single_observation,"TapeTech 12"" Flat Box Blade Holder Clamp 304005",304005,,,,,39.84,single_observation,TapeTech CLAMP ASSY (TAPE-304005),304005
tapetech::260024f,TapeTech,260024f,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,55.39,Wall Tools,56.45,1.06,1.91,1.01-5.00,1-5%,no,55.39,single_observation,"TapeTech 10"" Power Assist /EasyClean® Flat Box Wiper 260024F",260024f,,,,,56.45,single_observation,"TapeTech 10"" COMBO WIPER (TAPE-260024F)",260024f
tapetech::310096,TapeTech,310096,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,41.79,Wall Tools,42.59,0.80,1.91,0.26-1.00,1-5%,no,41.79,single_observation,"TapeTech Seal for 12"" PowerAssist /EasyClean®Flat Boxes 310096",310096,,,,,42.59,single_observation,"TapeTech 12"" SEAL (TAPE-310096)",310096
tapetech::050043f,TapeTech,050043f,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,21.69,Wall Tools,22.10,0.41,1.89,0.26-1.00,1-5%,no,21.69,single_observation,TapeTech Anvil 050043F,050043f,,,,,22.10,single_observation,TapeTech ANVIL (TAPE-050043F),050043f
tapetech::050163,TapeTech,050163,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,13.39,Wall Tools,13.64,0.25,1.87,0.06-0.25,1-5%,no,13.39,single_observation,TapeTech Main Chain Guard 050163,050163,,,,,13.64,single_observation,TapeTech MAIN CHAIN GUARD (TAPE-050163),050163
tapetech::059332,TapeTech,059332,All-Wall vs Al's Taping Tools,Wall Tools,Al's Taping Tools,1.07,All-Wall,1.09,0.02,1.87,<=0.05,1-5%,no,1.09,single_observation,"TapeTech O-Ring, 1mm x 11mm 059332",059332,1.07,single_observation,059332 - O-Ring for 07TT Cover Plate,059332,,,,
tapetech::400009f,TapeTech,400009f,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,29.89,Wall Tools,30.45,0.56,1.87,0.26-1.00,1-5%,no,29.89,single_observation,"TapeTech 2"" Carbide Blade 400009F",400009f,,,,,30.45,single_observation,"TapeTech 2"" CARBIDE BLADE (TAPE-400009F)",400009f
tapetech::502006,TapeTech,502006,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,12.29,Wall Tools,12.52,0.23,1.87,0.06-0.25,1-5%,no,12.29,single_observation,TapeTech Pivot Bearing 502006,502006,,,,,12.52,single_observation,TapeTech PIVOT BEARING (TAPE-502006),502006
columbia::fa268,Columbia Tools,fa268,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,0.54,Wall Tools,0.55,0.01,1.85,<=0.05,1-5%,no,0.54,single_observation,#10 Flat Washer,fa268,,,,,0.55,single_observation,Columbia #10 Flat Washer (COLM-FA268),fa268
columbia::tsb-12,Columbia Tools,tsb-12,All-Wall vs Al's Taping Tools,Wall Tools,Al's Taping Tools,63.81,All-Wall,64.99,1.18,1.85,1.01-5.00,1-5%,no,64.99,single_observation,"Columbia 12"" Tomahawk Smoothing Blade",tsb-12,63.81,single_observation,"Columbia 12"" Tomahawk Smoothing Blade",tsb-12,,,,
tapetech::402002f,TapeTech,402002f,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,23.19,Wall Tools,23.62,0.43,1.85,0.26-1.00,1-5%,no,23.19,single_observation,TapeTech Spring Retainer Stop 402002F,402002f,,,,,23.62,single_observation,TapeTech SPRING RETAINER (TAPE-402002F),402002f
tapetech::420009,TapeTech,420009,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,24.29,Wall Tools,24.74,0.45,1.85,0.26-1.00,1-5%,no,24.29,single_observation,"TapeTech 2.5"" Carbide Blade CF 420009",420009,,,,,24.74,single_observation,TapeTech 2.5 in. Carbide Angle Head Blade (TAPE-420009),420009
tapetech::210059,TapeTech,210059,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,9.79,Wall Tools,9.97,0.18,1.84,0.06-0.25,1-5%,no,9.79,single_observation,TapeTech Shoulder Screw 210059,210059,,,,,9.97,single_observation,TapeTech SHOULDER SCREW (TAPE-210059),210059
tapetech::650040,TapeTech,650040,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,9.79,Wall Tools,9.97,0.18,1.84,0.06-0.25,1-5%,no,9.79,single_observation,TapeTech Special Washer 650040,650040,,,,,9.97,single_observation,TapeTech WASHER SPECIAL (TAPE-650040),650040
tapetech::300026f,TapeTech,300026f,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,49.79,Wall Tools,50.70,0.91,1.83,0.26-1.00,1-5%,no,49.79,single_observation,"TapeTech 12"" Flat Box Wiper 300026F",300026f,,,,,50.70,single_observation,"TapeTech 12"" WIPER - Flat Box Wiper One-Piece (TAPE-300026F)",300026f
tapetech::800008,TapeTech,800008,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,51.99,Wall Tools,52.94,0.95,1.83,0.26-1.00,1-5%,no,51.99,single_observation,"TapeTech Upper Brake Lever, Pivot Arm 800008",800008,,,,,52.94,single_observation,TapeTech PIVOT ARM,800008
tapetech::140015,TapeTech,140015,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,19.39,Wall Tools,19.74,0.35,1.81,0.26-1.00,1-5%,no,19.39,single_observation,TapeTech MudRunner Connector 140015,140015,,,,,19.74,single_observation,TapeTech Connector,140015
tapetech::059201,TapeTech,059201,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,11.69,Wall Tools,11.90,0.21,1.80,0.06-0.25,1-5%,no,11.69,single_observation,TapeTech 1/4-20 Hex Castle Nut 59201,059201,,,,,11.90,single_observation,TapeTech 1/4-20 HEX CASTLE NUT (TAPE-059201),059201
tapetech::140003,TapeTech,140003,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,30.59,Wall Tools,31.14,0.55,1.80,0.26-1.00,1-5%,no,30.59,single_observation,TapeTech MudRunner Tube Cap 140003,140003,,,,,31.14,single_observation,TapeTech TUBE CAP (TAPE-140003),140003
tapetech::050034f,TapeTech,050034f,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,14.49,Wall Tools,14.75,0.26,1.79,0.26-1.00,1-5%,no,14.49,single_observation,TapeTech Disengaging Rod 050034F,050034f,,,,,14.75,single_observation,TapeTech DISENGAGING ROD   (TAPE-050034F),050034f
tapetech::050046,TapeTech,050046,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,40.89,Wall Tools,41.62,0.73,1.79,0.26-1.00,1-5%,no,40.89,single_observation,"TapeTech Chain Roller Support, Right 050046",050046,,,,,41.62,single_observation,TapeTech CHAIN ROLLER SUPPORT (RIGHT) (TAPE-050046),050046
tapetech::250026f,TapeTech,250026f,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,45.29,Wall Tools,46.10,0.81,1.79,0.26-1.00,1-5%,no,45.29,single_observation,"TapeTech 10"" Flat Box Wiper 250026F",250026f,,,,,46.10,single_observation,"TapeTech 10"" WIPER - Flat Box Wiper One-Piece (TAPE-250026F)",250026f
tapetech::450021,TapeTech,450021,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,14.49,Wall Tools,14.75,0.26,1.79,0.26-1.00,1-5%,no,14.49,single_observation,TapeTech Blade Tension Spring 450021,450021,,,,,14.75,single_observation,TapeTech Blade Tension Spring (TAPE-450021),450021
tapetech::050109f,TapeTech,050109f,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,28.09,Wall Tools,28.59,0.50,1.78,0.26-1.00,1-5%,no,28.09,single_observation,TapeTech Drive Hub 050109F,050109f,,,,,28.59,single_observation,TapeTech Drive Hub (TAPE-050109F),050109f
tapetech::204005,TapeTech,204005,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,28.09,Wall Tools,28.59,0.50,1.78,0.26-1.00,1-5%,no,28.09,single_observation,"TapeTech 7"" Clamp Assembly 204005",204005,,,,,28.59,single_observation,TapeTech CLAMP ASSEMBLY,204005
tapetech::704040,TapeTech,704040,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,28.09,Wall Tools,28.59,0.50,1.78,0.26-1.00,1-5%,no,28.09,single_observation,TapeTech Filler Tube Assembly 704040,704040,,,,,28.59,single_observation,TapeTech FILLER TUBE ASSY (TAPE-704040),704040
tapetech::804003f,TapeTech,804003f,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,80.59,Wall Tools,82.02,1.43,1.77,1.01-5.00,1-5%,no,80.59,single_observation,TapeTech Handle Lever Assembly 804003F,804003f,,,,,82.02,single_observation,TapeTech HANDLE LEVER ASSEMBLY (TAPE-804003F),804003f
tapetech::210071,TapeTech,210071,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,14.29,Wall Tools,14.54,0.25,1.75,0.06-0.25,1-5%,no,14.29,single_observation,"TapeTech 7"" Spacer Rod 210071",210071,,,,,14.54,single_observation,TapeTech SPACER ROD (TAPE-210071),210071
tapetech::609032,TapeTech,609032,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,1.15,All-Wall,1.17,0.02,1.74,<=0.05,1-5%,no,1.17,single_observation,TapeTech 10-32 X 3/4 Flat Head Screw 609032,609032,,,,,1.15,single_observation,TapeTech 10-32X3/4' FLAT HEAD SCREW SST (TAPE-609032),609032
tapetech::050030,TapeTech,050030,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,32.39,Wall Tools,32.95,0.56,1.73,0.26-1.00,1-5%,no,32.39,single_observation,TapeTech Magnet 050030,050030,,,,,32.95,single_observation,TapeTech Automatic Taper Magnet,050030
