Identity Key,Canonical Brand,Canonical Identifier,Conflict Pattern,Probable Cause,Outlier Retailer,Agreed Price,Outlier Price,All-Wall Price,Al's Taping Tools Price,Wall Tools Price,Absolute Spread,Spread % vs Lowest,Possible Pack Factor,All-Wall Evidence Quality,Al's Taping Tools Evidence Quality,Wall Tools Evidence Quality,All-Wall Product,Al's Taping Tools Product,Wall Tools Product
tapetech::059087,TapeTech,059087,all_three_prices_distinct,requires_source_price_review,,,,0.99,1.40,1.15,0.41,41.41,,single_observation,single_observation,single_observation,TapeTech 3-48 Miniature Hex Nut 59087,3-48 Hex Miniature Nut - 059087,TapeTech 3-48 Miniature Hex Nut (TAPE-059087)
tapetech::190002,TapeTech,190002,all_three_prices_distinct,possible_sale_or_stale_price,,,,15.89,16.30,16.22,0.41,2.58,,single_observation,single_observation,single_observation,TapeTech Xtender Block 190002,190002 - Block,TapeTech BLOCK (TAPE-190002)
tapetech::489020,TapeTech,489020,all_three_prices_distinct,requires_source_price_review,,,,0.99,1.40,1.15,0.41,41.41,,single_observation,single_observation,single_observation,TapeTech 4-40x5/16 Nylock Pan Hd Screw 489020,4-40x5/16 Nylock Pan Hd Screw - 489020,TapeTech 4-40X5/16 SCREW (TAPE-489020)
tapetech::499025,TapeTech,499025,all_three_prices_distinct,requires_source_price_review,,,,0.99,1.40,1.19,0.41,41.41,,single_observation,single_observation,single_observation,TapeTech MudRunner 6-32 X 1/2 Bind Head Screw 499025,"6-32 X 1/2"" Bind Head Screw - 499025",TapeTech 6-32 X 1/2 BINDING HEAD SCREW (TAPE-499025)
tapetech::190034,TapeTech,190034,two_source_disagreement,possible_sale_or_stale_price,,,,24.49,,24.89,0.40,1.63,,single_observation,,single_observation,TapeTech Xtender Coupler 190034,,TapeTech COUPLER (TAPE-190034)
columbia::12ffba,Columbia Tools,12FFBA,two_source_disagreement,small_price_drift_or_rounding,,,,432.99,,432.60,0.39,0.09,,single_observation,,single_observation,"Columbia 12"" Automatic Assist Drywall Flat Box",,Columbia 12 in. Automatic Assist Flat Box
tapetech::052149,TapeTech,052149,two_source_disagreement,requires_source_price_review,,,,2.13,2.52,,0.39,18.31,,single_observation,single_observation,,TapeTech Tenite Bearing 052149,Tenite Bearing - 052149,
columbia::pts,Columbia Tools,PTS,all_three_prices_distinct,small_price_drift_or_rounding,,,,5962.99,5962.62,5962.61,0.38,0.01,,single_observation,single_observation,single_observation,Columbia Predator Tactical Set,Columbia Tactical Set with Predator Upgrade,Columbia Predator Tactical Set
tapetech::059078,TapeTech,059078,two_source_disagreement,requires_source_price_review,,,,3.67,,4.05,0.38,10.35,,single_observation,,single_observation,TapeTech Nyliner Bearing 059078,,TapeTech Bearing Nyliner
tapetech::059082,TapeTech,059082,two_source_disagreement,possible_sale_or_stale_price,,,,4.04,,4.42,0.38,9.41,,single_observation,,single_observation,TapeTech Drum Washer 059082,,TapeTech Drum Washer (TAPE-059082)
columbia::25df,Columbia Tools,2.5DF,two_source_disagreement,small_price_drift_or_rounding,,,,127.99,127.62,,0.37,0.29,,single_observation,single_observation,,"Columbia 2.5"" Direct Corner Flusher","Columbia Taping Tools 2.5"" Direct Drywall Corner Flusher",
tapetech::050068,TapeTech,050068,two_source_disagreement,possible_sale_or_stale_price,,,,4.15,,4.52,0.37,8.92,,single_observation,,single_observation,TapeTech Gooser & Cutter Chain Stop 050068,,TapeTech Gooser & Cutter Chain Stop (TAPE-050068)
columbia::fa267,Columbia Tools,FA267,two_source_disagreement,requires_source_price_review,,,,1.05,,0.69,0.36,52.17,,single_observation,,single_observation,FA267 Columbia 8-32 X 1.5in Pan Head Screw #6027,,Columbia 8-32 x 1-1/2 Pan Head (COLM-FA267)
columbia::12itfb,Columbia Tools,12ITFB,two_source_disagreement,small_price_drift_or_rounding,,,,459.99,,459.64,0.35,0.08,,single_observation,,single_observation,"Columbia Inside Track Fat Boy Flat Box 12""",,Columbia 12 in. Inside Track Fat Boy Flat Box
columbia::7cfb,Columbia Tools,7CFB,two_source_disagreement,small_price_drift_or_rounding,,,,313.99,313.64,,0.35,0.11,,single_observation,single_observation,,"Columbia 7"" ThrottleBox Angle Box 7CFB","Columbia 7"" ThrottleBox Angle Box",
tapetech::050137f,TapeTech,050137F,two_source_disagreement,possible_sale_or_stale_price,,,,23.39,,23.74,0.35,1.50,,single_observation,,single_observation,TapeTech Cutter Block Clamp 050137F,,TapeTech CUTTER BLOCK CLAMP (TAPE-050137F)
tapetech::140015,TapeTech,140015,two_source_disagreement,possible_sale_or_stale_price,,,,19.39,,19.74,0.35,1.81,,single_observation,,single_observation,TapeTech MudRunner Connector 140015,,TapeTech Connector
tapetech::350008,TapeTech,350008,two_source_disagreement,possible_sale_or_stale_price,,,,22.69,,23.04,0.35,1.54,,single_observation,,single_observation,"TapeTech 8"" Angle Box Wiper 350008",,"TapeTech 8"" WIPERS (TAPE-350008)"
columbia::fa224,Columbia Tools,FA224,two_source_disagreement,requires_source_price_review,,,,1.15,,0.81,0.34,41.98,,single_observation,,single_observation,FA224 Columbia 1/8in X 3/8in Split Pin #6009,,Columbia 1/8 x 3/8 Split Pin (COLM-FA224)
columbia::fa245,Columbia Tools,FA245,two_source_disagreement,requires_source_price_review,,,,1.05,,0.71,0.34,47.89,,single_observation,,single_observation,FA245 Columbia 6-32 X 1/2in Fill. Head Screw #6017,,Columbia 6-32 x 1/2 Fillister Slot (COLM-FA245)
tapetech::qb6004,TapeTech,QB6004,two_source_disagreement,possible_sale_or_stale_price,,,,14.29,14.63,,0.34,2.38,,single_observation,single_observation,,TapeTech Blade Holder QB6004,Blade Holder - QB6004,
columbia::fa288,Columbia Tools,FA288,two_source_disagreement,requires_source_price_review,,,,2.36,,2.03,0.33,16.26,,single_observation,,single_observation,FA288 Columbia 1/4in X 1/2in Split Pin #6040,,Columbia  x  in. Split Pin (COLM-FA288)
tapetech::052401b,TapeTech,052401B,two_source_disagreement,possible_sale_or_stale_price,,,,14.79,,15.12,0.33,2.23,,single_observation,,single_observation,"TapeTech Plunger Stop, Small 052401B",,Plunger Stop Small (TAPE-052401B)
columbia::fa296,Columbia Tools,FA296,two_source_disagreement,requires_source_price_review,,,,1.00,,0.69,0.31,44.93,,single_observation,,single_observation,FA296 Columbia 1/4-20 X 1/2in Hex Bolt #6046,,Columbia 1/4-20 x 1/2 Hex Bolt (COLM-FA296)
tapetech::880053,TapeTech,880053,two_source_disagreement,possible_sale_or_stale_price,,,,18.89,,19.20,0.31,1.64,,single_observation,,single_observation,TapeTech Lock Block 880053,,TapeTech LOCK BLOCK (TAPE-880053)
columbia::cc,Columbia Tools,CC,all_three_prices_distinct,small_price_drift_or_rounding,,,,368.00,367.71,367.70,0.30,0.08,,single_observation,single_observation,single_observation,Columbia Corner Cobra Adjustable Roller,Columbia Corner Cobra Adjustable Inside & Outside Corner Roller,Columbia Corner Cobra
tapetech::729009,TapeTech,729009,two_source_disagreement,possible_sale_or_stale_price,,,,15.19,,15.49,0.30,1.97,,single_observation,,single_observation,TapeTech U-Cup Wiper 729009,,TapeTech Mud Pump Piston U-Cup (TAPE-729009)
columbia::tl38,Columbia Tools,TL3-8,two_source_disagreement,small_price_drift_or_rounding,,,,75.99,,75.70,0.29,0.38,,single_observation,,single_observation,Columbia Twist Lock Extendable Handle,,Columbia Twist Lock Handle 3-8 ft.
tapetech::209046,TapeTech,209046,all_three_prices_distinct,possible_sale_or_stale_price,,,,5.39,5.68,5.52,0.29,5.38,,single_observation,single_observation,single_observation,TapeTech Flat Box Washer 209046,209046 - Flat Box Washer,TapeTech Washer (TAPE-209046)
columbia::3bbh,Columbia Tools,3BBH,two_source_disagreement,small_price_drift_or_rounding,,,,221.99,221.71,,0.28,0.13,,single_observation,single_observation,,"Columbia 36"" 180-Grip Bent Flat Box Handle",Columbia 3' 180 Grip Bent Box Handle,
columbia::55ffb,Columbia Tools,5.5FFB,two_source_disagreement,small_price_drift_or_rounding,,,,367.99,367.71,,0.28,0.08,,single_observation,single_observation,,"Columbia 5.5"" Flat Finishing Box","Columbia 5.5"" Drywall Flat Finisher Box",
columbia::5bh,Columbia Tools,5BH,two_source_disagreement,small_price_drift_or_rounding,,,,221.99,221.71,,0.28,0.13,,single_observation,single_observation,,"Columbia 60"" 180-Grip Flat Box Handle","Columbia 60"" 180-Grip Featherweight Flat Box Handle",
columbia::cmt42,Columbia Tools,CMT42,two_source_disagreement,small_price_drift_or_rounding,,,,221.99,221.71,,0.28,0.13,,single_observation,single_observation,,"Columbia 42"" Compound Mud Tube","Columbia 42"" Drywall Corner Finishing Compound Mud Tube",
columbia::tbbf,Columbia Tools,TBBF,two_source_disagreement,small_price_drift_or_rounding,,,,75.99,,75.71,0.28,0.37,,single_observation,,single_observation,Columbia Tall Boy Box Filler,,Columbia Tall Boy Box Filler
columbia::tsb14,Columbia Tools,TSB-14,all_three_prices_distinct,small_price_drift_or_rounding,,,,75.99,75.71,75.72,0.28,0.37,,single_observation,single_observation,single_observation,"Columbia 14"" Tomahawk Smoothing Blade","Columbia 14"" Tomahawk Smoothing Blade",Columbia 14 in. Tomahawk Smoothing Blade
tapetech::050004,TapeTech,050004,two_source_disagreement,possible_sale_or_stale_price,,,,14.09,,14.37,0.28,1.99,,single_observation,,single_observation,TapeTech Wiper Retainer 050004,,TapeTech WIPER RETAINER (TAPE-050004)
tapetech::050079,TapeTech,050079,two_source_disagreement,possible_sale_or_stale_price,,,,16.29,,16.57,0.28,1.72,,single_observation,,single_observation,TapeTech Creaser Crank 050079,,TapeTech Creaser Crank
tapetech::054028,TapeTech,054028,two_source_disagreement,possible_sale_or_stale_price,,,,18.89,,19.17,0.28,1.48,,single_observation,,single_observation,TapeTech Gooser Body Assembly 054028,,TapeTech GOOSER BODY ASSEMBLY (TAPE-054028)
tapetech::190033,TapeTech,190033,two_source_disagreement,possible_sale_or_stale_price,,,,18.69,,18.97,0.28,1.50,,single_observation,,single_observation,TapeTech Xtender Adjuster 190033,,TapeTech ADJUSTER (TAPE-190033)
tapetech::310097,TapeTech,310097,two_source_disagreement,possible_sale_or_stale_price,,,,13.79,14.07,,0.28,2.03,,single_observation,single_observation,,"TapeTech 12"" Seal Plate for PowerAssist /EasyClean® Boxes 310097","12"" Seal Plate - 310097",
tapetech::480007f,TapeTech,480007F,two_source_disagreement,possible_sale_or_stale_price,,,,16.29,,16.57,0.28,1.72,,single_observation,,single_observation,"TapeTech Spring Adjusting Cam, Right 480007F",,"TapeTech Spring Adjuster Cam, Left (TAPE-480007F)"
tapetech::480026,TapeTech,480026,all_three_prices_distinct,possible_sale_or_stale_price,,,,11.39,11.67,11.60,0.28,2.46,,single_observation,single_observation,single_observation,TapeTech Wheel 480026,480026 - TapeTech Replacement Angle Head Wheel,TapeTech Wheel (TAPE-480026)
tapetech::889052,TapeTech,889052,two_source_disagreement,requires_source_price_review,,,,1.12,1.40,,0.28,25.00,,single_observation,single_observation,,TapeTech 6-32 X 1/4 Hex Cap Screw 889052,"6-32 X 1/4"" Hex Cap Screw - 889052",
tapetech::050058,TapeTech,050058,all_three_prices_distinct,possible_sale_or_stale_price,,,,11.59,11.86,11.79,0.27,2.33,,single_observation,single_observation,single_observation,TapeTech Control Valve 50058,Control Valve - 050058,TapeTech Control Valve (TAPE-050058)
tapetech::801009,TapeTech,801009,all_three_prices_distinct,possible_sale_or_stale_price,,,,10.69,10.96,10.94,0.27,2.53,,single_observation,single_observation,single_observation,TapeTech Coupling Pin 801009,Coupling Pin - 801009,TapeTech COUPLING PIN  (REPAIR ONLY BOX HANDLES) (TAPE-801009)
tapetech::809004,TapeTech,809004,all_three_prices_distinct,requires_source_price_review,,,,1.17,1.05,1.32,0.27,25.71,,single_observation,single_observation,single_observation,TapeTech 8-32 x 3/4 Socket Cup Point Setscrew 809004,8-32 x 3/4 Hex Socket Screw - 809004,TapeTech 8-32 X 5/8 SETSCREW SOCKET CUP PT
columbia::cmt32,Columbia Tools,CMT32,two_source_disagreement,small_price_drift_or_rounding,,,,208.99,208.73,,0.26,0.12,,single_observation,single_observation,,"Columbia 32"" Compound Mud Tube","Columbia 32"" Drywall Corner Finishing Compound Mud Tube",
tapetech::050034f,TapeTech,050034F,two_source_disagreement,possible_sale_or_stale_price,,,,14.49,,14.75,0.26,1.79,,single_observation,,single_observation,TapeTech Disengaging Rod 050034F,,TapeTech DISENGAGING ROD   (TAPE-050034F)
tapetech::050041f,TapeTech,050041F,two_source_disagreement,small_price_drift_or_rounding,,,,,42.61,42.35,0.26,0.61,,,single_observation,single_observation,,Disengaging Rod Bearing - 050041,TapeTech DISENGAGING ROD BEARING (TAPE-050041F)
tapetech::050064f,TapeTech,050064F,two_source_disagreement,possible_sale_or_stale_price,,,,16.09,,16.35,0.26,1.62,,single_observation,,single_observation,TapeTech Valve 050064F,,TapeTech VALVE (TAPE-050064F)
tapetech::050123,TapeTech,050123,two_source_disagreement,possible_sale_or_stale_price,,,,15.39,,15.65,0.26,1.69,,single_observation,,single_observation,TapeTech Cam 050123,,TapeTech CAM (TAPE-050123)
tapetech::159010,TapeTech,159010,two_source_disagreement,requires_source_price_review,,,,1.49,,1.75,0.26,17.45,,single_observation,,single_observation,TapeTech 8-32 x 3/8 Fillister Head Nyloc 159010,,"TapeTech 8-32 X 3/8"" FILLISTER HEAD SCREW (TAPE-159010)"
tapetech::212087,TapeTech,212087,all_three_prices_distinct,possible_sale_or_stale_price,,,,11.79,12.05,11.97,0.26,2.21,,single_observation,single_observation,single_observation,TapeTech Flat Box Lock 212087,212087 - Flat Box Lock,TapeTech LOCK (TAPE-212087)
tapetech::212090,TapeTech,212090,two_source_disagreement,possible_sale_or_stale_price,,,,15.39,,15.65,0.26,1.69,,single_observation,,single_observation,TapeTech Power Assist Flat Box Spring 212090,,TapeTech SPRING (TAPE-212090)
tapetech::260071,TapeTech,260071,two_source_disagreement,possible_sale_or_stale_price,,,,15.39,,15.65,0.26,1.69,,single_observation,,single_observation,TapeTech 10 Spacer Rod 260071,,"TapeTech 10"" SPACER ROD (TAPE-260071)"
tapetech::450021,TapeTech,450021,two_source_disagreement,possible_sale_or_stale_price,,,,14.49,,14.75,0.26,1.79,,single_observation,,single_observation,TapeTech Blade Tension Spring 450021,,TapeTech Blade Tension Spring (TAPE-450021)
tapetech::729071,TapeTech,729071,two_source_disagreement,requires_source_price_review,,,,1.99,2.25,,0.26,13.07,,single_observation,single_observation,,TapeTech Flange O-Ring 729071,729071 - Flange O-Ring,
tapetech::809024,TapeTech,809024,two_source_disagreement,possible_sale_or_stale_price,,,,3.43,,3.69,0.26,7.58,,single_observation,,single_observation,TapeTech Socket Cup Point Setscrew 809024,,TapeTech 1/4-28X1/4 SOCKET SCREW (TAPE-809024)
tapetech::050134,TapeTech,050134,all_three_prices_distinct,requires_source_price_review,,,,2.25,2.50,2.40,0.25,11.11,,single_observation,single_observation,single_observation,TapeTech Chain Roller 050134,Chain Roller - 050134,TapeTech Chain Roller (TAPE-050134)
tapetech::050163,TapeTech,050163,two_source_disagreement,possible_sale_or_stale_price,,,,13.39,,13.64,0.25,1.87,,single_observation,,single_observation,TapeTech Main Chain Guard 050163,,TapeTech MAIN CHAIN GUARD (TAPE-050163)
tapetech::054111f,TapeTech,054111F,two_source_disagreement,possible_sale_or_stale_price,,,,,17.75,17.50,0.25,1.43,,,single_observation,single_observation,,Gooser Guide - 054111,TapeTech GOOSER GUIDE/BUSHING (TAPE-054111F)
tapetech::209016,TapeTech,209016,all_three_prices_distinct,requires_source_price_review,,,,1.17,1.05,1.30,0.25,23.81,,single_observation,single_observation,single_observation,TapeTech 4-40 X 7/32 Bd Hd Slot Screw 209016,Screw 4-40 X 7/32 Bind Hd - 209016,TapeTech 4-40 X 7/32 BIND HEAD SCREW SST (TAPE-209016)
tapetech::210071,TapeTech,210071,two_source_disagreement,possible_sale_or_stale_price,,,,14.29,,14.54,0.25,1.75,,single_observation,,single_observation,"TapeTech 7"" Spacer Rod 210071",,TapeTech SPACER ROD (TAPE-210071)
tapetech::630030,TapeTech,630030,two_source_disagreement,possible_sale_or_stale_price,,,,11.19,,11.44,0.25,2.23,,single_observation,,single_observation,"TapeTech 2"" Nail Spotter Insert 630030",,"TapeTech 2"" INSERT (TAPE-630030)"
tapetech::059129,TapeTech,059129,all_three_prices_distinct,requires_source_price_review,,,,0.99,0.95,1.19,0.24,25.26,,single_observation,single_observation,single_observation,TapeTech Cutter Block Pin 059129,Cutter Block Pin - 059129,TapeTech CUTTER BLOCK PIN (TAPE-059129)
tapetech::059164,TapeTech,059164,all_three_prices_distinct,requires_source_price_review,,,,0.99,0.95,1.19,0.24,25.26,,single_observation,single_observation,single_observation,TapeTech #6 Star Washer 059164,059164 - #6 Star Washer,TapeTech #6 EXT WASHER
tapetech::059217,TapeTech,059217,all_three_prices_distinct,requires_source_price_review,,,,0.99,0.95,1.19,0.24,25.26,,single_observation,single_observation,single_observation,TapeTech 4-40 X 3/8 Bind Hd Screw 059217,059217 - 4-40 X 3/8 Bind Head Screw,TapeTech 4-40 X 3/8 BIND HEAD SCREW SST (TAPE-059217)
tapetech::709007,TapeTech,709007,all_three_prices_distinct,requires_source_price_review,,,,0.99,0.95,1.19,0.24,25.26,,single_observation,single_observation,single_observation,TapeTech 5/16-24 Hex Nut 709007,5/16-24 Hex Nut - 709007,TapeTech 5/16-24 HEX HEAD (TAPE-709007)
usg-sheetrock::340018,USG Sheetrock Tools,340018,two_source_disagreement,possible_sale_or_stale_price,,,,19.99,19.75,,0.24,1.22,,single_observation,single_observation,,"Sheetrock 6"" Classic Blue Steel Drywall Taping Knife","Sheetrock 6"" Classic Blue Steel Drywall Taping Knife",
tapetech::059018,TapeTech,059018,all_three_prices_distinct,requires_source_price_review,,,,1.17,1.40,1.30,0.23,19.66,,single_observation,single_observation,single_observation,TapeTech 6-32 Thin Pattern Stop Nut 059018,6-32 Thin Pattern Stopnut - 059018,TapeTech # 6-32 LOCKNUT (TAPE-059018)
tapetech::059025,TapeTech,059025,all_three_prices_distinct,requires_source_price_review,,,,1.17,1.40,1.30,0.23,19.66,,single_observation,single_observation,single_observation,TapeTech 5/64 X 1/2 Cotter Pin 059025,059025 - Cotter Pin,"TapeTech 5/64"" X 1/2"" Cotter Pin SST (TAPE-059025)"
tapetech::059051,TapeTech,059051,all_three_prices_distinct,requires_source_price_review,,,,1.17,1.40,1.30,0.23,19.66,,single_observation,single_observation,single_observation,TapeTech 6-32 X 3/16 Fillister Screw 059051,059051 - 6-32 X 3/16 Fillister Screw,TapeTech 6-32 X 3/16 FILLISTER HEAD SCREW SST (TAPE-059051)
tapetech::059056,TapeTech,059056,all_three_prices_distinct,requires_source_price_review,,,,1.17,1.40,1.30,0.23,19.66,,single_observation,single_observation,single_observation,TapeTech 2-56 X 3/16 Bind Head Slot Screw 059056,2-56 X 3/16 Bind Hd Screw - 059056,TapeTech 2-56 X 3/16 BIND HEAD SCREW SST (TAPE-059056)
tapetech::059102,TapeTech,059102,all_three_prices_distinct,requires_source_price_review,,,,1.17,1.40,1.30,0.23,19.66,,single_observation,single_observation,single_observation,TapeTech 4-40 X 1/4 Flat Head Mach Slot Screw 059102,059102 - 4-40 X 1/4 Flat Hd Screw,TapeTech 4-40 X 1/4 Flat head Screw SST (TAPE-059102)
tapetech::059122,TapeTech,059122,two_source_disagreement,requires_source_price_review,,,,1.17,1.40,,0.23,19.66,,single_observation,single_observation,,TapeTech #6 X 5/16 Self Tap Screw 059122,#6 X 5/16 Self Tap Screw - 059122,
tapetech::502006,TapeTech,502006,two_source_disagreement,possible_sale_or_stale_price,,,,12.29,,12.52,0.23,1.87,,single_observation,,single_observation,TapeTech Pivot Bearing 502006,,TapeTech PIVOT BEARING (TAPE-502006)
tapetech::050244,TapeTech,050244,all_three_prices_distinct,possible_sale_or_stale_price,,,,8.29,8.51,8.47,0.22,2.65,,single_observation,single_observation,single_observation,TapeTech Tape Spool 050244,Tape Spool - 050244,TapeTech Tape Spool
tapetech::050027,TapeTech,050027,all_three_prices_distinct,possible_sale_or_stale_price,,,,7.19,7.40,7.35,0.21,2.92,,single_observation,single_observation,single_observation,TapeTech Needle Holder Lock 050027,Needle Holder Lock - 050027,TapeTech NEEDLE HOLDER LOCK (TAPE-050027)
tapetech::050099f,TapeTech,050099F,two_source_disagreement,possible_sale_or_stale_price,,,,14.89,,15.10,0.21,1.41,,single_observation,,single_observation,TapeTech Head Bushing 050099F,,TapeTech Head Bushing (TAPE-050099)
tapetech::050128f,TapeTech,050128F,two_source_disagreement,possible_sale_or_stale_price,,,,12.69,,12.90,0.21,1.65,,single_observation,,single_observation,TapeTech Chain Roller Bushing 050128F,,TapeTech CHAIN ROLLER BUSHING (TAPE-050128F)
tapetech::059201,TapeTech,059201,two_source_disagreement,possible_sale_or_stale_price,,,,11.69,,11.90,0.21,1.80,,single_observation,,single_observation,TapeTech 1/4-20 Hex Castle Nut 59201,,TapeTech 1/4-20 HEX CASTLE NUT (TAPE-059201)
tapetech::402019,TapeTech,402019,all_three_prices_distinct,possible_sale_or_stale_price,,,,8.49,8.70,8.65,0.21,2.47,,single_observation,single_observation,single_observation,TapeTech Blade Holder Stop 402019,402019 - Blade Holder Stop,TapeTech Blade Holder Stop (TAPE-402019)
tapetech::709050,TapeTech,709050,two_source_disagreement,requires_source_price_review,,,,0.99,,1.20,0.21,21.21,,single_observation,,single_observation,TapeTech #10 Ex Shakeproof Lockwasher 709050,,TapeTech #10 LOCKWASHER - REPAIR ONLY (TAPE-709050)
tapetech::889016,TapeTech,889016,two_source_disagreement,possible_sale_or_stale_price,,,,2.19,,2.40,0.21,9.59,,single_observation,,single_observation,TapeTech Roll Pin 889016,,TapeTech 1/4X1-1/4 SLOTTED SPRING PIN (TAPE-889016)
columbia::14ffb,Columbia Tools,14FFB,two_source_disagreement,small_price_drift_or_rounding,,,,421.99,421.79,,0.20,0.05,,single_observation,single_observation,,"Columbia 14"" Flat Finishing Box","Columbia 14"" Drywall Flat Finishing Box",
columbia::25ah,Columbia Tools,2.5AH,two_source_disagreement,small_price_drift_or_rounding,,,,421.99,421.79,,0.20,0.05,,single_observation,single_observation,,"Columbia 2.5"" Angle Head","Columbia 2.5"" Angle Head w/ Wheels",
tapetech::059005,TapeTech,059005,two_source_disagreement,requires_source_price_review,,,,0.99,,1.19,0.20,20.20,,single_observation,,single_observation,TapeTech 4-40 Hex Nut 059005,,TapeTech 4-40 Hex Nut (TAPE-059005)
tapetech::059013,TapeTech,059013,two_source_disagreement,requires_source_price_review,,,,0.99,,1.19,0.20,20.20,,single_observation,,single_observation,TapeTech 6-32 X 5/16 Round Head Screw 059013,,TapeTech 6-32 X 5/16 ROUND HEAD SCREW SST (TAPE-059013)
tapetech::059014,TapeTech,059014,two_source_disagreement,requires_source_price_review,,,,0.99,,1.19,0.20,20.20,,single_observation,,single_observation,TapeTech 4-40 X 3/16 Truss Head Screw Slot 059014,,TapeTech 4-40 X 3/16 Truss Head Screw SST (TAPE-059014)
tapetech::059021,TapeTech,059021,all_three_prices_distinct,requires_source_price_review,,,,0.99,1.05,1.19,0.20,20.20,,single_observation,single_observation,single_observation,TapeTech 4-40 X 5/32 Bind Head Screw 059021,4-40 X 5/32 Bind Hd Screw - 059021,TapeTech 4-40 X 5/32 BIND HEAD SCREW SST (TAPE-059021)
tapetech::059038,TapeTech,059038,two_source_disagreement,requires_source_price_review,,,,0.99,,1.19,0.20,20.20,,single_observation,,single_observation,TapeTech #4 Med Spring Lockwasher 59038,,TapeTech #4 MEDIUM SPRING LOCK WASHER (TAPE-059038)
tapetech::059040,TapeTech,059040,two_source_disagreement,requires_source_price_review,,,,0.99,,1.19,0.20,20.20,,single_observation,,single_observation,TapeTech Buna O-Ring 59040,,TapeTech 0-RING
tapetech::059060,TapeTech,059060,two_source_disagreement,requires_source_price_review,,,,0.99,,1.19,0.20,20.20,,single_observation,,single_observation,TapeTech 3-48 Nylock Stop Nut 059060,,TapeTech 3-48 Hex Stopnut (TAPE-059060)
tapetech::059074,TapeTech,059074,all_three_prices_distinct,requires_source_price_review,,,,0.99,1.05,1.19,0.20,20.20,,single_observation,single_observation,single_observation,TapeTech 8-32 Hex Elastic Stop Nut 059074,059074 - 8-32 Hex Nylock Nut,TapeTech 8-32 Hex Elastic Stopnut (TAPE-059074)
tapetech::059091,TapeTech,059091,all_three_prices_distinct,requires_source_price_review,,,,0.99,1.05,1.19,0.20,20.20,,single_observation,single_observation,single_observation,TapeTech 6-32 X 1/2 Fillister Hd Screw 059091,6-32 X 1/2 Fillister Head Screw - 059091,TapeTech 6-32 X 1/2 Fillister Head Screw SST (TAPE-059091)
tapetech::059092,TapeTech,059092,two_source_disagreement,requires_source_price_review,,,,0.99,,1.19,0.20,20.20,,single_observation,,single_observation,TapeTech 8-32 X 1-1/2 Round Hd Screw 059092,,TapeTech 8-32 X 1-1/2 Round Head Screw SST (TAPE-059092)
tapetech::059107,TapeTech,059107,two_source_disagreement,requires_source_price_review,,,,0.99,,1.19,0.20,20.20,,single_observation,,single_observation,TapeTech 6-32 X 1/4 TapeTech Flat Head Screw 059107,,TapeTech 6-32 X 1/4 Flat Head Screw SST (TAPE-059107)
tapetech::059119,TapeTech,059119,two_source_disagreement,requires_source_price_review,,,,0.99,,1.19,0.20,20.20,,single_observation,,single_observation,TapeTech Drive Dog Holder Pin 059119,,TapeTech Drive Dog Holder Pin
tapetech::059120,TapeTech,059120,two_source_disagreement,requires_source_price_review,,,,0.99,,1.19,0.20,20.20,,single_observation,,single_observation,TapeTech Drive Dog Axle 059120,,TapeTech Drive Dog Axle (TAPE-059120)
tapetech::059127,TapeTech,059127,two_source_disagreement,requires_source_price_review,,,,0.99,,1.19,0.20,20.20,,single_observation,,single_observation,TapeTech 8-32 X 5/8 Truss Slot Hd Screw 59127,,TapeTech 8-32 X 5/8 Truss head Screw SST (TAPE-059127)
tapetech::059161,TapeTech,059161,two_source_disagreement,requires_source_price_review,,,,0.99,,1.19,0.20,20.20,,single_observation,,single_observation,TapeTech 4-40 X 3/8 Fillister Head Screw 059161,,TapeTech 4-40 X 3/8 Fillister Head Screw SST (TAPE-059161)
tapetech::059225,TapeTech,059225,two_source_disagreement,requires_source_price_review,,,,0.99,,1.19,0.20,20.20,,single_observation,,single_observation,TapeTech 10-32 Thin Pattern Stop Nut 059225,,TapeTech 10-32 LockNut (TAPE-059225)
tapetech::059230,TapeTech,059230,two_source_disagreement,requires_source_price_review,,,,0.99,,1.19,0.20,20.20,,single_observation,,single_observation,TapeTech 5-40 X 13/32 Bd Hd Screw 059230,,TapeTech 5-40 X 13/32 Bind Head Screw SST (TAPE-059230)
tapetech::059238,TapeTech,059238,two_source_disagreement,requires_source_price_review,,,,0.99,,1.19,0.20,20.20,,single_observation,,single_observation,TapeTech 1/4-20 X 1/2 Flat Hd Screw 059238,,"TapeTech 1/4-20 X 1/2"" Flat Head Screw SST (TAPE-059238)"
tapetech::149029,TapeTech,149029,two_source_disagreement,requires_source_price_review,,,,0.99,,1.19,0.20,20.20,,single_observation,,single_observation,TapeTech MudRunner Washer NAS 620C 149029,,TapeTech NAS 620C 1/4 L WASHER SST (TAPE-149029)
tapetech::150009,TapeTech,150009,two_source_disagreement,possible_sale_or_stale_price,,,,11.59,,11.79,0.20,1.73,,single_observation,,single_observation,TapeTech Swivel Axle 150009,,TapeTech Swivel Axle for Corner Roller (TAPE-150009)
tapetech::202021,TapeTech,202021,all_three_prices_distinct,possible_sale_or_stale_price,,,,8.69,8.89,8.85,0.20,2.30,,single_observation,single_observation,single_observation,TapeTech Special Nut 202021,202021 - Special Nut,TapeTech Special Nut (TAPE-202021)
