Brand,Product Name,SKU,Product Price,Product Description,Matched DTB Brand,DTB Brand Match Method,DTB Brand Match Confidence,Strict Identifier,Canonical Identifier,Identifier Alias Applied,Description Quality
TapeTech,"TapeTech 72"" Brake Connector Band 800872",800872,198.26,,TapeTech,canonical_brand_evidence,1.00,800872,800872,no,missing
TapeTech,"TapeTech 72"" Connector Assy 814272",814272,101.59,,TapeTech,canonical_brand_evidence,1.00,814272,814272,no,missing
TapeTech,"TapeTech 72"" Continuous Flow Flat Box Handle CFS8072TT",CFS8072TT,753.0,"TapeTech 72"" Continuous Flow Flat Box Handle CFS8072TT The Bazooka Continuous Flow Finishing Box Handle features a new, ergonomic tear-drop shape that is easier to grip and reduces fatigue. To prevent leaking, the new Bazooka-Lock system securely locks the box handle to the finishing box. To ensure the steady flow you need, the patent-pending pivoting head improves the flow of joint compound to the finishing box. Features: Tool-less connections make changing handles quick and easy. Ergonomic tube shape improves grip Compatible with the CTBXC for wireless radio frequency (RF) flow control while finishing drywall. Bazooka Lock system provides a secure connection Must be used with TapeTech Bazooka Continuous Flow Boxes",TapeTech,canonical_brand_evidence,1.00,cfs8072tt,cfs8072tt,no,product_specific
TapeTech,"TapeTech 72"" Curved Handle Tube, 818172G",818172G,433.59,,TapeTech,canonical_brand_evidence,1.00,818172g,818172g,no,missing
TapeTech,"TapeTech 72"" Drywall Flat Finisher Box Handle - 8072TT",8072TT,249,The TapeTech flat box handle 72 inch is a great handle option that fits most flat boxes. Check out this great product from Al's Taping Tools today!,TapeTech,canonical_brand_evidence,1.00,8072tt,8072tt,no,product_specific
TapeTech,"TapeTech 72"" Easy Finish Bent Flat Box Handle 8172TT",8172TT,289.0,"TapeTech 72"" EasyFinish® Box Handle Attach to the TapeTech EasyClean™, EasyClean™ High Capacity or Power Assist™ Finishing Boxes and provide control to cleanly sweep the boxes off the joint for a perfect finish. Incorporating an ergonomic, bent handle design they provide increased leverage with less effort. The EasyFinish® handles are highly recommended for use with the TapeTech Power Assist™ Finishing Boxes as the bent handle helps to activate the Power Assist™ mechanism. Perfect For Headers and Higher Ceilings Easier To Use On Ceilings 3/4"" Diameter Handle Fits Every Major Brand Flat Box TapeTech Columbia Drywall Master BlueLine NorthStar Premier 5 Year TapeTech Warranty",TapeTech,canonical_brand_evidence,1.00,8172tt,8172tt,no,product_specific
TapeTech,"TapeTech 72"" EasyFinish Flat Box Handle - 8172TT",8172TT,289,"Our Tape tech 72"" flat box handle has a bend at the end to help apply pressure. It is great for 10 foot stand ups. Buy this product from Al's Taping Tools today!",TapeTech,canonical_brand_evidence,1.00,8172tt,8172tt,no,product_specific
TapeTech,"TapeTech 72"" Flat Box Handle 8072TT",8072TT,249.0,"TapeTech 72"" Flat Box Handle TapeTech Flat Box Handles utilize the traditional brake pin and plate design, and braking angle is limited to the pie shaped surface. Handle is constructed of anodized aluminum tubing, and cast aluminum ends. The Finishing Box Handles attach to the TapeTech EasyClean™, EasyClean™ High Capacity or Power Assist™ Finishing Boxes and provide control to cleanly sweep the boxes off the joint for a perfect finish. Perfect For High Work, Ceilings, and High Headers Adjustable Ball For Greater Control and Grip 3/4"" Diameter Handle Fits Every Major Brand Flat Box TapeTech Columbia Drywall Master BlueLine NorthStar Premier 5 Year TapeTech Warranty",TapeTech,canonical_brand_evidence,1.00,8072tt,8072tt,no,product_specific
TapeTech,"TapeTech 72"" Flat Box Handle 8072TT - Reconditioned",8072TT-R,250.0,"TapeTech Factory Reconditioned Tools go through a reconditioning and inspection process. These tools have been returned to the manufacturer and restored to like-new operating condition. They offer a significant savings vs. new. Supply is limited to items on hand and are non-returnable but are covered under the TapeTech Reconditioned 1 Year Warranty. TapeTech 72"" Flat Box Handle utilizes the traditional brake pin and plate design, and braking angle is limited to the pie shaped surface. Handle is constructed of anodized aluminum tubing, and cast aluminum ends. The Finishing Box Handles attach to the TapeTech EasyCleanâ„¢, EasyCleanâ„¢ High Capacity or Power Assistâ„¢ Finishing Boxes and provide control to cleanly sweep the boxes off the joint for a perfect finish. Perfect For Headers, and Ceilings Adjustable Ball For Greater Control and Grip 3/4"" Diameter Handle Fits Every Major Brand Flat Box TapeTech Columbia Drywall Master BlueLine NorthStar Premier",TapeTech,canonical_brand_evidence,1.00,8072tt-r,8072tt-r,no,product_specific
TapeTech,"TapeTech 72"" Handle with Welded Flange 804772",804772,430.19,,TapeTech,canonical_brand_evidence,1.00,804772,804772,no,missing
TapeTech,TapeTech 75 mm Cove Applicator Head CH75TT,CH75TT,140.86,TapeTech 75 mm Cove Applicator Head CH75TT TapeTech Cove Applicator Heads apply a bead of gypsum cove adhesive in precisely the right location for optimal adhesion of gypsum cove or cornice. They are designed to work with the most common sizes of Gyprock™,TapeTech,canonical_brand_evidence,1.00,ch75tt,ch75tt,no,product_specific
TapeTech,TapeTech 75 mm Cove Applicator Head CH75TT,CH75TT,99.0,"TapeTech 75 mm Cove Applicator Head CH75TT TapeTech Cove Applicator Heads apply a bead of gypsum cove adhesive in precisely the right location for optimal adhesion of gypsum cove or cornice. They are designed to work with the most common sizes of Gyprock™ Cornice, Gyproc™ Cove, GIB-Cove™ and other brands of gypsum cove and cornice. Cove Applicator heads attach securely to all TapeTech Corner Applicator tools but are ideally suited to be used with the Compound Tubes.",TapeTech,canonical_brand_evidence,1.00,ch75tt,ch75tt,no,product_specific
TapeTech,"TapeTech 8"" and 10"" Blue Steel Knife Kit",72006,41.9,"TapeTech 8"" and 10"" Blue Steel Knife Kit TapeTech Premium Taping and Jointing Knives feature the optimal combination of design, materials experience and testing to produce knives with the best balance, flex, comfort, and control so you achieve premium results when applying and smoothing joint compound. The handle’s over-sized, tapered shape provides the most ergonomic, slip-resistant grip. The enlarged, alloy hammer end allows it to be used to set protruding fasteners, adjust installation flaws, and protect against damage if the knife is dropped. TapeTech Premium Taping and Joint Knife blades are precision ground and polished to provide the perfect amount of flex and finish. The Carbon Steel and Blue Steel blades provide ultimate feel. TapeTech Premium Taping Knives feature the strongest backing plate in the industry, preventing unwanted blade deflection while providing smooth, consistent control and finish. Features: Premium Blue Steel Blade Provides More Corrosion Resistance Than Carbon Steel Strongest Backing Plate In The Industry Prevents Blade Deflection Precision Grind Provides Perfect Flex and Finish Oversized, Tapered, Soft-Grip Handle Provides Optimal Control and Comfort Alloy Metal Hammer End Sets Protruding Fasteners, Adjusts Installation Flaws and Protects Against Damage From Drops. Easy-To-Remove Label Lifetime Limited Warranty",TapeTech,canonical_brand_evidence,1.00,72006,72006,no,product_specific
TapeTech,"TapeTech 8"" Angle Box CA08TT",CA08TT,330.0,"TapeTech 8"" Angle Box CA08TT Used in conjunction with Angle Heads/Corner Finishers, Mud Applicator Heads, and Corner Bead Mud Heads to apply drywall compound to internal and external corners. TapeTech Angle Box incorporates the new XHT/FHTT handle connection with non-slip D shaped input. TapeTech Angle Boxes feature a lightweight aluminum body with durable stainless steel nose cone. The 8"" model is slightly larger than the 7"" model, and holds more compound. The greater mud capacity adds a small amount of weight, but increases overall productivity. The new CA08TT requires an XHT/FHTT handle, and will not adapt to earlier TapeTech or similar handles (not included). Features: Higher Mud Capacity Than The 7"" New XHT/FHTT D Handle Connector Durable Stainless Steel Nose Cone Connects To All Brands Of Angle Heads, and Mud Heads",TapeTech,canonical_brand_evidence,1.00,ca08tt,ca08tt,no,product_specific
TapeTech,"TapeTech 8"" Angle Box CA08TT - Reconditioned",CA08TT-R,225.0,"TapeTech Factory Reconditioned Tools go through a reconditioning and inspection process. These tools have been returned to the manufacturer and restored to like-new operating condition. They offer a significant savings vs. new. Supply is limited to items on hand and are non-returnable but are covered under the TapeTech Reconditioned 1 Year Warranty. TapeTech 8"" Angle Box CA07TT Used in conjunction with Angle Heads/Corner Finishers, Mud Applicator Heads, and Corner Bead Mud Heads to apply drywall compound to internal and external corners. TapeTech Angle Box incorporates the new XHT/FHTT handle connection with non-slip D shaped input. TapeTech Angle Boxes feature a lightweight aluminum body with durable stainless steel nose cone. The 8"" model is slightly larger than the 7"" model, and holds more compound. The greater mud capacity adds a small amount of weight, but increases overall productivity. The new CA08TT requires an XHT/FHTT handle, and will not adapt to earlier TapeTech or similar handles (not included). Features: Higher Mud Capacity Than The 7"" New XHT/FHTT D Handle Connector Durable Stainless Steel Nose Cone Connects To All Brands Of Angle Heads, and Mud Heads (more...)",TapeTech,canonical_brand_evidence,1.00,ca08tt-r,ca08tt-r,no,product_specific
TapeTech,"TapeTech 8"" Angle Box Pressure Plate 350034",350034,36.99,"350034 Pressure Plate for 35TT/CA08TT (8"") Angle Box L 7-5/16 in W 2-5/8 in",TapeTech,canonical_brand_evidence,1.00,350034,350034,no,product_specific
TapeTech,"TapeTech 8"" Angle Box w/ XHTT Extendable Handle",CA08TT/XHTT,509.0,"The CA08TT 8"" TapeTech Corner Applicator with XHTT Interchangeable Extension Handle incorporates the new XHT/FHTT handle connection with non-slip D shaped input and extendable convenience. The CA08TT Angle Box is used in conjunction with Angle Heads/Corner Finishers, Mud Applicator Heads, and Corner Bead Mud Heads to apply drywall compound to internal and external corners. TapeTech XHTT is an interchangeable extendable handle system that allows one support handle to be used with Corner Rollers, Angle Boxes, Angle Heads, and Nail Spotters! The base handle XHTT fits the CA08TT corner box and corner roller without adapters. The new, optimal 1.25"" diameter makes TapeTech XHTT handles the most ergonomic in the industry. The XHTT features a D-shaped fitting that securely positions the handle in the Corner Applicator and positively prevents the tool from rotating during use. TapeTech Angle Boxes feature a lightweight aluminum body with durable stainless steel nose cone. The 8"" model is slightly larger than the 7"" model, and holds more compound. The greater mud capacity adds a small amount of weight, but increases overall productivity. TapeTech CA08TT Angle Box with XHTT Handle: Includes New XHTT D Handle Connector Extension Handle 43""-77"" Use a single handle with attachments for a variety of tools. Durable Stainless Steel Nose Cone Connects to all brands of Angle Head, and a variety of Mud Heads 8"" model has a higher mud capacity than the 7"", and overall higher production rate",TapeTech,canonical_brand_evidence,1.00,ca08tt/xhtt,ca08tt/xhtt,no,product_specific
TapeTech,"TapeTech 8"" Angle Box Wiper 350008",350008,22.69,"8"" Corner Angle Box Wiper fits TapeTech and Drywall Master 8"" angle box. TapeTech-350008 Drywall Master- 8CA-15 Measures 7.25 inches long by 3.0 inches wide.",TapeTech,canonical_brand_evidence,1.00,350008,350008,no,product_specific
TapeTech,"TapeTech 8"" Angle Box With FHTT Handle",CA08/FHTT,389.0,"The CA08TT 8"" TapeTech Corner Applicator with FHTT Interchangeable Fiberglass Handle incorporates the new XHT/FHTT handle connection with non-slip D shaped input and extendable convenience. The CA08TT Angle Box is used in conjunction with Angle Heads/Corner Finishers, Mud Applicator Heads, and Corner Bead Mud Heads to apply drywall compound to internal and external corners. TapeTech FHTT is an interchangeable fiberglass handle system that allows one support handle to be used with Corner Rollers, Angle Boxes, Angle Heads, and Nail Spotters! The base handle FHTT fits the CA08TT corner box and corner roller without adapters. The new, optimal 1.25"" diameter makes TapeTech FHTT handles the most ergonomic in the industry. The FHTT features a D-shaped fitting that securely positions the handle in the Corner Applicator and positively prevents the tool from rotating during use. TapeTech Angle Boxes feature a lightweight aluminum body with durable stainless steel nose cone. The 8"" model is slightly larger than the 7"" model, and holds more compound. The greater mud capacity adds a small amount of weight, but increases overall productivity. TapeTech CA08TT Angle Box with FHTT Handle: Includes New FHTT D Handle Connector Extension Handle 43"" Use a single handle with attachments for a variety of tools. Durable Stainless Steel Nose Cone Connects to all brands of Angle Head, and a variety of Mud Heads 8"" model has a higher mud capacity than the 7"", and overall higher production rate",TapeTech,canonical_brand_evidence,1.00,ca08/fhtt,ca08/fhtt,no,product_specific
TapeTech,"TapeTech 8"" Bucket Trowel",VBUCKET08,18.99,"TapeTech 8"" Bucket Trowel VBUCKET08 The TapeTech 8"" Bucket Trowel (VBUCKET08) is a purpose-built tool designed for efficiently scooping EIFS, stucco, and mortar directly from buckets and mortar boxes. Its unique square-shaped blade allows you to move material quickly while reducing waste, making it an essential tool for exterior finishing and masonry work. Constructed from high carbon tempered steel, this bucket trowel delivers superior durability and edge retention compared to standard trowels, ensuring long-lasting performance under demanding job site conditions. The ergonomic ProSoft handle provides a comfortable grip, helping reduce fatigue during extended use and improving overall control. Beyond scooping, this versatile tool can also be used for buttering bricks, spreading mortar, and smoothing materials, making it a valuable addition to any contractor’s toolkit. Whether you're working with EIFS systems, stucco applications, or masonry projects, this trowel is designed to increase efficiency and deliver consistent results. Key Features: Square-shaped blade for efficient scooping with less material waste High carbon tempered steel for durability and long life Ergonomic ProSoft grip for comfort and reduced fatigue Ideal for EIFS, stucco, mortar, and masonry applications Multi-use design for scooping, buttering, and smoothing",TapeTech,canonical_brand_evidence,1.00,vbucket08,vbucket08,no,product_specific
TapeTech,"TapeTech 8"" Corner Applicator - CA08TT",CA08TT,330,"The TapeTech 8"" drywall corner box is an excellent choice for running angles. Most customers like the 8 inch size the best because it can run longer angles. Buy from Al's Taping Tools today!",TapeTech,canonical_brand_evidence,1.00,ca08tt,ca08tt,no,product_specific
TapeTech,"TapeTech 8"" Gauging Trowel",VGAUGE200,19.99,"This round-nose trowel is ideal for mixing small amounts of material and applying stucco and EIFS in confined areas. The high carbon tempered steel blade provides enhanced toughness, durability and performance compared to standard high carbon steel trowels. The distinct V-shaped back and broad rounded tip is perfect for replacing damaged mortar and stucco or to patch concrete. Features the TapeTech ProSoft grip for all-day comfort and reduced fatigue.",TapeTech,canonical_brand_evidence,1.00,vgauge200,vgauge200,no,product_specific
TapeTech,"TapeTech 8"" Hot Knife Blade",EBLADE08,29.99,"TapeTech Hot Knife Blades fit all TapeTech Hot Knives. Manufactured from premium quality NiChrome alloy, TapeTech Hot Knife Blades heat quickly and evenly to make clean cuts in EPS or XPS foam panels. Available in 4"", 6"", 8"" and 10"" lengths.",TapeTech,canonical_brand_evidence,1.00,eblade08,eblade08,no,product_specific
TapeTech,"TapeTech 8"" Housing Assembly 356001G",356001G,230.99,,TapeTech,canonical_brand_evidence,1.00,356001g,356001g,no,missing
TapeTech,"TapeTech 8"" Premium Blue Steel Taping Knife",TK08BSTT,11.99,"TapeTech 8"" Premium Blue Steel Joint Knife TapeTech Premium Taping and Jointing Knives feature the optimal combination of design, materials experience and testing to produce knives with the best balance, flex, comfort, and control so you achieve premium results when applying and smoothing joint compound. The handle’s over-sized, tapered shape provides the most ergonomic, slip-resistant grip. The enlarged, alloy hammer end allows it to be used to set protruding fasteners, adjust installation flaws, and protect against damage if the knife is dropped. TapeTech Premium Taping and Joint Knife blades are precision ground and polished to provide the perfect amount of flex and finish. The Carbon Steel and Blue Steel blades provide ultimate feel. TapeTech Premium Taping Knives feature the strongest backing plate in the industry, preventing unwanted blade deflection while providing smooth, consistent control and finish. Features: Premium Blue Steel Blade Provides More Corrosion Resistance Than Carbon Steel Strongest Backing Plate In The Industry Prevents Blade Deflection Precision Grind Provides Perfect Flex and Finish Oversized, Tapered, Soft-Grip Handle Provides Optimal Control and Comfort Alloy Metal Hammer End Sets Protruding Fasteners, Adjusts Installation Flaws and Protects Against Damage From Drops. Easy-To-Remove Label Lifetime Limited Warranty",TapeTech,canonical_brand_evidence,1.00,tk08bstt,tk08bstt,no,product_specific
TapeTech,"TapeTech 8"" Premium Blue Steel Taping Knife",TK08BSTT,19.95,"TapeTech 8"" Premium Blue Steel Taping Knife TapeTech 8"" Premium Blue Steel Joint Knife TapeTech Premium Taping and Jointing Knives feature the optimal combination of design, materials, experience, and testing to produce knives with the best balance, flex",TapeTech,canonical_brand_evidence,1.00,tk08bstt,tk08bstt,no,product_specific
TapeTech,"TapeTech 8"" Premium Stainless Steel Taping Knife",TK08SSTT,13.99,"TapeTech 8"" Premium Stainless Steel Taping Knife TapeTech Premium Taping and Jointing Knives feature the optimal combination of design, materials experience and testing to produce knives with the best balance, flex, comfort, and control so you achieve premium results when applying and smoothing joint compound. The handle’s over-sized, tapered shape provides the most ergonomic, slip-resistant grip. The enlarged, alloy hammer end allows it to be used to set protruding fasteners, adjust installation flaws, and protect against damage if the knife is dropped. TapeTech Premium Taping and Joint Knife blades are precision ground and polished to provide the perfect amount of flex and finish. The Carbon Steel and Blue Steel blades provide ultimate feel while Stainless Steel blades maximize rust resistance. TapeTech Premium Taping Knives feature the strongest backing plate in the industry, preventing unwanted blade deflection while providing smooth, consistent control and finish. Features: Premium Stainless Steel Blade Resists Corrosion and Cleans Up Fast Strongest Backing Plate In The Industry Prevents Blade Deflection Precision Grind Provides Perfect Flex and Finish Oversized, Tapered, Soft-Grip Handle Provides Optimal Control and Comfort Alloy Metal Hammer End Sets Protruding Fasteners, Adjusts Installation Flaws and Protects Against Damage From Drops. Easy-To-Remove Label Lifetime Limited Warranty",TapeTech,canonical_brand_evidence,1.00,tk08sstt,tk08sstt,no,product_specific
TapeTech,"TapeTech 8"" Premium Stainless Steel Taping Knife",TK08SSTT,22.95,"TapeTech 8"" Premium Stainless Steel Taping Knife TapeTech 8"" Premium Stainless Steel Taping Knife TapeTech Premium Taping and Jointing Knives feature the optimal combination of design, materials experience, and testing to produce knives with the best bal",TapeTech,canonical_brand_evidence,1.00,tk08sstt,tk08sstt,no,product_specific
TapeTech,"TapeTech 8"" QSX Crowned Finishing Blade QB8023-5",QB8023-5,39.99,"TapeTech 8"" QSX Crowned Finishing Blade",TapeTech,canonical_brand_evidence,1.00,qb8023-5,qb8023-5,no,product_specific
TapeTech,"TapeTech 8"" QSX Flat Finishing Blade QB8003-5",QB8003-5,39.99,"TapeTech 8"" QSX Flat Finishing Blade",TapeTech,canonical_brand_evidence,1.00,qb8003-5,qb8003-5,no,product_specific
TapeTech,"TapeTech 8"" QSX Notched Blade QB8043-5",QB8043-5,32.99,"TapeTech 8"" QSX Notched Blade",TapeTech,canonical_brand_evidence,1.00,qb8043-5,qb8043-5,no,product_specific
TapeTech,"TapeTech 8"" QuickBox QSX Finishing Box",QB08-QSX,174.0,"TapeTech QuickBox QSX 8"" Finishing Box The first finishing box specifically designed to be used with fast-setting joint compounds (hot mud). Combine the speed of same day multi-coat hot mud with ATF flat box consistent finish! The 8” QuickBox™ QSX is the perfect tool for drywallers who prefer to use fast-setting joint compound when embedding the joint tape. The QuickBox™ QSX works with paper tape, fiberglass tape or the new fiber joint tapes. The QuickBox™ QSX can be used for a wide variety of applications - Tape Embed, Nail Spot, Flex Trim Coating, Tight Area, Short Runs, and more. Constructed from advanced space age materials, fast-setting joint compound is easily removed from the finishing box, even hours or days later. The compound literally falls out of the QuickBox™ QSX with a few light taps. QuickBox™ QSX features: A glass-filled polypropylene shell that provides a slick surface with maximum strength and durability. Large wheels to roll easily over any type of gypsum panels Pressure plate that opens completely for easy filling and cleaning. The box can be filled easily with the pump, the compound tube or by hand An optimized blade design that matches the blade with the application, eliminating the need to make adjustments or change crown settings. Tool-free design for ultra-fast blade changes. Works with all TapeTech and major brand finishing box handles, including the Wizard®. Includes two blades",TapeTech,canonical_brand_evidence,1.00,qb08-qsx,qb08-qsx,no,product_specific
TapeTech,"TapeTech 8"" QuickBox™ QSX Flat Finishing Blades 5pk",QB8003-5,43.5,"TapeTech 8"" QuickBox™ QSX Flat Finishing Blades 5pk TapeTech 8"" QuickBox™ QSX Flat Finishing Blades 5pk",TapeTech,canonical_brand_evidence,1.00,qb8003-5,qb8003-5,no,product_specific
TapeTech,"TapeTech 8"" Wavy Reciprocating Saw Blade for WoolCut18-R",WC18R-Blade8W,18.99,TapeTech 8″ Dual Edge Reciprocating Saw Blade for WoolCut18-R - WC18R-Blade8W Replacement blades for the TapeTech WOOLCUT18-R are available and sold separately in 8″ and 13″ sizes or as a two-piece set. Both blades offer a dual edge design and plunge cutting tip for starting cuts away from the edges of the material. Features: Dual edge blade for versatility and cutting a variety of materials Pointed tip for plunge cuts when needing to start away from an edge Reversible in the tool for use in either direction for both cutting edges,TapeTech,canonical_brand_evidence,1.00,wc18r-blade8w,wc18r-blade8w,no,product_specific
TapeTech,"TapeTech 8"" x 14"" EIFSAND Rasp",ESAND0814,32.99,"Perfect for achieving a quality finish to your EIFS walls. The TapeTech hand sanding rasps can be used with pressure-sensitive adhesive (PSA) or with plain backing sandpaper. TapeTech offers three sizes in the range (4"", 6"", & 8""). Both models have an aluminum backing plate for durability on the job.",TapeTech,canonical_brand_evidence,1.00,esand0814,esand0814,no,product_specific
TapeTech,"TapeTech 8"" x 14"" Sanding Sheet 12 Grit 15pk",ESANDSHEET12-08,82.99,"TapeTech 8"" x 14"" Sanding Sheet 12 Grit 15pk ESHEET1208 TapeTech rasp sandpaper is designed and manufactured to provide professional results to any job. The products are sold in a 15 pack and are offered in three widths (4"", 6"", & 8"") of 12 grit. The sandpaper has a pressure-sensitive adhesive (PSA) back and provides long lasting performance.",TapeTech,canonical_brand_evidence,1.00,esandsheet12-08,esandsheet12-08,no,product_specific
TapeTech,"TapeTech 8"" x 14"" Tungsten Carbide Claw Rasp",ERASPSERRATED0814,124.0,"TapeTech EIFSand™ Tungsten Carbide EIFS Rasps provide a high removal rate and long life; more than 100 times longer than standard abrasive rasp paper! Their hard and durable tungsten carbide composition removes EPS/XPS Foam quickly and easily. The unique claw design on one side allows the worker to cut foam panels that overhang corners and edges. The rounded corner design prevents gouging and the ergonomic handle design allows the worker to use two hands, reducing hand fatigue.",TapeTech,canonical_brand_evidence,1.00,eraspserrated0814,eraspserrated0814,no,product_specific
TapeTech,"TapeTech 8"" x 14"" Tungsten Carbide Rasp",ERASP0814,116.0,"TapeTech EIFSand™ Tungsten Carbide EIFS Rasps provide a high removal rate and long life; more than 100 times longer than standard abrasive rasp paper! Their hard and durable tungsten carbide composition removes EPS/XPS Foam quickly and easily. The rounded corner design prevents gouging and the ergonomic handle design allows the worker to use two hands, reducing hand fatigue.",TapeTech,canonical_brand_evidence,1.00,erasp0814,erasp0814,no,product_specific
TapeTech,"TapeTech 8"" x 2"" Margin Trowel",VMARG08,15.0,"Ideal for applying and smoothing stucco and EIFS materials in small areas where traditional trowels do not fit. The high carbon tempered steel blade provides enhanced toughness, durability and performance compared to standard high carbon trowels. Features the TapeTech ProSoft grip for all-day comfort and reduced fatigue.",TapeTech,canonical_brand_evidence,1.00,vmarg08,vmarg08,no,product_specific
TapeTech,"TapeTech 8"" x 3"" Beveled Edge Trowel",VBEV80,46.0,"TapeTech Beveled Edge Venetian Trowel VBEV80 Handcrafted in Italy, TapeTech Beveled Edge Venetian Trowels are the perfect trowel for burnishing plaster to achieve the highest quality finish. The beveled edges polish materials. The super mirror-polished finish makes application of materials easier and faster. The twice-tempered blade, is highly resistant to scratches for extra hardness, easy clean up, and longer life. Perfect For Multiple Applications: Interior & Exterior Venetian Plasters Mineral Plaster Microcement Resin Beton Cire Thick & Thin Materials Burnishing & Polishing Finishing Coat on Wall, Ceilings and Floors Features: Made in Italy Mirror Polished INOX Stainless Steel Blade Blade Thickness: 0.6mm Size: 8"" x 3"" (200mm x 80mm)",TapeTech,canonical_brand_evidence,1.00,vbev80,vbev80,no,product_specific
TapeTech,"TapeTech 8"" x 3"" BIANKO Trowel",VBI080,107.0,"TapeTech BIANKO Venetian Trowel VBI080 Handcrafted in Italy, TapeTech BIANKO Venetian Trowels feature beveled edges and a patented process to leave NO BLACK MARKS! The Super mirror-polished finish makes application of materials easier and faster. The blades are tempered twice for extra hardness and long life. These blades are highly resistant to scratches for easy clean up. Perfect For Multiple Applications: Interior & Exterior White Plasters Microcement Beton Cire Thick & Thin Materials Burnishing & Polishing Finishing Coat on Wall, Ceilings and Floors Features: Made in Italy Mirror Polished INOX Stainless Steel Blade Thickness: 0.6mm Size: 8"" x 3"" (80mm x 200mm)",TapeTech,canonical_brand_evidence,1.00,vbi080,vbi080,no,product_specific
TapeTech,"TapeTech 8"" x 3"" Classic Venetian Trowel",VCLASSIC80,41.0,"TapeTech Classic Venetian Trowel VCLASSIC80 Handcrafted in Italy, TapeTech's Classic Venetian Trowels are the must-have trowels for the professional finisher. Featuring a super mirror-polished finish makes application of materials easier and faster. The twice-tempered blade, is highly resistant to scratches for extra hardness, easy clean up, and longer life. Perfect For Multiple Applications: Interior & Exterior Venetian Plasters Microcement Beton Cire Thick & Thin Materials Burnishing & Polishing First Coat and Second Coat on Wall, Ceilings and Floors Features: Made in Italy Mirror Polished INOX Stainless Steel Blade Blade Thickness: 0.6mm Size: 8"" x 3"" (200mm x 80mm)",TapeTech,canonical_brand_evidence,1.00,vclassic80,vclassic80,no,product_specific
TapeTech,"TapeTech 8"" x 3"" GODDESS MAXFLEXX Trowel",VMDMFLX08,56.0,"TapeTech GODDESS MAXFLEXX Venetian Trowel VMDMFLX08 Handcrafted in Italy and designed with a narrower profile to comfortably fit smaller hands. The ABS handle support makes this trowel even lighter. These blades are a must for metallic finishes, oxidated effects and other thin finishes. Typical rigid blades drag these materials, making superior results nearly impossible. The MAXFLEXX blade ""caresses"" the wall, moving the grains of the material and creating a chattered effect typical of metallic finishes. These trowels are also ideal for smooth lime putties, acrylic gels and low viscosity materials. Perfect for all professional decorative finishers. Extra flexible 0.3mm mirror polished INOX stainless steel blade. Features: Made in Italy Narrow Design For Better Control Mirror Polished INOX Stainless Steel Blade Blade Thickness: 0.3mm Size: 8"" x 3"" (80mm x 200mm)",TapeTech,canonical_brand_evidence,1.00,vmdmflx08,vmdmflx08,no,product_specific
TapeTech,"TapeTech 8"" x 3"" MAXFLEXX Trowel",VSFLEX80,34.0,"TapeTech 8"" x 3"" MAXFLEXX Venetian Trowel VSFLEX80 Handcrafted in Italy, the TapeTech venetian trowel features a 0.3mm MAXFLEXX blade. These blades are a must for metallic finishes, oxidated effects and other thin finishes. Typical rigid blades drag materials, making superior results nearly impossible. The MAXFLEXX blade ""caresses"" the wall, gently moving grains of the material and creating a chattered effect typical of metallic finishes. These trowels are also ideal for smooth lime putties, acrylic gels and low viscosity materials. Mirror polished INOX stainless steel makes application of materials easier and faster. The twice-tempered blade, is highly resistant to scratches for extra hardness, easy clean up, and longer life. Features: Made in Italy Mirror Polished INOX Stainless Steel Blade Blade Thickness: 0.3mm Size: 8"" x 3"" (200mm x 80mm)",TapeTech,canonical_brand_evidence,1.00,vsflex80,vsflex80,no,product_specific
TapeTech,"TapeTech 8""-10"" Trowel Wallet",TTCASE0810TT,11.99,"TapeTech 8"" - 10"" Trowel Wallet TTCASE0810TT The perfect complement to your trowels. The 600D Poly-Cloth with a PVC backing plate provides the right amount of protection for trowels 8"" - 10"" in length. Features: 600D Poly-Cloth PVC Backing Plate Velcro Closure Durable Stitch Pattern For Trowels 8"" - 10"" Length",TapeTech,canonical_brand_evidence,1.00,ttcase0810tt,ttcase0810tt,no,product_specific
TapeTech,TapeTech 8-32 Acorn Nut 59792,059792,3.09,,TapeTech,canonical_brand_evidence,1.00,059792,059792,no,missing
TapeTech,TapeTech 8-32 Hex Elastic Stop Nut 059074,059074,0.99,,TapeTech,canonical_brand_evidence,1.00,059074,059074,no,missing
TapeTech,TapeTech 8-32 Hex Nut 59260,059260,1.17,,TapeTech,canonical_brand_evidence,1.00,059260,059260,no,missing
TapeTech,TapeTech 8-32 X 1-1/2 Round Hd Screw 059092,059092,0.99,,TapeTech,canonical_brand_evidence,1.00,059092,059092,no,missing
TapeTech,TapeTech 8-32 x 1-1/4 Round Head Screw 59791,059791,1.29,,TapeTech,canonical_brand_evidence,1.00,059791,059791,no,missing
TapeTech,TapeTech 8-32 X 1/4 1/2 Dog Setscrew 059084,059084,1.17,"8-32 X 1/4 1/2 Dog Setscrew will fit TapeTech 059084, Drywall Master T-085, Columbia FA258",TapeTech,canonical_brand_evidence,1.00,059084,059084,no,product_specific
TapeTech,TapeTech 8-32 X 1/4 Fillister Head Slot Screw 059085,059085,0.99,,TapeTech,canonical_brand_evidence,1.00,059085,059085,no,missing
