Identity Key,Canonical Brand,Canonical Identifier,Priority,Retailer Pair,Missing Retailer,Spread % vs Lowest,Absolute Spread,Offer Equivalence Classification,Offer Evidence Strength,Offer Contradictions,All-Wall Observed Price,All-Wall Product Name,All-Wall Category,All-Wall Description Quality,All-Wall Explicit Quantity,All-Wall Quantity Basis,All-Wall Commercial Scope,All-Wall Scope Basis,All-Wall Product URL,All-Wall Retrieved At,Al's Taping Tools Observed Price,Al's Taping Tools Product Name,Al's Taping Tools Category,Al's Taping Tools Description Quality,Al's Taping Tools Explicit Quantity,Al's Taping Tools Quantity Basis,Al's Taping Tools Commercial Scope,Al's Taping Tools Scope Basis,Al's Taping Tools Product URL,Al's Taping Tools Retrieved At,Wall Tools Observed Price,Wall Tools Product Name,Wall Tools Category,Wall Tools Description Quality,Wall Tools Explicit Quantity,Wall Tools Quantity Basis,Wall Tools Commercial Scope,Wall Tools Scope Basis,Wall Tools Product URL,Wall Tools Retrieved At
tapetech::059040,TapeTech,059040,P1_10_to_25pct,All-Wall vs Wall Tools,Al's Taping Tools,20.20,0.20,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,0.99,TapeTech Buna O-Ring 59040,,product_specific,,,,,https://www.all-wall.com/059040-O-Ring,2026-09-10T00:42:18.379613Z,,,,,,,,,,,1.19,TapeTech 0-RING,,product_specific,,,,,https://walltools.com/tapetech-0-ring,2026-09-10T00:36:11.102242Z
tapetech::059049,TapeTech,059049,P1_10_to_25pct,All-Wall vs Wall Tools,Al's Taping Tools,11.11,0.13,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,1.17,TapeTech Gooser Needle 059049,,product_specific,,,,,https://www.all-wall.com/Gooser-Feed-Needle-Tapers,2026-09-10T00:42:18.379613Z,,,,,,,,,,,1.30,TapeTech Gooser Needle (TAPE-059049),,product_specific,,,,,https://walltools.com/tapetech-gooser-needle-TAPE-059049,2026-09-10T00:37:53.299571Z
tapetech::059057,TapeTech,059057,P1_10_to_25pct,All-Wall vs Wall Tools,Al's Taping Tools,11.11,0.13,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,1.17,TapeTech 4-40 X 3/16 Bind Slot Head Screw 059057,,missing,,,,,https://www.all-wall.com/059057-4-40-X-3-16-Bind-Hd-Screw,2026-09-10T00:42:18.378613Z,,,,,,,,,,,1.30,TapeTech 4-40 X 3/16 BIND HEAD SCREW SST (TAPE-059057),,product_specific,,,,,https://walltools.com/tapetech-4-40-x-3-16-bind-head-screw-sst-TAPE-059057,2026-09-10T00:36:40.538985Z
tapetech::059060,TapeTech,059060,P1_10_to_25pct,All-Wall vs Wall Tools,Al's Taping Tools,20.20,0.20,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,0.99,TapeTech 3-48 Nylock Stop Nut 059060,,missing,,,,,https://www.all-wall.com/059060-3-48-Stop-Nut,2026-09-10T00:42:18.378613Z,,,,,,,,,,,1.19,TapeTech 3-48 Hex Stopnut (TAPE-059060),,product_specific,,,,,https://walltools.com/tapetech-3-48-hex-stopnut-TAPE-059060,2026-09-10T00:36:31.941058Z
tapetech::059078,TapeTech,059078,P1_10_to_25pct,All-Wall vs Wall Tools,Al's Taping Tools,10.35,0.38,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,3.67,TapeTech Nyliner Bearing 059078,,product_specific,,,,,https://www.all-wall.com/Nyliner-Bearing-Axle-Hub,2026-09-10T00:42:18.377613Z,,,,,,,,,,,4.05,TapeTech Bearing Nyliner,,product_specific,,,,,https://walltools.com/tapetech-bearing-nyliner,2026-09-10T00:37:14.692328Z
tapetech::059084,TapeTech,059084,P1_10_to_25pct,All-Wall vs Wall Tools,Al's Taping Tools,11.11,0.13,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,1.17,TapeTech 8-32 X 1/4 1/2 Dog Setscrew 059084,,product_specific,,,,,https://www.all-wall.com/832-14-Setscrew,2026-09-10T00:42:18.377613Z,,,,,,,,,,,1.30,TapeTech 8-32 X 1/4 SETSCREW 1/2 DOG SST,,product_specific,,,,,https://walltools.com/tapetech-8-32-x-1-4-setscrew-1-2-dog-sst,2026-09-10T00:37:04.180116Z
tapetech::059085,TapeTech,059085,P1_10_to_25pct,All-Wall vs Wall Tools,Al's Taping Tools,16.16,0.16,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,0.99,TapeTech 8-32 X 1/4 Fillister Head Slot Screw 059085,,missing,,,,,https://www.all-wall.com/059085-8-32-X-1-4-Fillister-Hd-Scre,2026-09-10T00:42:18.377613Z,,,,,,,,,,,1.15,TapeTech 8-32 X 1/4 Fillister Head Screw SST (TAPE-059085),,product_specific,,,,,https://walltools.com/tapetech-8-32-x-1-4-fillister-head-screw-sst-TAPE-059085,2026-09-10T00:37:05.097669Z
tapetech::059092,TapeTech,059092,P1_10_to_25pct,All-Wall vs Wall Tools,Al's Taping Tools,20.20,0.20,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,0.99,TapeTech 8-32 X 1-1/2 Round Hd Screw 059092,,missing,,,,,https://www.all-wall.com/059092-8-32-X-1-1-2-Round-Hd-Screw,2026-09-10T00:42:18.377613Z,,,,,,,,,,,1.19,TapeTech 8-32 X 1-1/2 Round Head Screw SST (TAPE-059092),,product_specific,,,,,https://walltools.com/tapetech-8-32-x-1-1-2-round-head-screw-sst-TAPE-059092,2026-09-10T00:37:04.173116Z
tapetech::059107,TapeTech,059107,P1_10_to_25pct,All-Wall vs Wall Tools,Al's Taping Tools,20.20,0.20,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,0.99,TapeTech 6-32 X 1/4 TapeTech Flat Head Screw 059107,,missing,,,,,https://www.all-wall.com/059107-6-32-X-1-4-Flat-Hd-Screw,2026-09-10T00:42:18.376613Z,,,,,,,,,,,1.19,TapeTech 6-32 X 1/4 Flat Head Screw SST (TAPE-059107),,product_specific,,,,,https://walltools.com/tapetech-6-32-x-1-4-flat-head-screw-sst-TAPE-059107,2026-09-10T00:36:52.989772Z
tapetech::059119,TapeTech,059119,P1_10_to_25pct,All-Wall vs Wall Tools,Al's Taping Tools,20.20,0.20,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,0.99,TapeTech Drive Dog Holder Pin 059119,,missing,,,,,https://www.all-wall.com/059119-Drive-Dog-Holder-Pin,2026-09-10T00:42:18.376613Z,,,,,,,,,,,1.19,TapeTech Drive Dog Holder Pin,,product_specific,,,,,https://walltools.com/tapetech-drive-dog-holder-pin,2026-09-10T00:37:41.594468Z
tapetech::059120,TapeTech,059120,P1_10_to_25pct,All-Wall vs Wall Tools,Al's Taping Tools,20.20,0.20,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,0.99,TapeTech Drive Dog Axle 059120,,missing,,,,,https://www.all-wall.com/059120-Drive-Dog-Axle,2026-09-10T00:42:18.376613Z,,,,,,,,,,,1.19,TapeTech Drive Dog Axle (TAPE-059120),,product_specific,,,,,https://walltools.com/tapetech-drive-dog-axle-TAPE-059120,2026-09-10T00:37:40.807956Z
tapetech::059122,TapeTech,059122,P1_10_to_25pct,All-Wall vs Al's Taping Tools,Wall Tools,19.66,0.23,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,1.17,TapeTech #6 X 5/16 Self Tap Screw 059122,,missing,,,,,https://www.all-wall.com/059122-6-X-5-16-Self-Tap-Screw,2026-09-10T00:42:18.376613Z,1.40,#6 X 5/16 Self Tap Screw - 059122,,quarantined_storefront_boilerplate,,,,,https://www.alstapingtools.com/6-x-5-16-self-tap-screw-059122,2026-09-10T00:06:58.216822Z,,,,,,,,,,
tapetech::059127,TapeTech,059127,P1_10_to_25pct,All-Wall vs Wall Tools,Al's Taping Tools,20.20,0.20,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,0.99,TapeTech 8-32 X 5/8 Truss Slot Hd Screw 59127,,missing,,,,,https://www.all-wall.com/059127-8-32-X-5-8-Truss-Hd-Screw,2026-09-10T00:42:18.375614Z,,,,,,,,,,,1.19,TapeTech 8-32 X 5/8 Truss head Screw SST (TAPE-059127),,product_specific,,,,,https://walltools.com/tapetech-8-32-x-5-8-truss-head-screw-sst-TAPE-059127,2026-09-10T00:37:06.339181Z
tapetech::059143,TapeTech,059143,P1_10_to_25pct,All-Wall vs Wall Tools,Al's Taping Tools,11.11,0.13,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,1.17,TapeTech 1/16 x 1/2 Cotter Pin 059143,,missing,,,,,https://www.all-wall.com/059143-Cotter-Pin,2026-09-10T00:42:18.375614Z,,,,,,,,,,,1.30,"TapeTech 1/16X1/2"" COTTER PIN SST (TAPE-059143)",,product_specific,,,,,https://walltools.com/tapetech-1-16x1-2-cotter-pin-sst-TAPE-059143,2026-09-10T00:36:11.508242Z
tapetech::059156,TapeTech,059156,P1_10_to_25pct,All-Wall vs Wall Tools,Al's Taping Tools,11.11,0.13,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,1.17,TapeTech 4-40 X 5/16 Bind Hd Slot Screw 059156,,missing,,,,,https://www.all-wall.com/059156-4-40-X-5-16-Bind-Hd-Screw,2026-09-10T00:42:18.375614Z,,,,,,,,,,,1.30,TapeTech 4-40 X 5/16 BIND HEAD SCREW SST (TAPE-059156),,product_specific,,,,,https://walltools.com/tapetech-4-40-x-5-16-bind-head-screw-sst-TAPE-059156,2026-09-10T00:36:42.599497Z
tapetech::059161,TapeTech,059161,P1_10_to_25pct,All-Wall vs Wall Tools,Al's Taping Tools,20.20,0.20,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,0.99,TapeTech 4-40 X 3/8 Fillister Head Screw 059161,,product_specific,,,,,https://www.all-wall.com/059161-4-40-X-3-8-Fillister-Head-Screw,2026-09-10T00:42:18.375614Z,,,,,,,,,,,1.19,TapeTech 4-40 X 3/8 Fillister Head Screw SST (TAPE-059161),,product_specific,,,,,https://walltools.com/tapetech-4-40-x-3-8-fillister-head-screw-sst-TAPE-059161,2026-09-10T00:36:42.273498Z
tapetech::059224,TapeTech,059224,P1_10_to_25pct,All-Wall vs Al's Taping Tools,Wall Tools,11.43,0.12,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,1.17,TapeTech Washer 1/4 SAE St 59224,,missing,,,,,https://www.all-wall.com/059224-1-4-Standard-Sst-Washer,2026-09-10T00:42:18.373613Z,1.05,059224 - 1/4 Standard Sst Washer,,product_specific,,,,,https://www.alstapingtools.com/059224-1-4-standard-sst-washer,2026-09-10T00:02:36.936439Z,,,,,,,,,,
tapetech::059225,TapeTech,059225,P1_10_to_25pct,All-Wall vs Wall Tools,Al's Taping Tools,20.20,0.20,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,0.99,TapeTech 10-32 Thin Pattern Stop Nut 059225,,missing,,,,,https://www.all-wall.com/059225-10-32-Thin-Pattern-Stop-Nut,2026-09-10T00:42:18.373613Z,,,,,,,,,,,1.19,TapeTech 10-32 LockNut (TAPE-059225),,product_specific,,,,,https://walltools.com/tapetech-10-32-locknut-TAPE-059225,2026-09-10T00:36:16.343840Z
tapetech::059230,TapeTech,059230,P1_10_to_25pct,All-Wall vs Wall Tools,Al's Taping Tools,20.20,0.20,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,0.99,TapeTech 5-40 X 13/32 Bd Hd Screw 059230,,missing,,,,,https://www.all-wall.com/059230-5-40-X-13-32-Bd-Hd-Sst-Screw,2026-09-10T00:42:18.373613Z,,,,,,,,,,,1.19,TapeTech 5-40 X 13/32 Bind Head Screw SST (TAPE-059230),,product_specific,,,,,https://walltools.com/tapetech-5-40-x-13-32-bind-head-screw-sst-TAPE-059230,2026-09-10T00:36:49.475708Z
tapetech::059238,TapeTech,059238,P1_10_to_25pct,All-Wall vs Wall Tools,Al's Taping Tools,20.20,0.20,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,0.99,TapeTech 1/4-20 X 1/2 Flat Hd Screw 059238,,missing,,,,,https://www.all-wall.com/059238-1-4-20-X-1-2-Flat-Hd-Screw,2026-09-10T00:42:18.373613Z,,,,,,,,,,,1.19,"TapeTech 1/4-20 X 1/2"" Flat Head Screw SST (TAPE-059238)",,product_specific,,,,,https://walltools.com/tapetech-1-4-20-x-1-2-flat-head-screw-sst-TAPE-059238,2026-09-10T00:36:12.517994Z
tapetech::059260,TapeTech,059260,P1_10_to_25pct,All-Wall vs Wall Tools,Al's Taping Tools,11.11,0.13,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,1.17,TapeTech 8-32 Hex Nut 59260,,missing,,,,,https://www.all-wall.com/059260-8-32-Sst-Hex-Nut,2026-09-10T00:42:18.373613Z,,,,,,,,,,,1.30,TapeTech 8-32 Hex Nut SST (TAPE-059260),,product_specific,,,,,https://walltools.com/tapetech-8-32-hex-nut-sst-TAPE-059260,2026-09-10T00:37:04.354682Z
tapetech::059328,TapeTech,059328,P1_10_to_25pct,All-Wall vs Wall Tools,Al's Taping Tools,10.85,0.68,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,6.27,TapeTech O-Ring 07TT Taper Lid 059328,,product_specific,,,,,https://www.all-wall.com/059328-O-Ring-07TT,2026-09-10T00:41:14.700561Z,,,,,,,,,,,6.95,TapeTech O-Ring 07TT Taper Lid (TAPE-059328),,quarantined_storefront_boilerplate,,,,,https://walltools.com/tapetech-o-ring-07tt-taper-lid-tape-059328,2026-09-10T00:38:09.182116Z
tapetech::129061,TapeTech,129061,P1_10_to_25pct,All-Wall vs Wall Tools,Al's Taping Tools,12.17,0.14,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,1.29,TapeTech E-Clip #25 129061,,product_specific,,,,,https://www.all-wall.com/129061-TapeTech-E-Clip-25-for-MudRunner,2026-09-10T00:41:51.789334Z,,,,,,,,,,,1.15,TapeTech E-CLIP #25 (TAPE-129061),,product_specific,,,,,https://walltools.com/tapetech-e-clip-25-TAPE-129061,2026-09-10T00:37:45.013468Z
tapetech::130001,TapeTech,130001,P1_10_to_25pct,All-Wall vs Al's Taping Tools,Wall Tools,17.66,3.90,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,25.99,TapeTech Mud Tube Cap 130001,,product_specific,,,,,https://www.all-wall.com/Cap-Mud-Tube-13941,2026-09-10T00:41:11.784868Z,22.09,Cap Mud Tube - 130001,,product_specific,,,,,https://www.alstapingtools.com/cap-mud-tube-130001,2026-09-10T00:09:52.619136Z,,,,,,,,,,
tapetech::130002,TapeTech,130002,P1_10_to_25pct,All-Wall vs Al's Taping Tools,Wall Tools,13.97,6.74,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,54.99,TapeTech Mud Tube Outlet 130002,,product_specific,,,,,https://www.all-wall.com/Outlet-Mud-Tube-13942,2026-09-10T00:41:11.784868Z,48.25,Outlet Mud Tube - 130002,,product_specific,,,,,https://www.alstapingtools.com/outlet-mud-tube-130002,2026-09-10T00:16:30.418445Z,,,,,,,,,,
tapetech::130007,TapeTech,130007,P1_10_to_25pct,All-Wall vs Al's Taping Tools,Wall Tools,14.13,1.20,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,9.69,TapeTech Piston 130007,,missing,,,,,https://www.all-wall.com/13947,2026-09-10T00:41:11.783868Z,8.49,Replacement Piston - 130007,,product_specific,,,,,https://www.alstapingtools.com/replacement-piston-130007,2026-09-10T00:17:24.866920Z,,,,,,,,,,
tapetech::139010,TapeTech,139010,P1_10_to_25pct,All-Wall vs Al's Taping Tools,Wall Tools,17.27,0.19,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,1.29,"TapeTech Screw, 4-40 x 1-1/4 SHCS 139010",,missing,,,,,https://www.all-wall.com/139010-Screw-4-40-x-1-1-4-SHCS-Mud-Tube,2026-09-10T00:41:11.782869Z,1.10,"139010 - Screw, 4-40 x 1-1/4 SHCS Mud Tube",,product_specific,,,,,https://www.alstapingtools.com/139010-screw-4-40-x-1-1-4-shcs-mud-tube,2026-09-10T00:03:59.548981Z,,,,,,,,,,
tapetech::140006,TapeTech,140006,P1_10_to_25pct,All-Wall vs Al's Taping Tools,Wall Tools,12.48,27.93,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,223.79,TapeTech Pushrod 140006,,product_specific,,,,,https://www.all-wall.com/140006-TapeTech-MudRunner-Pushrod,2026-09-10T00:41:45.717519Z,251.72,140006 - Mudrunner Pushrod,,product_specific,,,,,https://www.alstapingtools.com/140006-mudrunner-pushrod,2026-09-10T00:04:02.658286Z,,,,,,,,,,
tapetech::140019,TapeTech,140019,P1_10_to_25pct,All-Wall vs Al's Taping Tools,Wall Tools,19.28,24.27,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,125.89,TapeTech Main Tube Cap 140019,,missing,,,,,https://www.all-wall.com/140019-Main-Tube-Cap,2026-09-10T00:41:45.717519Z,150.16,140019 - Main Tube Cap,,product_specific,,,,,https://www.alstapingtools.com/140019-main-tube-cap,2026-09-10T00:04:05.199487Z,,,,,,,,,,
tapetech::149029,TapeTech,149029,P1_10_to_25pct,All-Wall vs Wall Tools,Al's Taping Tools,20.20,0.20,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,0.99,TapeTech MudRunner Washer NAS 620C 149029,,product_specific,,,,,https://www.all-wall.com/149029-TapeTech-Mudrunner-Washer-NAS-620C,2026-09-10T00:42:18.370613Z,,,,,,,,,,,1.19,TapeTech NAS 620C 1/4 L WASHER SST (TAPE-149029),,product_specific,,,,,https://walltools.com/tapetech-nas-620c-1-4-l-washer-sst-TAPE-149029,2026-09-10T00:38:05.184061Z
tapetech::151011,TapeTech,151011,P1_10_to_25pct,All-Wall vs Wall Tools,Al's Taping Tools,22.31,2.63,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,11.79,TapeTech Inner Roller 151011,,product_specific,,,,,https://www.all-wall.com/151011-TapeTech-Inner-Roller,2026-09-10T00:41:51.789334Z,,,,,,,,,,,14.42,TapeTech INNER ROLLER (TAPE-151011),,product_specific,,,,,https://walltools.com/tapetech-inner-roller-TAPE-151011,2026-09-10T00:37:58.006687Z
tapetech::154007,TapeTech,154007,P1_10_to_25pct,All-Wall vs Wall Tools,Al's Taping Tools,10.22,4.96,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,matching_explicit_scope,,53.49,TapeTech Swivel Assembly 154007,,missing,,,assembly,assembly,https://www.all-wall.com/154007-Swivel-Assembly,2026-09-10T00:42:18.369614Z,,,,,,,,,,,48.53,TapeTech Swivel Assembly (TAPE-154007),,product_specific,,,assembly,assembly,https://walltools.com/tapetech-swivel-assembly-TAPE-154007,2026-09-10T00:38:41.594396Z
tapetech::159010,TapeTech,159010,P1_10_to_25pct,All-Wall vs Wall Tools,Al's Taping Tools,17.45,0.26,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,1.49,TapeTech 8-32 x 3/8 Fillister Head Nyloc 159010,,missing,,,,,https://www.all-wall.com/832-38-Nylock-Fillister,2026-09-10T00:42:16.208577Z,,,,,,,,,,,1.75,"TapeTech 8-32 X 3/8"" FILLISTER HEAD SCREW (TAPE-159010)",,product_specific,,,,,https://walltools.com/tapetech-8-32-x-3-8-fillister-head-screw-TAPE-159010,2026-09-10T00:37:05.508669Z
tapetech::190036,TapeTech,190036,P1_10_to_25pct,All-Wall vs Wall Tools,Al's Taping Tools,11.31,1.13,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,9.99,TapeTech Xtender Handle Pin 190036,,product_specific,,,,,https://www.all-wall.com/TapeTech-Xtender-Handle-Pin,2026-09-10T00:41:38.544672Z,,,,,,,,,,,11.12,TapeTech PIN (TAPE-190036),,product_specific,,,,,https://walltools.com/tapetech-pin-TAPE-190036,2026-09-10T00:38:12.624148Z
tapetech::200045g,TapeTech,200045g,P1_10_to_25pct,Al's Taping Tools vs Wall Tools,All-Wall,12.47,6.82,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,,,,,,,,,,,54.67,"200045G - Replacement 7"" Axle",,product_specific,,,,,https://www.alstapingtools.com/200045g-replacement-7-axle,2026-09-10T00:04:42.308840Z,61.49,"TapeTech 7"" AXLE",,product_specific,,,,,https://walltools.com/tapetech-7-axle,2026-09-10T00:36:59.566961Z
tapetech::209017,TapeTech,209017,P1_10_to_25pct,All-Wall vs Wall Tools,Al's Taping Tools,11.11,0.13,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,1.17,TapeTech 10-24 Nylock Nut 209017,,product_specific,,,,,https://www.all-wall.com/209017-10-24-Nylock-Nut,2026-09-10T00:42:13.822409Z,,,,,,,,,,,1.30,TapeTech 10-24 LockNut,,product_specific,,,,,https://walltools.com/tapetech-10-24-locknut,2026-09-10T00:36:15.255852Z
tapetech::209042,TapeTech,209042,P1_10_to_25pct,All-Wall vs Wall Tools,Al's Taping Tools,11.11,0.13,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,1.17,TapeTech #10 Brass Washer 209042,,missing,,,,,https://www.all-wall.com/209042-10-Brass-Washer,2026-09-10T00:42:13.811409Z,,,,,,,,,,,1.30,TapeTech #10 Brass Washer,,product_specific,,,,,https://walltools.com/tapetech-10-brass-washer,2026-09-10T00:36:19.285944Z
tapetech::209049,TapeTech,209049,P1_10_to_25pct,All-Wall vs Wall Tools,Al's Taping Tools,16.16,0.16,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,0.99,TapeTech 6-32 X 5/16 Screw 209049,,missing,,,,,https://www.all-wall.com/209049-6-32-X-5-16-Bd-Hd-Sst-Screw,2026-09-10T00:42:13.810409Z,,,,,,,,,,,1.15,TapeTech 6-32 X 5/16 Bind Head Screw (TAPE-209049),,product_specific,,,,,https://walltools.com/tapetech-6-32-x-5-16-bind-head-screw-TAPE-209049,2026-09-10T00:36:55.722208Z
tapetech::212086,TapeTech,212086,P1_10_to_25pct,All-Wall vs Al's Taping Tools,Wall Tools,20.41,6.53,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,31.99,TapeTech Flat Box Hook 212086,,product_specific,,,,,https://www.all-wall.com/TapeTech-Replacement-Hook-part-212086,2026-09-10T00:42:13.809409Z,38.52,212086 - TapeTech Replacement Hook,,quarantined_storefront_boilerplate,,,,,https://www.alstapingtools.com/212086-tapetech-replacement-hook,2026-09-10T00:04:56.242730Z,,,,,,,,,,
tapetech::219064,TapeTech,219064,P1_10_to_25pct,All-Wall vs Wall Tools,Al's Taping Tools,11.11,0.13,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,1.17,TapeTech Spring Washer 219064,,missing,,,,,https://www.all-wall.com/219064-Spring-Washer,2026-09-10T00:42:13.809409Z,,,,,,,,,,,1.30,TapeTech Spring Washer (TAPE-219064),,product_specific,,,,,https://walltools.com/tapetech-spring-washer-TAPE-219064,2026-09-10T00:38:41.959394Z
tapetech::219080,TapeTech,219080,P1_10_to_25pct,All-Wall vs Wall Tools,Al's Taping Tools,20.20,0.20,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,0.99,TapeTech Fillister Head Screw 219080,,product_specific,,,,,https://www.all-wall.com/219080-TapeTech-Fillister-Head-Screw,2026-09-10T00:42:13.809409Z,,,,,,,,,,,1.19,TapeTech 6-32 X 5/8 Fillister Head Screw SST (TAPE-219080),,product_specific,,,,,https://walltools.com/tapetech-6-32-x-5-8-fillister-head-screw-sst-TAPE-219080,2026-09-10T00:36:56.367353Z
tapetech::24d166,TapeTech,24d166,P1_10_to_25pct,All-Wall vs Al's Taping Tools,Wall Tools,10.60,50.37,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,525.37,TapeTech Z Swivel Attachment for CF Hose 24D166,,product_specific,,,,,https://www.all-wall.com/TapeTech-Bazooka-CFS-Z-Swivel,2026-09-10T00:41:41.543974Z,475.00,TapeTech Z Swivel Attachment for CF Hose 24D166,,product_specific,,,,,https://www.alstapingtools.com/tapetech-z-swivel-attachment-for-cf-hose-24d166,2026-09-10T00:21:01.378197Z,,,,,,,,,,
tapetech::250001,TapeTech,250001,P1_10_to_25pct,All-Wall vs Wall Tools,Al's Taping Tools,10.36,0.64,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,6.18,"TapeTech 10"" Flat Box Blade 250001",,product_specific,,,,,https://www.all-wall.com/TapeTech-Replacement-10-Blade,2026-09-10T00:42:13.808408Z,,,,,,,,,,,6.82,TapeTech 10 in. Flat Box Blade,,product_specific,,,,,https://walltools.com/tapetech-10-in-flat-box-blade,2026-09-10T00:36:18.502944Z
tapetech::254002,TapeTech,254002,P1_10_to_25pct,All-Wall vs Wall Tools,Al's Taping Tools,24.37,43.35,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,matching_explicit_scope,,177.89,"TapeTech 10"" Flat Box Blade Holder Assembly 254002",,product_specific,,,assembly,assembly,https://www.all-wall.com/Brass-Blade-Holder-10,2026-09-10T00:42:11.612939Z,,,,,,,,,,,221.24,TapeTech BLADE HOLDR ASSY (TAPE-254002),,product_specific,,,assembly,assembly,https://walltools.com/tapetech-blade-holdr-assy-TAPE-254002,2026-09-10T00:37:17.915267Z
tapetech::257133,TapeTech,257133,P1_10_to_25pct,All-Wall vs Al's Taping Tools,Wall Tools,17.14,117.07,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,682.93,"TapeTech Continuous Flow MXF Hose 1/2"" x 50' 257133",,product_specific,,,,,https://www.all-wall.com/TapeTech-Bazooka-CFS-50-Foot-Hose,2026-09-10T00:41:41.543974Z,800.00,"TapeTech Continuous Flow MXF Hose 1/2"" x 50'",,product_specific,,,,,https://www.alstapingtools.com/tapetech-continuous-flow-mxf-hose-1-2-x-50,2026-09-10T00:20:28.580500Z,,,,,,,,,,
