DTB Row,DTB Product Type,DTB Parent SKU,DTB SKU,DTB Brand,DTB Product,DTB Effective Price,DTB Price Basis,DTB Price Warnings,Verified Competitor Count,Distinct Verified Prices,Market Price Status,Market Price,Market Price Evidence Count,Observed Price Spread,DTB vs Market Price,DTB vs Market Price %,Review Candidate Count,Recommended Review Status,Approved Alias Evidence Count,All-Wall Verified,All-Wall Identity,All-Wall SKU,All-Wall Product,All-Wall Price,All-Wall Duplicate Count,All-Wall Observed Duplicate Prices,All-Wall Evidence Quality,Al's Taping Tools Verified,Al's Taping Tools Identity,Al's Taping Tools SKU,Al's Taping Tools Product,Al's Taping Tools Price,Al's Taping Tools Duplicate Count,Al's Taping Tools Observed Duplicate Prices,Al's Taping Tools Evidence Quality,Wall Tools Verified,Wall Tools Identity,Wall Tools SKU,Wall Tools Product,Wall Tools Price,Wall Tools Duplicate Count,Wall Tools Observed Duplicate Prices,Wall Tools Evidence Quality
587,variation,PT-FB,PT-8FB,Platinum Drywall Tools,"Platinum Flat Finishing Box - 8""",185.00,regular_price,,0,0,NO_MARKET_EVIDENCE,,0,,,,1,Identity Review Required,0,no,,,,,0,,,no,platinum::pt-8fb,PT-8FB,"Platinum Drywall Tools 8"" Flat Box",,0,,review_only,no,,,,,0,,
588,simple,,4-714,LEVEL5,LEVEL5 Gooseneck,101.88,regular_price,,0,0,NO_MARKET_EVIDENCE,,0,,,,1,Identity Review Required,0,no,,,,,0,,,no,,,,,0,,,no,,4714,Level 5 Gooseneck,,0,,review_only
589,simple,,4-772,LEVEL5,LEVEL5 MiniShot,941.72,regular_price,,0,0,NO_MARKET_EVIDENCE,,0,,,,0,No Market Evidence,0,no,,,,,0,,,no,,,,,0,,,no,,,,,0,,
590,simple,,4-773,LEVEL5,LEVEL5 MiniShot Ext. Handle,74.48,regular_price,,0,0,NO_MARKET_EVIDENCE,,0,,,,0,No Market Evidence,0,no,,,,,0,,,no,,,,,0,,,no,,,,,0,,
594,simple,,4-746,LEVEL5,LEVEL5 Outside Corner Tool,77.26,regular_price,,0,0,NO_MARKET_EVIDENCE,,0,,,,0,No Market Evidence,0,no,,,,,0,,,no,,,,,0,,,no,,,,,0,,
595,variation,PT-NS,PT-2NS,Platinum Drywall Tools,"Platinum Nail Spotter - 2""",160.00,regular_price,,0,0,NO_MARKET_EVIDENCE,,0,,,,1,Identity Review Required,0,no,,,,,0,,,no,,PT-NS2,"Platinum Drywall Tools 2"" Nail Spotter",,0,,review_only,no,,,,,0,,
596,variation,PT-NS,PT-3NS,Platinum Drywall Tools,"Platinum Nail Spotter - 3""",160.00,regular_price,,0,0,NO_MARKET_EVIDENCE,,0,,,,1,Identity Review Required,0,no,,,,,0,,,no,,PT-NS3,"Platinum Drywall Tools 3"" Nail Spotter",,0,,review_only,no,,,,,0,,
597,variation,PT-SSCF,PT-3.5CF,Platinum Drywall Tools,"Platinum Stainless Steel Corner Flusher - 3.5""",84.56,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,no,,,,,0,,,yes,platinum::pt-3.5cf,PT-3.5CF,Platinum Drywall Tools 3.5” Drywall Corner Flusher/Glazer,50.00,0,50.00,verified_exact_identity,no,,,,,0,,
598,variation,PT-SSCF,PT-2.5CF,Platinum Drywall Tools,"Platinum Stainless Steel Corner Flusher - 2.5""",79.27,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,no,,,,,0,,,yes,platinum::pt-2.5cf,PT-2.5CF,"Platinum Drywall Tools 2.5"" Drywall Corner Flusher / Glazer",40.00,0,40.00,verified_exact_identity,no,,,,,0,,
599,variation,PT-CORNER-HANDLE-50,PT-CFH50,Platinum Drywall Tools,"Platinum 50"" Corner Tool Handle - Angle Head",49.00,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,no,,,,,0,,,yes,platinum::pt-cfh50,PT-CFH50,"Platinum 50"" Angle Head Handle",30.00,0,30.00,verified_exact_identity,no,,,,,0,,
600,variation,PT-CORNER-HANDLE-50,PT-CAH50,Platinum Drywall Tools,"Platinum 50"" Corner Tool Handle - Corner Box",49.00,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,no,,,,,0,,,yes,platinum::pt-cah50,PT-CAH50,Platinum Corner Box Handle,30.00,0,30.00,verified_exact_identity,no,,,,,0,,
603,variation,PT-CORNER-HANDLE-50,PT-CRH50,Platinum Drywall Tools,"Platinum 50"" Corner Tool Handle - Corner Roller",59.00,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,no,,,,,0,,,yes,platinum::pt-crh50,PT-CRH50,Platinum Corner Roller Handle,30.00,0,30.00,verified_exact_identity,no,,,,,0,,
604,variation,PT-90-APPLICATOR,PT-ICA,Platinum Drywall Tools,Platinum 90° Corner Applicator - Inside,59.00,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,no,,,,,0,,,yes,platinum::pt-ica,PT-ICA,Platinum Drywall Tools Inside 90 Degree Applicator Mud Head,40.00,0,40.00,verified_exact_identity,no,,,,,0,,
605,variation,PT-90-APPLICATOR,PT-OCA,Platinum Drywall Tools,Platinum 90° Corner Applicator - Outside,59.00,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,no,,,,,0,,,yes,platinum::pt-oca,PT-OCA,Platinum Drywall Tools Outside 90 Degree Applicator Mud Head,45.00,0,45.00,verified_exact_identity,no,,,,,0,,
606,variation,PT-CORNER-ROLLER,PT-CRE,Platinum Drywall Tools,Platinum Corner Roller - ECO Inside,59.00,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,no,,,,,0,,,yes,platinum::pt-cre,PT-CRE,Platinum Drywall Tools Eco Inside Corner Roller,35.00,0,35.00,verified_exact_identity,no,,,,,0,,
607,variation,PT-CORNER-ROLLER,PT-CR,Platinum Drywall Tools,Platinum Corner Roller - Inside,79.99,regular_price,,0,0,NO_MARKET_EVIDENCE,,0,,,,0,No Market Evidence,0,no,,,,,0,,,no,,,,,0,,,no,,,,,0,,
608,variation,PT-CORNER-ROLLER,PT-OCR,Platinum Drywall Tools,Platinum Corner Roller - Outside 90°,69.99,regular_price,,0,0,NO_MARKET_EVIDENCE,,0,,,,0,No Market Evidence,0,no,,,,,0,,,no,,,,,0,,,no,,,,,0,,
609,simple,,PT-FA,Platinum Drywall Tools,"Platinum 4"" Flat Applicator",59.00,regular_price,,0,0,NO_MARKET_EVIDENCE,,0,,,,0,No Market Evidence,0,no,,,,,0,,,no,,,,,0,,,no,,,,,0,,
610,simple,,PT-CA8,Platinum Drywall Tools,"Platinum 8"" Corner Applicator",159.00,regular_price,,0,0,NO_MARKET_EVIDENCE,,0,,,,0,No Market Evidence,0,no,,,,,0,,,no,,,,,0,,,no,,,,,0,,
612,simple,,PT-BF,Platinum Drywall Tools,Platinum Box Filler Attachment,49.00,regular_price,,0,0,NO_MARKET_EVIDENCE,,0,,,,0,No Market Evidence,0,no,,,,,0,,,no,,,,,0,,,no,,,,,0,,
613,simple,,PT-CP,Platinum Drywall Tools,Platinum Drywall Pump w/Filler,269.00,regular_price,,0,0,NO_MARKET_EVIDENCE,,0,,,,0,No Market Evidence,0,no,,,,,0,,,no,,,,,0,,,no,,,,,0,,
614,simple,,PT-FIN,Platinum Drywall Tools,Platinum Drywall Starter Finishing Set,1399.00,regular_price,,0,0,NO_MARKET_EVIDENCE,,0,,,,0,No Market Evidence,0,no,,,,,0,,,no,,,,,0,,,no,,,,,0,,
615,simple,,PT-EXT3IN1-1,Platinum Drywall Tools,Platinum Extendable Angle Head Handle,75.00,regular_price,,0,0,NO_MARKET_EVIDENCE,,0,,,,1,Identity Review Required,0,no,,,,,0,,,no,,PT-EXT3IN1-A,Platinum Drywall Tools Extendable Angle Head Handle,,0,,review_only,no,,,,,0,,
616,simple,,PT-EBH,Platinum Drywall Tools,"Platinum Extendable Flat Box Handle 40"" – 64""",169.00,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,no,,,,,0,,,yes,platinum::pt-ebh,PT-EBH,"Platinum Drywall Tools Extendable Flat Box Handle 40""- 64""",115.00,0,115.00,verified_exact_identity,no,,,,,0,,
617,variation,SP-S1-A,S1-A-1624,SurPro,"SurPro S1 Aluminum Drywall Stilts - 16""-24""",322.00,regular_price,,0,0,NO_MARKET_EVIDENCE,,0,,,,0,No Market Evidence,0,no,,,,,0,,,no,,,,,0,,,no,,,,,0,,
618,variation,SP-S1-A,S1-A-2030,SurPro,"SurPro S1 Aluminum Drywall Stilts - 20""-30""",331.00,regular_price,,0,0,NO_MARKET_EVIDENCE,,0,,,,0,No Market Evidence,0,no,,,,,0,,,no,,,,,0,,,no,,,,,0,,
619,variation,SP-S1-A,S1-A-2640,SurPro,"SurPro S1 Aluminum Drywall Stilts - 26""-40""",340.00,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,25.00,,,0,Price Conflict - Review Required,0,no,,,,,0,,,yes,surpro::s1-a-2640,S1-A-2640,"Surpro 26-40"" S1 Aluminum Single Sided Drywall Stilts",305.00,0,305.00,verified_exact_identity,yes,surpro::s1-a-2640,S1-A-2640,SurPro S1 Aluminum Drywall Stilts (Adjustable Height 26-40 in.),330.00,0,330.00,verified_exact_identity
623,variation,SP-S1-M,S1-M-1624,SurPro,"SurPro S1 Magnesium Drywall Stilts - 16""-24""",368.00,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,no,,,,,0,,,yes,surpro::s1-m-1624,S1-M-1624,"SurPro S1 Single Sided Magnesium 16""-24"" Drywall Stilts",339.00,0,339.00,verified_exact_identity,no,,,,,0,,
624,variation,SP-S1-M,S1-M-2030,SurPro,"SurPro S1 Magnesium Drywall Stilts - 20""-30""",376.50,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,no,,,,,0,,,yes,surpro::s1-m-2030,S1-M-2030,"SurPro S1 Single Sided Magnesium 20""-30"" Drywall Stilts",345.00,0,345.00,verified_exact_identity,no,,,,,0,,
625,variation,SP-S1-M,S1-M-2640,SurPro,"SurPro S1 Magnesium Drywall Stilts - 26""-40""",385.00,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,1,Single-Source Evidence + Review Candidates,0,no,,,,,0,,,yes,surpro::s1-m-2640,S1-M-2640,"SurPro S1 Single Sided Magnesium 26""-40"" Drywall Stilts",355.00,1,355.00,verified_exact_identity,no,,,,,0,,
626,variation,SP-S1X-A,S1X-A-2131,SurPro,"SurPro S1X Aluminum Drywall Stilts - 21""-31""",407.00,regular_price,,0,0,NO_MARKET_EVIDENCE,,0,,,,0,No Market Evidence,0,no,,,,,0,,,no,,,,,0,,,no,,,,,0,,
627,variation,SP-S1X-A,S1X-A-2640,SurPro,"SurPro S1X Aluminum Drywall Stilts - 26""-40""",407.00,regular_price,,0,0,NO_MARKET_EVIDENCE,,0,,,,0,No Market Evidence,0,no,,,,,0,,,no,,,,,0,,,no,,,,,0,,
628,variation,SP-S1X-M,S1X-M-2131,SurPro,"SurPro S1X Magnesium Drywall Stilts - 21""-31""",430.00,regular_price,,0,0,NO_MARKET_EVIDENCE,,0,,,,2,Identity Review Required,0,no,,,,,0,,,no,surpro::s1x-m-2131,S1X-M-2131,"SurPro S1X Single Sided Magnesium 20""-30"" Drywall Stilts",,1,,review_only,no,,,,,0,,
629,variation,SP-S1X-M,S1X-M-2640,SurPro,"SurPro S1X Magnesium Drywall Stilts - 26""-40""",441.00,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,1,Single-Source Evidence + Review Candidates,0,no,,,,,0,,,yes,surpro::s1x-m-2640,S1X-M-2640,"SurPro S1X Single Sided Magnesium 26""-40"" Drywall Stilts",400.00,1,400.00,verified_exact_identity,no,,,,,0,,
632,variation,SP-S2-A,S2-A-1624,SurPro,"SurPro S2 Aluminum Drywall Stilts - 16""-24""",356.00,regular_price,,0,0,NO_MARKET_EVIDENCE,,0,,,,0,No Market Evidence,0,no,,,,,0,,,no,,,,,0,,,no,,,,,0,,
633,variation,SP-S2-A,S2-A-2030,SurPro,"SurPro S2 Aluminum Drywall Stilts - 20""-30""",365.00,regular_price,,0,0,NO_MARKET_EVIDENCE,,0,,,,0,No Market Evidence,0,no,,,,,0,,,no,,,,,0,,,no,,,,,0,,
634,variation,SP-S2-A,S2-A-2640,SurPro,"SurPro S2 Aluminum Drywall Stilts - 26""-40""",374.00,regular_price,,0,0,NO_MARKET_EVIDENCE,,0,,,,0,No Market Evidence,0,no,,,,,0,,,no,,,,,0,,,no,,,,,0,,
635,variation,SP-S2-M,S2-M-1624,SurPro,"SurPro S2 Magnesium Drywall Stilts - 16""-24""",395.00,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,no,,,,,0,,,yes,surpro::s2-m-1624,S2-M-1624,"Sur-Pro Dual Arm Magnesium 16""-24"" Stilts",364.00,0,364.00,verified_exact_identity,no,,,,,0,,
636,variation,SP-S2-M,S2-M-2030,SurPro,"SurPro S2 Magnesium Drywall Stilts - 20""-30""",403.50,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,no,,,,,0,,,yes,surpro::s2-m-2030,S2-M-2030,"Sur-Pro Dual Arm Magnesium 20""-30"" Stilts",370.00,0,370.00,verified_exact_identity,no,,,,,0,,
637,variation,SP-S2-M,S2-M-2640,SurPro,"SurPro S2 Magnesium Drywall Stilts - 26""-40""",412.00,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,1,Single-Source Evidence + Review Candidates,0,no,,,,,0,,,yes,surpro::s2-m-2640,S2-M-2640,"Sur-Pro Dual Arm Magnesium 26""-40"" Stilts",380.00,1,380.00,verified_exact_identity,no,,,,,0,,
638,simple,,PT-MNBH,Platinum Drywall Tools,Platinum Mini Box Handle,62.00,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,no,,,,,0,,,yes,platinum::pt-mnbh,PT-MNBH,"Platinum Drywall Tools ""Mini"" Flat Box Handle",45.00,0,45.00,verified_exact_identity,no,,,,,0,,
639,simple,,PT-AICA,Platinum Drywall Tools,Platinum 4 Wheel Inside Angle / Corner Applicator,89.00,regular_price,,0,0,NO_MARKET_EVIDENCE,,0,,,,1,Identity Review Required,0,no,,,,,0,,,no,,PT-ICAAL,Platinum 4 Wheel Inside Angle / Corner Applicator,,0,,review_only,no,,,,,0,,
640,simple,,PT-TP,Platinum Drywall Tools,Platinum Semi Automatic Drywall Taper,145.00,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,no,,,,,0,,,yes,platinum::pt-tp,PT-TP,Platinum Drywall Tools Semi Automatic Super Taper,85.00,0,85.00,verified_exact_identity,no,,,,,0,,
644,simple,,PT-GN,Platinum Drywall Tools,Platinum Gooseneck,59.00,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,3,Single-Source Evidence + Review Candidates,0,no,columbia::gn,GN,Columbia Gooseneck,,0,,review_only,yes,platinum::pt-gn,PT-GN,Platinum Drywall Tools Gooseneck,45.00,1,45.00,verified_exact_identity,no,columbia::gn,GN,Columbia Gooseneck,,0,,review_only
645,variation,SP-S2X-A,S2X-A-3852,SurPro,"SurPro S2X Aluminum Drywall Stilts - 38""-52""",486.00,regular_price,,0,0,NO_MARKET_EVIDENCE,,0,,,,0,No Market Evidence,0,no,,,,,0,,,no,,,,,0,,,no,,,,,0,,
646,variation,SP-S2X-A,S2X-A-2640,SurPro,"SurPro S2X Aluminum Drywall Stilts - 26""-40""",457.00,regular_price,,0,0,NO_MARKET_EVIDENCE,,0,,,,0,No Market Evidence,0,no,,,,,0,,,no,,,,,0,,,no,,,,,0,,
647,variation,SP-S2X-M,S2X-M-2131,SurPro,"SurPro S2X Magnesium Drywall Stilts - 21""-31""",479.00,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,no,,,,,0,,,yes,surpro::s2x-m-2131,S2X-M-2131,"SurPro S2X Magnesium Stilts 21""-31""",450.00,0,450.00,verified_exact_identity,no,,,,,0,,
648,variation,SP-S2X-M,S2X-M-2640,SurPro,"SurPro S2X Magnesium Drywall Stilts - 26""-40""",490.00,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,no,,,,,0,,,yes,surpro::s2x-m-2640,S2X-M-2640,"SurPro S2X Magnesium Stilts 26""-40""",460.00,0,460.00,verified_exact_identity,no,,,,,0,,
649,variation,TT-APPLICATOR-HEAD,16TT,TapeTech,TapeTech Applicator Head - Outside Corner,85.43,regular_price,,2,1,MARKET_PRICE_VERIFIED_2_OF_3,85.00,2,0.00,0.43,0.51,0,Verified Market Price - 2/3,0,yes,tapetech::16tt,16TT,TapeTech Mud Applicator Head 90 Outside 16TT,85.00,0,85.00,verified_exact_identity,yes,tapetech::16tt,16TT,TapeTech 90 Outside Corner Applicator Head,85.00,0,85.00,verified_exact_identity,no,,,,,0,,
650,variation,TT-APPLICATOR-HEAD,16TT90,TapeTech,TapeTech Applicator Head - Inside Corner,85.43,regular_price,,2,1,MARKET_PRICE_VERIFIED_2_OF_3,85.00,2,0.00,0.43,0.51,0,Verified Market Price - 2/3,0,yes,tapetech::16tt90,16TT90,TapeTech Mud Applicator Head 90 Inside 16TT90,85.00,0,85.00,verified_exact_identity,yes,tapetech::16tt90,16TT90,TapeTech 90 Inside Corner Mud Applicator,85.00,0,85.00,verified_exact_identity,no,,,,,0,,
652,variation,TT-BRAKELESS-BOX-HANDLE,BHE-SW,TapeTech,"TapeTech Brakeless Box Handle - Rotational Extendable 34""-60""",335.99,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,yes,tapetech::bhe-sw,BHE-SW,TapeTech SideWinder Flat Box Handle,329.00,0,329.00,verified_exact_identity,no,,,,,0,,,no,,,,,0,,
653,variation,TT-BRAKELESS-BOX-HANDLE,BH,TapeTech,"TapeTech Brakeless Box Handle - Fixed 34""",149.00,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,1,Single-Source Evidence + Review Candidates,0,yes,tapetech::bh,BH,TapeTech Brakeless Flat Box Handle BH,149.00,0,149.00,verified_exact_identity,no,,,,,0,,,no,columbia::bh,BH,Columbia 180 Grip Flat Box Handle,,0,,review_only
654,variation,TT-BRAKELESS-BOX-HANDLE,BHE,TapeTech,"TapeTech Brakeless Box Handle - Extendable 34""-60""",305.72,regular_price,,2,1,MARKET_PRICE_VERIFIED_2_OF_3,299.00,2,0.00,6.72,2.25,0,Verified Market Price - 2/3,0,yes,tapetech::bhe,BHE,TapeTech Brakeless Extendable Flat Box Handle BHE,299.00,0,299.00,verified_exact_identity,yes,tapetech::bhe,BHE,TapeTech Brakeless Extendable Flat Box Handle,299.00,0,299.00,verified_exact_identity,no,,,,,0,,
655,simple,,TTPFB,TapeTech,TapeTech Paper Faced Bead Pro Set,1949.00,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,yes,tapetech::ttpfb,TTPFB,TapeTech Paper Faced Bead Pro Set TTPFB,1949.00,0,1949.00,verified_exact_identity,no,,,,,0,,,no,,,,,0,,
656,simple,,TTBTS,TapeTech,TapeTech Basic Taping Set,2829.00,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,yes,tapetech::ttbts,TTBTS,TapeTech Basic Taping Set TTBTS,2829.00,0,2829.00,verified_exact_identity,no,,,,,0,,,no,,,,,0,,
657,simple,,TTPPS-EF,TapeTech,TapeTech Pro Performance Easy Finish Set,7295.00,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,yes,tapetech::ttpps-ef,TTPPS-EF,TapeTech Pro Performance Easy Finish Set TTPPS-EF,7295.00,0,7295.00,verified_exact_identity,no,,,,,0,,,no,,,,,0,,
658,simple,,TTSFS-2,TapeTech,TapeTech Standard Full Set - With 2 Pumps,5357.00,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,1,Single-Source Evidence + Review Candidates,0,yes,tapetech::ttsfs-2,TTSFS-2,TapeTech Standard Full Set with 2 Pumps TTSFS-2,5357.00,0,5357.00,verified_exact_identity,no,,GTTSFS-2,TapeTech Standard Full Drywall Tool Set w/ Two Pumps,,0,,review_only,no,,,,,0,,
659,simple,,TTCFS,TapeTech,TapeTech Corner Finishing Set,1416.00,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,1,Single-Source Evidence + Review Candidates,0,yes,tapetech::ttcfs,TTCFS,TapeTech Corner Finishing Set TTCFS,1416.00,0,1416.00,verified_exact_identity,no,,Gttcfs,TapeTech Corner Finishing Set,,0,,review_only,no,,,,,0,,
660,simple,,TTSFS,TapeTech,TapeTech Standard Full Set - Standard,4958.00,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,yes,tapetech::ttsfs,TTSFS,TapeTech Standard Full Set TTSFS,4958.00,0,4958.00,verified_exact_identity,no,,,,,0,,,no,,,,,0,,
662,simple,,TTPPS,TapeTech,TapeTech Pro Performance Set,6625.00,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,1,Single-Source Evidence + Review Candidates,0,yes,tapetech::ttpps,TTPPS,TapeTech Pro Performance Set TTPPS,6625.00,1,6625.00,verified_exact_identity,no,,,,,0,,,no,,,,,0,,
663,simple,,TTPSS,TapeTech,TapeTech Professional Starter Set,4559.00,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,yes,tapetech::ttpss,TTPSS,TapeTech Professional Starter Set TTPSS,4559.00,0,4559.00,verified_exact_identity,no,,,,,0,,,no,,,,,0,,
664,simple,,TTBBS,TapeTech,TapeTech Basic Box Set,1644.00,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,yes,tapetech::ttbbs,TTBBS,TapeTech Basic Box Set TTBBS,1644.00,0,1644.00,verified_exact_identity,no,,,,,0,,,no,,,,,0,,
665,simple,,TTCFS-M,TapeTech,TapeTech MudRunner Corner Finishing Set,1928.00,regular_price,,0,0,NO_MARKET_EVIDENCE,,0,,,,1,Identity Review Required,0,no,,,,,0,,,no,,Gttcfsm,TapeTech MudRunner Corner Finishing Set,,0,,review_only,no,,,,,0,,
666,variation,TT-COMBO-CORNER-FLUSHER,CF25COMBO,TapeTech,"TapeTech Combo Corner Flusher - 2.5""",189.19,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,yes,tapetech::cf25combo,CF25COMBO,"TapeTech 2.5"" Combo Flusher CF25COMBO",179.00,0,179.00,verified_exact_identity,no,,,,,0,,,no,,,,,0,,
667,variation,TT-COMBO-CORNER-FLUSHER,CF30COMBO,TapeTech,"TapeTech Combo Corner Flusher - 3""",194.48,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,yes,tapetech::cf30combo,CF30COMBO,"TapeTech 3"" Combo Flusher CF30COMBO",184.00,0,184.00,verified_exact_identity,no,,,,,0,,,no,,,,,0,,
668,variation,TT-COMBO-CORNER-FLUSHER,CF35COMBO,TapeTech,"TapeTech Combo Corner Flusher - 3.5""",199.76,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,yes,tapetech::cf35combo,CF35COMBO,"TapeTech 3.5"" Combo Flusher CF35COMBO",189.00,0,189.00,verified_exact_identity,no,,,,,0,,,no,,,,,0,,
669,variation,TT-COMBO-CORNER-FLUSHER,CF40COMBO,TapeTech,"TapeTech Combo Corner Flusher - 4""",205.05,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,yes,tapetech::cf40combo,CF40COMBO,"TapeTech 4"" Combo Flusher CF40COMBO",194.00,0,194.00,verified_exact_identity,no,,,,,0,,,no,,,,,0,,
673,variation,TT-COMPOUND-TUBE,CT24TT,TapeTech,"TapeTech Compound Tube - 24""",189.00,regular_price,,2,1,MARKET_PRICE_VERIFIED_2_OF_3,189.00,2,0.00,0.00,0.00,0,Verified Market Price - 2/3,0,yes,tapetech::ct24tt,CT24TT,"TapeTech 24"" Compound Tube CT24TT",189.00,0,189.00,verified_exact_identity,yes,tapetech::ct24tt,CT24TT,"Tapetech 24"" Drywall Compound Tube - CT24TT",189.00,0,189.00,verified_exact_identity,no,,,,,0,,
674,variation,TT-COMPOUND-TUBE,CT36TT,TapeTech,"TapeTech Compound Tube - 36""",199.00,regular_price,,2,1,MARKET_PRICE_VERIFIED_2_OF_3,199.00,2,0.00,0.00,0.00,0,Verified Market Price - 2/3,0,yes,tapetech::ct36tt,CT36TT,"TapeTech 36"" Compound Tube CT36TT",199.00,0,199.00,verified_exact_identity,yes,tapetech::ct36tt,CT36TT,"TapeTech 36"" Drywall Compound Tube - CT36TT",199.00,0,199.00,verified_exact_identity,no,,,,,0,,
675,variation,TT-COMPOUND-TUBE,CT42TT,TapeTech,"TapeTech Compound Tube - 42""",211.09,regular_price,,2,1,MARKET_PRICE_VERIFIED_2_OF_3,209.00,2,0.00,2.09,1.00,0,Verified Market Price - 2/3,0,yes,tapetech::ct42tt,CT42TT,"TapeTech 42"" Compound Tube CT42TT",209.00,0,209.00,verified_exact_identity,yes,tapetech::ct42tt,CT42TT,"Tapetech 42"" Drywall Compound Tube - CT42TT",209.00,0,209.00,verified_exact_identity,no,,,,,0,,
676,variation,TT-CORNER-APPLICATOR,CA07TT,TapeTech,"TapeTech Corner Applicator - 7""",315.00,regular_price,,2,1,MARKET_PRICE_VERIFIED_2_OF_3,315.00,2,0.00,0.00,0.00,0,Verified Market Price - 2/3,0,yes,tapetech::ca07tt,CA07TT,"TapeTech 7"" Angle Box CA07TT",315.00,0,315.00,verified_exact_identity,yes,tapetech::ca07tt,CA07TT,"TapeTech  7"" Corner Applicator Head",315.00,0,315.00,verified_exact_identity,no,,,,,0,,
677,variation,TT-CORNER-APPLICATOR,CA08TT,TapeTech,"TapeTech Corner Applicator - 8""",330.00,regular_price,,2,1,MARKET_PRICE_VERIFIED_2_OF_3,330.00,2,0.00,0.00,0.00,0,Verified Market Price - 2/3,0,yes,tapetech::ca08tt,CA08TT,"TapeTech 8"" Angle Box CA08TT",330.00,0,330.00,verified_exact_identity,yes,tapetech::ca08tt,CA08TT,"TapeTech 8"" Corner Applicator - CA08TT",330.00,0,330.00,verified_exact_identity,no,,,,,0,,
