dtb_brand,dtb_product_name,dtb_sku,dtb_mpn,dtb_regular_price,dtb_sale_price,dtb_map_price,allwall_product_name,allwall_sku,allwall_url,allwall_regular_price,allwall_sale_price,allwall_current_price,allwall_availability,match_status,match_confidence,match_method,price_vs_dtb_map,evidence_notes,checked_at
Columbia Tools,Columbia Hot Mud Pump - Standard,HMP,HMP,410.97,,410.97,All-Wall.com - Columbia Hot Mud Pump,HMP,https://www.all-wall.com/Columbia-Hot-Mud-Pump,,,410.99,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,ABOVE_DTB_MAP,All-Wall displayed MPN HMP exactly matches DTB SKU HMP after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Columbia Hot Mud Pump - Tall Boy,TBMP,TBMP,540.03,,492.08,Columbia Tall Boy Loading Pump,TBMP,https://www.all-wall.com/Columbia-Tall-Boy-Loading-Pump,,,492.99,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,ABOVE_DTB_MAP,All-Wall displayed MPN TBMP exactly matches DTB SKU TBMP after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Columbia Hot Mud Pump - CDN,HMP-C,HMP-C,380.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,"Columbia Matrix Flat Box Handle - 29""-39""",MHS,MHS,375.00,,340.67,Columbia MATRIX Extendable Short Flat Box Handle,MHS,https://www.all-wall.com/Columbia-MATRIX-ShortHandle,,,340.99,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,ABOVE_DTB_MAP,All-Wall displayed MPN MHS exactly matches DTB SKU MHS after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,"Columbia Matrix Flat Box Handle - 40""-60""",MH,MH,409.00,,351.49,Columbia MATRIX Extendable Flat Box Handle,MH,https://www.all-wall.com/Columbia-MATRIX-FlatBox-Handle,,,351.99,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,ABOVE_DTB_MAP,All-Wall displayed MPN MH exactly matches DTB SKU MH after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,"Columbia Matrix Flat Box Handle - 56""-76""",MHL,MHL,495.00,,373.12,Columbia MATRIX XL Extendable Flat Box Handle,MHL,https://www.all-wall.com/Columbia-MATRIX-XLHandle,,,373.99,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,ABOVE_DTB_MAP,All-Wall displayed MPN MHL exactly matches DTB SKU MHL after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,"Columbia Nail Spotter - 2""",2NS,2NS,324.00,,297.41,"Columbia Taping Tools 2"" Hinged Nail Spotter Head Only",2NS,https://www.all-wall.com/Columbia-2-Nail-Spotter-Head,,,297.99,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,ABOVE_DTB_MAP,All-Wall displayed MPN 2NS exactly matches DTB SKU 2NS after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,"Columbia Nail Spotter - 3""",3NS,3NS,324.00,,308.23,"Columbia 3"" Nail Spotter Head Only",3NS,https://www.all-wall.com/Columbia-3-Nail-Spotter-Head-Only,,,308.99,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,ABOVE_DTB_MAP,All-Wall displayed MPN 3NS exactly matches DTB SKU 3NS after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Columbia One Handle - Extendable 3'-5',C1HEXT,C1HEXT,135.45,,135.19,Columbia ONE Extendable Handle 3' - 5',C1HEXT,https://www.all-wall.com/Columbia-ONE-Extendable-Handle_2,,,135.99,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,ABOVE_DTB_MAP,All-Wall displayed MPN C1HEXT exactly matches DTB SKU C1HEXT after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Columbia One Handle - Long Extendable 4'-8',CHXL,CHXL,174.49,,173.04,Columbia Reach Line Extendable Roller Handle,CHXL,https://www.all-wall.com/Columbia-Reachline-Roller-Handle,,,173.99,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,ABOVE_DTB_MAP,All-Wall displayed MPN CHXL exactly matches DTB SKU CHXL after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Columbia One Handle - Stubby,C1HS,C1HS,49.44,,49.44,Columbia One Handle Stubby C1HS,C1HS,https://www.all-wall.com/Columbia-One-Handle-Stubby-C1HS,,,49.44,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,MATCHES_DTB_MAP,All-Wall displayed MPN C1HS exactly matches DTB SKU C1HS after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Columbia One Handle - Fixed,C1H,C1H,64.89,,64.89,Columbia ONE Handle,C1H,https://www.all-wall.com/Columbia-ONE-Handle,,,64.99,InStock,VERIFIED_PRODUCT,HIGH,EXACT_MPN,ABOVE_DTB_MAP,All-Wall displayed MPN C1H exactly matches DTB SKU C1H after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Columbia Outside Corner Roller - Standard,COBCR,COBCR,86.52,,86.52,Columbia 90° Outside Bead Corner Roller,COBCR,https://www.all-wall.com/Columbia-90-Outside-Bead-Corner-Roller,,,87,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,ABOVE_DTB_MAP,All-Wall displayed MPN COBCR exactly matches DTB SKU COBCR after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Columbia Outside Corner Roller - Bullnose,CBNCR,CBNCR,86.52,,86.52,Columbia Outside Bullnose Corner Roller,CBNCR,https://www.all-wall.com/Columbia-Outside-Bullnose-Corner-Roller,,,87,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,ABOVE_DTB_MAP,All-Wall displayed MPN CBNCR exactly matches DTB SKU CBNCR after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Columbia Outside Corner Roller - European,COBCRE,COBCRE,79.06,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,Columbia Outside Corner Roller - Wide,COBCRW,COBCRW,86.52,,86.52,Columbia Tools Wide Outside Bead Roller,COBCRW,https://www.all-wall.com/Columbia-Outside-Bead-Roller-COBCRW,,,87,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,ABOVE_DTB_MAP,All-Wall displayed MPN COBCRW exactly matches DTB SKU COBCRW after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,"Columbia Predator Matrix Handle - Short 29""-39""",PMHS,PMHS,384.00,,379.28,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,"Columbia Predator Matrix Handle - 40""-60""",PMH,PMH,418.00,,388.34,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,"Columbia Predator Matrix Handle - Long 56""-76""",PMHL,PMHL,503.00,,433.14,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,Columbia Predator One Handle - Extendable 3'-5',PC1HEXT,PC1HEXT,169.70,,160.27,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,Columbia Predator One Handle - 4' Fixed,PC1H,PC1H,95.79,,95.79,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,Columbia Predator One Handle - Long Extendable 4'-8',PCHXL,PCHXL,216.15,,216.15,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,"Columbia Standard Flusher - 2.5""",2.5SF,2.5SF,116.80,,116.80,"Columbia 2.5"" Standard Corner Flusher",2.5SF,https://www.all-wall.com/Columbia-StandardFlusher-25SF,,,116.99,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,ABOVE_DTB_MAP,All-Wall displayed MPN 2.5SF exactly matches DTB SKU 2.5SF after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,"Columbia Standard Flusher - 3""",3SF,3SF,122.21,,122.21,"Columbia 3"" Standard Corner Flusher",3SF,https://www.all-wall.com/Columbia-StandardFlusher-3SF,,,122.99,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,ABOVE_DTB_MAP,All-Wall displayed MPN 3SF exactly matches DTB SKU 3SF after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,"Columbia Standard Flusher - 3"" Widetrack",3WTSF,3WTSF,127.62,,127.62,"Columbia 3"" Widetrack Standard Corner Flusher",3WTSF,https://www.all-wall.com/Columbia-StandardFlusher-3WTSF,,,127.99,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,ABOVE_DTB_MAP,All-Wall displayed MPN 3WTSF exactly matches DTB SKU 3WTSF after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,"Columbia Standard Flusher - 3.5""",3.5SF,3.5SF,133.02,,133.02,"Columbia 3.5"" Standard Corner Flusher",3.5SF,https://www.all-wall.com/Columbia-StandardFlusher-35SF,,,133.99,InStock,VERIFIED_PRODUCT,HIGH,EXACT_MPN,ABOVE_DTB_MAP,All-Wall displayed MPN 3.5SF exactly matches DTB SKU 3.5SF after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,"Columbia Standard Flusher - 4""",4SF,4SF,140.60,,140.60,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,"Columbia Throttle Corner Flusher Box - 7""",7CFB,7CFB,313.64,,313.64,"Columbia 7"" ThrottleBox Angle Box 7CFB",7CFB,https://www.all-wall.com/Columbia-7-Angle-Box-Head-Only,,,313.99,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,ABOVE_DTB_MAP,All-Wall displayed MPN 7CFB exactly matches DTB SKU 7CFB after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,"Columbia Throttle Corner Flusher Box - 8""",8CFB,8CFB,334.37,,324.45,"Columbia 8"" ThrottleBox Angle Box 8CFB",8CFB,https://www.all-wall.com/Columbia-8-Angle-Box-Head-Only,,,324.99,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,ABOVE_DTB_MAP,All-Wall displayed MPN 8CFB exactly matches DTB SKU 8CFB after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Columbia Semi-Automatic Tool Case,TCS,TCS,203.50,,201.88,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,Columbia Road Case,RC,RC,1020.16,,1020.16,Columbia Road Case,RC,https://www.all-wall.com/Columbia-RoadCase-14897,,,1020.99,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,ABOVE_DTB_MAP,All-Wall displayed MPN RC exactly matches DTB SKU RC after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Columbia UHMW Mud Applicator - L-Trim,FMH,FMH,98.00,,91.93,Columbia L-Trim Mud Applicator Head,FMH,https://www.all-wall.com/Columbia-L-Trim-Mud-Applicator-Head,,,91.99,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,ABOVE_DTB_MAP,All-Wall displayed MPN FMH exactly matches DTB SKU FMH after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Columbia UHMW Mud Applicator - Inside 90°,IA90,IA90,98.00,,91.93,Columbia Inside 90 Mud Applicator Head,IA90,https://www.all-wall.com/Columbia-Inside-90-Mud-Applicator-Head,,,91.99,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,ABOVE_DTB_MAP,All-Wall displayed MPN IA90 exactly matches DTB SKU IA90 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Columbia UHMW Mud Applicator - Outside 90°,OA90,OA90,98.00,,91.93,Columbia Tools Drywall Corner Bead Outside Mud Applicator,OA90,https://www.all-wall.com/Columbia-Outside-Mud-Applicator-Head,,,91.99,InStock,VERIFIED_PRODUCT,HIGH,EXACT_MPN,ABOVE_DTB_MAP,All-Wall displayed MPN OA90 exactly matches DTB SKU OA90 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Columbia UHMW Mud Applicator - Outside 90° 325,OA90-325,OA90-325,91.93,,91.93,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,Columbia Commando Set,SACS,SACS,1157.93,,1157.93,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,Columbia PowerFill 3.5 Pro Series Cordless Loading Pump,CPFP,CPFP,1473.00,,1249.00,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,Columbia Powerfill 5 Gallon Taper Gooseneck Fill Tube,CPFGN,CPFGN,275.00,,185.00,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,#10 Belleville Washer,FA280,FA280,1.00,,,FA280 Columbia #10 Belleville Washer #6037,FA280,https://www.all-wall.com/FA280-Columbia-10-Belleville-Washer-6037,,,1.05,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN FA280 exactly matches DTB SKU FA280 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,#10 Flat Washer,FA268,FA268,2.25,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,"#10 x 3/4"" Fender Washer",FA270,FA270,2.50,,,FA270 Columbia #10 X 3/4in Fender Washer #6029,FA270,https://www.all-wall.com/FA270-Columbia-10-X-3-4in-Fender-Washer-6029,,,2.1,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN FA270 exactly matches DTB SKU FA270 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,#6 Flat Washer,FA228,FA228,1.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,#6 Lock Washer,FA229,FA229,1.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,#6 Star Washer,FA230,FA230,1.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,#8 Flat Washer,FA253,FA253,1.85,,,FA253 Columbia #8 Flat Washer #6019,FA253,https://www.all-wall.com/FA253-Columbia-8-Flat-Washer-6019,,,1.05,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN FA253 exactly matches DTB SKU FA253 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,#8 Star Washer,FA252,FA252,2.05,,,FA252 Columbia #8 Star Washer #10453,FA252,https://www.all-wall.com/FA252-Columbia-8-Star-Washer-10453,,,1.15,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN FA252 exactly matches DTB SKU FA252 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,"1/16 X 1/2"" Cotter Pin",FA202,FA202,1.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,"1/16 x 1/4"" Split Pin",FA200,FA200,1.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,"1/16 x 3/4"" Cotter Pin",FA203,FA203,1.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,"1/2"" x 7/8"" Flat Washer",FA3,FA308,2.50,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,1/4 - 20 Hex Nut,CT109,CT109,6.00,,,CT114 Columbia Taper Cable Retaining Nut #5972,CT109,https://www.all-wall.com/CT114-Columbia-Taper-Cable-Retaining-Nut-5972,,,6.4,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN CT109 exactly matches DTB SKU CT109 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,"1/4 -20 x 1/2"" Hex Bolt",FA296,FA296,3.35,,,FA296 Columbia 1/4-20 X 1/2in Hex Bolt #6046,FA296,https://www.all-wall.com/FA296-Columbia-1-4-20-X-1-2in-Hex-Bolt-6046,,,1,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN FA296 exactly matches DTB SKU FA296 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,"1/4 x 1/2"" Flathead Socket",FA295,FA295,3.45,,,FA295 Columbia 1/4-20 X 1/2in Flat Socket #6045,FA295,https://www.all-wall.com/FA295-Columbia-1-4-20-X-1-2in-Flat-Socket-6045,,,1.05,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN FA295 exactly matches DTB SKU FA295 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,"1/4"" SS E-Clip",FA379,FA379,3.25,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,"1/4"" x 1/2"" Flat Washer",FA286,FA286,1.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,"1/4"" X 3/4"" Split Pin",FA288,FA288,2.25,,,FA288 Columbia 1/4in X 1/2in Split Pin #6040,FA288,https://www.all-wall.com/FA288-Columbia-1-4in-X-1-2in-Split-Pin-6040,,,2.36,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN FA288 exactly matches DTB SKU FA288 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,1/4-20 Hex Nut,FA291,FA291,2.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,"1/4-20 x 1 1/2"" Pan Phillips",FA299,FA299,4.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
