Brands,Name,SKU,Description,Images,Match Status,Matched Identifier Field,Production SKU,Production Product Name,Production Type,Production Brand,Production Published,Production Category,Production Product Kind,Production MPN
Columbia,"Columbia 42"" Predator Compound Tube",PCMT42,"Columbia 42"" Predator Compound Tube There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/CTTPCMT42_M.jpg,Exact identifier match,SKU,PCMT42,"Columbia Predator Compound Tube 42""",simple,Columbia Tools,1,"Drywall Finishing Tools > Columbia Tools > Corner Tools, Drywall Finishing Tools > Columbia Tools > Predator Family",drywall-finishing-tool,PCMT42
Columbia,"Columbia 5.5"" Fat Boy Flat Box",55FBB,"Columbia 5.5"" Fat Boy Flat Box There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/14777_MD-CTT55FBB_M.jpg,Exact identifier match,SKU,5.5FBB,"Columbia Fat Boy Flat Box - 5.5""",variation,Columbia Tools,1,,drywall-finishing-tool,5.5FBB
Columbia,"Columbia 5/16-18 X 1-1/4"" Hex Bolt",FA306,"Columbia 5/16-18 X 1-1/4"" Hex Bolt There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/15100_MD-CTTFA306.jpg,Exact identifier match,SKU,FA306,"5/16-18 x 1 1/4"" Hex Bolt",simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,FA306
Columbia,"Columbia 5/16-18 X 3/4"" Hex Bolt",FA305,"Columbia 5/16-18 X 3/4"" Hex Bolt There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/15116_MD-CTTFA305.jpg,Exact identifier match,SKU,FA305,"5/16 -18 x 3/4"" Hex Bolt",simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,FA305
Columbia,"Columbia 55"" Cam Lock Tube",CLT55,Our Cam Lock Tube is so simple and so positive we would not recommend using any other tube when it comes to fast set compounds. The brass cams easily find and lock to the stainless ring using the same technology as a firehose. Features: Brass cams on a stainless steel lock ring Quick remove bottom for complete cleaning Hand made from U.S. aluminum and steel components Machined in our state of the art facility in Canada There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/CLT_M.jpg,Exact identifier match,SKU,CLT55,"Columbia Cam Lock Tube - 55""",variation,Columbia Tools,1,,drywall-finishing-tool,CLT55
Columbia,"Columbia 56""-76"" Predator Matrix Box Handle",PMHL,"Columbia 56""-76"" Predator Matrix Box Handle There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/CTTPMH_M.jpg,Exact identifier match,SKU,PMHL,"Columbia Predator Matrix Handle - Long 56""-76""",variation,Columbia Tools,1,,drywall-finishing-tool,PMHL
Columbia,Columbia 6-32 Hex Nut,FA232,Columbia 6-32 Hex Nut There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/13760_MD-CTTFA232.jpg,Exact identifier match,SKU,FA232,6-32 Hex Nut,simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,FA232
Columbia,Columbia 6-32 Nyloc Jam Nut,FA234,Columbia 6-32 Nyloc Jam Nut There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/13761_MD-CTTFA234.jpg,Exact identifier match,SKU,FA234,6-32 Nyloc Jam Nut,simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,FA234
Columbia,"Columbia 6-32 X 1/2"" Fill. Head Screw",FA245,"Columbia 6-32 X 1/2"" Fill. Head Screw There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/13790_MD-CTTFA245.jpg,Exact identifier match,SKU,FA245,"6-32 x 1/2"" Fillister Slot",simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,FA245
Columbia,"Columbia 6-32 X 5/8"" Hex Bolt",FA247,"Columbia 6-32 X 5/8"" Hex Bolt There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/13873_MD-FA247.jpg,Exact identifier match,SKU,FA247,"6-32 X 5/8"" Hex Bolt",simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,FA247
Columbia,"Columbia 7"" Flat Finishing Box",7FFB,"Columbia Taping Tools 7"" Hinged Drywall Flat Finisher Box features precision joint compound metering adjustment for top quality finish surfaces on drywall butt joints and flat seams. Integrated door axle and pressure plate system allows smooth, easy operation and quick access for easy cleanup! New, ultra-reliable door plate wiper resists expansion or deterioration, for long-term ease of operation and greater reliability. 7"" Hinged Drywall Flat Finisher Box by Columbia Taping Tools has a new improved wiper on the pressure plate, combined with a smooth pivoting hinge axle, making this one of the easiest drywall flat finisher boxes to operate when finishing drywall butt joints and flat seams. 7"" Hinged Flat Box by Columbia Taping Tools is an excellent choice for base coating tape seams. There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/7FFB_M.jpg,Exact identifier match,SKU,7FFB,"Columbia Flat Finisher Box - 7""",variation,Columbia Tools,1,,drywall-finishing-tool,7FFB
Columbia,"Columbia 7"" Pressure Door",CFB47,"Columbia 7"" Pressure Door There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/13552_MD-CTTCFB47.jpg,Exact identifier match,SKU,CFB4-7,"Door - 7""",variation,Columbia Tools,1,,part,CFB4-7
Columbia,"Columbia 8"" Pressure Door",CFB48,"Columbia 8"" Pressure Door There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/13553_MD-CTTCFB48.jpg,Exact identifier match,SKU,CFB4-8,"Door - 8""",variation,Columbia Tools,1,,part,CFB4-8
Columbia,"Columbia 8-32 X 1/2"" Pan Head Screw",FA267,"Columbia 8-32 X 1/2"" Pan Head Screw There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/15102_MD-CTTFA267.jpg,Exact identifier match,SKU,FA267,"8-32 x 1 1/2"" Pan Slot",simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,FA267
Columbia,"Columbia 8-32 X 1/2"" Socket Hd. Screw",FA262,"Columbia 8-32 X 1/2"" Socket Hd. Screw There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/13982_MD-CTTFA262.jpg,Exact identifier match,SKU,FA262,"8-32 x 1/2"" Socket",simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,FA262
Columbia,"Columbia 8-32 x 3/16"" Pan Slot SS Screw",FA256,"Columbia 8-32 x 3/16"" Pan Slot SS Screw There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/15111_MD-CTTFA256.jpg,Exact identifier match,SKU,FA256,"8-32 X 3/16"" Pan Slot",simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,FA256
Columbia,"Columbia 8-32 X 3/8"" Socket Hd Screw",FA261,"Columbia 8-32 X 3/8"" Socket Hd Screw There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/15120_MD-CTTFA261.jpg,Exact identifier match,SKU,FA261,"8-32 X 3/8"" Socket Screw",simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,FA261
Columbia,Columbia Door Hinge,CFB15,Columbia Door Hinge There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/13556_MD-CTTCFB15.jpg,Exact identifier match,SKU,CFB15,Door Hinge,simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,CFB15
Columbia,Columbia Door Spring,FFB17,Columbia Door Spring There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/15575_MD-CTTFFB17_M.jpg,Exact identifier match,SKU,FFB17,Door Spring,simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,FFB17
Columbia,Columbia Graco Powerfill Gooseneck,CPFGN,Columbia Graco Powerfill Gooseneck There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/20409_MD-CTTCPFGN.jpg,Exact identifier match,SKU,CPFGN,Columbia Powerfill 5 Gallon Taper Gooseneck Fill Tube,simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Mud Pans & Pumps,drywall-finishing-tool,CPFGN
Columbia,Columbia Handle Mount Casting,CFB8,Columbia Handle Mount Casting There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/13555_MD-CTTCFB8.jpg,Exact identifier match,SKU,CFB8,Box Mount,simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,CFB8
Columbia,Columbia Handle Mounting Swivel,CR6,Columbia Handle Mounting Swivel There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/13557_MD-CTTCR6.jpg,Exact identifier match,SKU,CR6,Handle Mounting Swivel,simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,CR6
Columbia,Columbia L-Trim Mud Applicator Head,FMH,"Proportionate grooves give you a consistent mud distribution on the wall and speeds up the pre-filling process. Made out of UHMW, the strong durable design makes these Mud Heads the best on the market. Features: Quick release clip Channeled grooves for evenly dispersed mud and controlled flow Long lasting, durable and strong Machined using top quality Ultra High Molecular Weight materials Machined in our state of the art facility in Canada There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/CTTFMH_M.jpg,Exact identifier match,SKU,FMH,Columbia UHMW Mud Applicator - L-Trim,variation,Columbia Tools,1,,drywall-finishing-tool,FMH
Columbia,Columbia Matrix Grip Adjuster Housing,MH21,Columbia Matrix Grip Adjuster Housing There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/15499_MD-CTTMH21.jpg,Exact identifier match,SKU,MH21,Grip Adjuster Housing,simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,MH21
Columbia,Columbia Matrix Pinch Brake,MH17,Columbia Matrix Pinch Brake There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/15516_MD-CTTMH17.jpg,Exact identifier match,SKU,MH17,Pinch Brake,simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,MH17
Columbia,Columbia Matrix Pinch Brake Bushing,MH24,Columbia Matrix Pinch Brake Bushing There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/15520_MD-MH24_M.jpg,Exact identifier match,SKU,MH24,Pinch Brake Bushing,simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,MH24
Columbia,Columbia Matrix Pinch Brake Stem,MH25,Columbia Matrix Pinch Brake Stem There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/15521_MD-CTTMH25_M.jpg,Exact identifier match,SKU,MH25,Pinch Brake Stem,simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,MH25
Columbia,Columbia Mounting Plate (180 Grip),BH1,Columbia Mounting Plate (180 Grip) There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/13656_MD-CTTBH1.jpg,Exact identifier match,SKU,BH1,Mounting Plate,simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,BH1
Columbia,Columbia Mud Supply Valve Unit,CFB6,Columbia Mud Supply Valve Unit There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/13554_MD-CTTCFB6.jpg,Exact identifier match,SKU,CFB6,Mud Supply Valve Unit,simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,CFB6
Columbia,Columbia Nylatron Bushing,CFB16,Columbia Nylatron Bushing There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/13693_MD-CTTCFB19.jpg,Exact identifier match,SKU,CFB16,Bearing Sleeve,simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,CFB16
Columbia,Columbia Predator One Handle,PC1H,Columbia Predator One Handle There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/CTTPC1H_M.jpg,Exact identifier match,SKU,PC1H,Columbia Predator One Handle - 4' Fixed,variation,Columbia Tools,1,,drywall-finishing-tool,PC1H
Columbia,Columbia Predator Tactical Set,PTS,"The NEW Predator Tactical Set makes moving to Automatic Taping Tools easy and includes the upgrade of the Columbia Predator Carbon Fibre Automatic Taper! Every taping tool you will need to completely finish a house comes packaged inside our durable, rugged Road Case. This set takes the guess work out of choosing the perfect drywall taping tools kit. Set Includes: Road Case Predator Automatic Taper 10″ Flat Box 12″ Flat Box Matrix Handle 7″ Tomahawk 24″ Tomahawk 8″ Throttle Box 3″ Anglehead Hot Mud Pump Box Filler & Gooseneck Corner Roller AHA 3″ Nail Spotter Columbia One Handle and Columbia One EXT Sander Head Twist Lock Handle Tomalock Adapter Repair Kits: AH-RK, FFBR9-10, FFBR9-12, FFBR7-7A, CTR-1 There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/CTTPTS_M.jpg,Exact identifier match,SKU,PTS,Columbia Predator Tactical Set,simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Tool Sets & Kits,toolset,PTS
Columbia,Columbia Sawed Off Mini Automatic Taper,STAPER,"The Columbia Automatic Taper is a precision built tool that is back by popular demand. This tool will tape flats and angles effortlessly year after year. From less drag in the corners to any easy to remove cap for cleaning, this tool will not let you down. A hard anodized tube eliminates the track lines that occur on so many other tools. Stainless steel side plates and cable drum and creaser arms offer a lifetime of corrosion resistance. Every taper comes standard with an adjustable brake and quick release for tape changing. At 39″, this taper is perfect for tight spaces such as stairwells, closets, scaffold and low ceilings. If you are serious about taping and care how a taper feels and performs this is the one for you. Features: 39″ compared to a regular taper at 53″ Holds a 500ft roll of standard tape Handmade from U.S. billet aluminum and steel components Machined in our state of the art facility in Canada Now with NEW Pump Action Sleeve – smoothest cutting sleeve on the market Adjustable Brake Quick release for tape changing Zero Drag system for corners Hard anodized tube Stainless steel side plates, creaser arms and cable drum Quick release cap There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/CTTSTAPER_M.jpg,Exact identifier match,SKU,STAPER,Columbia Automatic Taper - Sawed Off 39 in.,variation,Columbia Tools,1,,drywall-finishing-tool,STAPER
Columbia,Columbia Semi Automatic Commando Set,SACS,"The NEW Commando Set from Columbia Tools takes the guess work out of moving over to Semi-Automatic Drywall Tools. This set is a great introduction to Semi-Auto tools for the part-time finisher, or someone who is looking to make the leap to Automatic tools but doesn’t want to jump right in yet. This set will save you time and give you a great finish. The Commando set comes with all the essentials in the Semi-Auto line, as well as a convenient case to store, and keep safe, your new Columbia Tools. Set Includes: Semi-Automatic Case 2.5″ Standard Flusher (2.5SF) 3″ Standard Flusher (3SF) 42″ Compound Mud Tube (CMT42) Columbia One Extendible Handle – 3′-5′ – (C1HEXT) Columbia One Fixed Handle (C1H) Angle Head Adapter (AHA) Flat Applicator Head (CFLT) Two-Way Internal Applicator (ICATW) Corner Roller Head (CR) There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/CTTSACS_M.jpg,Exact identifier match,SKU,SACS,Columbia Commando Set,simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Tool Sets & Kits,toolset,SACS
Columbia,Columbia Swivel Coupling Pin,CR12,Columbia Swivel Coupling Pin There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/13559_MD-CTTCR12.jpg,Exact identifier match,SKU,CR12,Swivel Coupling Pin,simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,CR12
Columbia,Columbia Taper Adjustable Brake,CT14A,Columbia Taper Adjustable Brake There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/13698_MD-CTTCT14A.jpg,Exact identifier match,SKU,CT14A,Taper Adjustable Brake,simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,CT14A
Columbia,Columbia Taper Barrel Main Body,CT103,Columbia Taper Barrel Main Body There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/13582_MD-CTTCT103.jpg,Exact identifier match,SKU,CT103,Barrel- Main Body,simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,CT103
Columbia,Columbia Taper Bearing,CT125A,Columbia Taper Bearing There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/13827_MD-CTTCT125A.jpg,Exact identifier match,SKU,CT125A,Bearing,simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,CT125A
Columbia,Columbia Taper Bracket Base,CT87A,Columbia Taper Bracket Base There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/13568_MD-CTTCT87A.jpg,Exact identifier match,SKU,CT87A,Bracket Brace,simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,CT87A
Columbia,Columbia Taper Cable Drum,CT73,Columbia Taper Cable Drum There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/13784_MD-CTTCT73.jpg,Exact identifier match,SKU,CT73,Cable Drum,simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,CT73
Columbia,Columbia Taper Cable Retaining Nut,CT109,Columbia Taper Cable Retaining Nut There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/13788_MD-CTTCT109.jpg,Exact identifier match,SKU,CT109,1/4 - 20 Hex Nut,simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,CT109
Columbia,Columbia Taper Cap Reinforcing Tab,CT35,Columbia Taper Cap Reinforcing Tab There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/13780_MD-CTTCT35.jpg,Exact identifier match,SKU,CT35,Cap Reinforcing Tab,simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,CT35
Columbia,Columbia Taper Clutch Return Spring,CT81,Columbia Taper Clutch Return Spring There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/13825_MD-CTTCT81.jpg,Exact identifier match,SKU,CT81,Clutch Return Spring,simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,CT81
Columbia,Columbia Taper Connecting Rod (Includes CT46 Stop),CT45,Columbia Taper Connecting Rod (Includes CT46 Stop) There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/13801_MD-CTTCT45.jpg,Exact identifier match,SKU,CT45,Connecting Rod,simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,CT45
Columbia,Columbia Taper Connecting Stud,CT112,Columbia Taper Connecting Stud There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/13664_MD-CTTCT112.jpg,Exact identifier match,SKU,CT112,Connecting Stud,simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,CT112
Columbia,Columbia Taper Crimper Lever,CT105,Columbia Taper Crimper Lever There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/13718_MD-CTTCT105.jpg,Exact identifier match,SKU,CT105,Crimper Lever,simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,CT105
Columbia,Columbia Taper Crimping Arm Bushing Left,CT10A,Columbia Taper Crimping Arm Bushing Left There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/13600_MD-CTTCT10A.jpg,Exact identifier match,SKU,CT10A,Crimping Arm Shaft Bushing - L,simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,CT10A
Columbia,Columbia Taper Drive Sprocket Small,CT71,Columbia Taper Drive Sprocket Small There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/13824_MD-CTTCT71.jpg,Exact identifier match,SKU,CT71,Drive Sprocket - Small,variation,Columbia Tools,1,,part,CT71
Columbia,Columbia Taper Extension Shaft,CT130,Columbia Taper Extension Shaft There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/13667_MD-CTTCT130.jpg,Exact identifier match,SKU,CT130,Extension Shaft,simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,CT130
Columbia,Columbia Taper Extension Shaft Bracket,CT127,Columbia Taper Extension Shaft Bracket There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/13584_MD-CTTCT127.jpg,Exact identifier match,SKU,CT127,Extension Shaft Bracket,simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,CT127
Columbia,Columbia Taper Guard Ring,CT115,Columbia Taper Guard Ring There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/12710_MD-CTTCT115.jpg,Exact identifier match,SKU,CT115,Guard Ring,simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,CT115
Columbia,Columbia Taper Guide Rod Bushing,CT58,Columbia Taper Guide Rod Bushing There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/13708_MD-CTTCT58.jpg,Exact identifier match,SKU,CT58,Guide Rod Bushing,simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,CT58
Columbia,Columbia Taper Hinge Block,CT20,Columbia Taper Hinge Block There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/13594_MD-CTTCT20.jpg,Exact identifier match,SKU,CT20,Hinge Block,simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,CT20
Columbia,Columbia Taper Hollow Shaft,CT79,Columbia Taper Hollow Shaft There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/13713_MD-CTTCT79.jpg,Exact identifier match,SKU,CT79,Hollow Shaft,simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,CT79
Columbia,Columbia Taper Hub,CT68,Columbia Taper Hub There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/13710_MD-CTTCT68.jpg,Exact identifier match,SKU,CT68,Hub,simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,CT68
Columbia,Columbia Taper Micro Chain,CT43,Columbia Taper Micro Chain There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/13821_MD-CTTCT43.jpg,Exact identifier match,SKU,CT43,Micro Chain,simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,CT43
Columbia,Columbia Taper Mud Supply Seal Plate,CT98,Columbia Taper Mud Supply Seal Plate There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/13581_MD-CTTCT98.jpg,Exact identifier match,SKU,CT98,Mud Supply Seal Plate & Shaft,simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,CT98
Columbia,Columbia Taper Mud Supply Valve Body,CT97,Columbia Taper Mud Supply Valve Body There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/13580_MD-CTTCT97.jpg,Exact identifier match,SKU,CT97,Mud Supply Valve Body,simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,CT97
Columbia,Columbia Taper Needle Return Shaft,CT64,Columbia Taper Needle Return Shaft There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/13753_MD-CTTCT64.jpg,Exact identifier match,SKU,CT64,Needle Return Shaft,simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,CT64
Columbia,Columbia Taper Needle Return Spring,CT65,Columbia Taper Needle Return Spring There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/13754_MD-CTTCT65.jpg,Exact identifier match,SKU,CT65,Needle Return Spring,simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,CT65
Columbia,Columbia Taper Nylatron Chain Roller,CT29,Columbia Taper Nylatron Chain Roller There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/12712_MD-CTTCT29.jpg,Exact identifier match,SKU,CT29,Nylatron Chain Roller - Right (Small),variation,Columbia Tools,1,,part,CT29
Columbia,Columbia Taper Paper Feed Guide,CT19,Columbia Taper Paper Feed Guide There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/13699_MD-CTTCT19.jpg,Exact identifier match,SKU,CT19,Paper Feed Guide,simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,CT19
Columbia,Columbia Taper Piston Body,CT107,Columbia Taper Piston Body There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/13663_MD-CTTCT107.jpg,Exact identifier match,SKU,CT107,Piston Body,simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,CT107
Columbia,Columbia Taper Release Clip,CT92,Columbia Taper Release Clip There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/13715_MD-CTTCT92.jpg,Exact identifier match,SKU,CT92,Release Clip Bushing,simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,CT92
Columbia,Columbia Taper Return Spring Tube,CT36,Columbia Taper Return Spring Tube There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/13572_MD-CTTCT36.jpg,Exact identifier match,SKU,CT36,Return Spring Tube,simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,CT36
Columbia,Columbia Taper Roller,CT125,Columbia Taper Roller There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/13721_MD-CTTCT125.jpg,Exact identifier match,SKU,CT125,Rollers,simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,CT125
Columbia,Columbia Taper Side Plate Hub,CT7A,Columbia Taper Side Plate Hub There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/13697_MD-CTTCT7A.jpg,Exact identifier match,SKU,CT7A,Side Plate Hub,simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,CT7A
Columbia,Columbia Taper Side Plate Left,CT6A,Columbia Taper Side Plate Left There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/13562_MD-CTTCT6A.jpg,Exact identifier match,SKU,CT6A,Stainless Steel Side Plate - Left,simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,CT6A
Columbia,Columbia Taper Strap,CT116A,Columbia Taper Strap There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/14031_MD-CTTCT116A.jpg,Exact identifier match,SKU,CT116A,Strap,simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,CT116A
Columbia,Columbia Taper Tape Advance Carriage,CT57,Columbia Taper Tape Advance Carriage There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/13707_MD-CTTCT57.jpg,Exact identifier match,SKU,CT57,Tape Advance Carriage,simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,CT57
Columbia,Columbia Taper Tape Spool w/ Tension Adjuster,CT120,Columbia Taper Tape Spool w/ Tension Adjuster There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/13583_MD-CTTCT120.jpg,Exact identifier match,SKU,CT120,Tape Spool,simple,Columbia Tools,1,Drywall Finishing Tools > Columbia Tools > Parts,part,CT120
