row_number,sku,type,name,parent_sku,current_categories,proposed_categories,disposition,evidence_basis,requires_review,notes
429,CT76,simple,Nylatron Washer,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
430,FFB38,simple,Nyliner Bearing,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
431,HP45,simple,O Ring Enclosure,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
432,CT121A,simple,O-Ring,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
433,MP23A,simple,O-Ring,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
434,MH10,simple,Octagon,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
435,CT19,simple,Paper Feed Guide,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
436,MH17,simple,Pinch Brake,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
437,MH15,simple,Pinch Brake Activator,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
438,MH24,simple,Pinch Brake Bushing,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
439,MH18,simple,Pinch Brake Housing,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
440,MH19,simple,Pinch Brake Sleeve,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
441,MH25,simple,Pinch Brake Stem,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
442,MH12,simple,PinchBrake Spring,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
443,CT107,simple,Piston Body,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
444,CT111,simple,Piston Cup,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
445,MP14,simple,Piston Cup,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
446,HH16,simple,Piston Housing,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
447,CT-INSERT-BUSHING,variable,Insert Bushing,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
448,CT3,variation,Insert Bushing - Right,CT-INSERT-BUSHING,Replacement Parts,Replacement Parts,inherited_from_parent,exact parent SKU CT-INSERT-BUSHING; approved separation from tool-shopping taxonomy,0,
449,CT3A,variation,Insert Bushing - Left,CT-INSERT-BUSHING,Replacement Parts,Replacement Parts,inherited_from_parent,exact parent SKU CT-INSERT-BUSHING; approved separation from tool-shopping taxonomy,0,
450,CT-NYLATRON-CHAIN-ROLLER,variable,Nylatron Chain Roller,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
451,CT29,variation,Nylatron Chain Roller - Right (Small),CT-NYLATRON-CHAIN-ROLLER,Replacement Parts,Replacement Parts,inherited_from_parent,exact parent SKU CT-NYLATRON-CHAIN-ROLLER; approved separation from tool-shopping taxonomy,0,
452,CT29A,variation,Nylatron Chain Roller - Left (Large),CT-NYLATRON-CHAIN-ROLLER,Replacement Parts,Replacement Parts,inherited_from_parent,exact parent SKU CT-NYLATRON-CHAIN-ROLLER; approved separation from tool-shopping taxonomy,0,
453,HH23,simple,Piston O-Ring,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
454,MP11,simple,Piston Shaft,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
455,HNS18,simple,Pivot,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
456,BH2,simple,Plate,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
457,HP1,simple,Pump Cylinder,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
458,MP3,simple,Pump Flapper Valve,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
459,MP7,simple,Pump Handle,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
460,CT67,simple,Ratchet Gear,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
461,CT15,simple,Ratchet Rod for Adjustable Brake,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
462,CT92,simple,Release Clip Bushing,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
463,HH31,simple,Release Clip Pin,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
464,HH32,simple,Release Clip Washer,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
465,CT89,simple,Release Rod Sleeve,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
466,AH1B,simple,Return Spring,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
467,CT101,simple,Return Spring,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
468,CT54,simple,Return Spring,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
469,CT40,simple,Return Spring Ring,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
470,CT36,simple,Return Spring Tube,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
471,HH33,simple,Rlease Trigger Spring,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
472,FFB7-SHOE,variable,Shoe,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
473,FFB7,variation,Shoe - Right,FFB7-SHOE,Replacement Parts,Replacement Parts,inherited_from_parent,exact parent SKU FFB7-SHOE; approved separation from tool-shopping taxonomy,0,
474,FFB7A,variation,Shoe - Left,FFB7-SHOE,Replacement Parts,Replacement Parts,inherited_from_parent,exact parent SKU FFB7-SHOE; approved separation from tool-shopping taxonomy,0,
475,CFB3,variable,Side Plate,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
476,CFB3-7,variation,"Side Plate - 7""",CFB3,Replacement Parts,Replacement Parts,inherited_from_parent,exact parent SKU CFB3; approved separation from tool-shopping taxonomy,0,
477,CFB3-8,variation,"Side Plate - 8""",CFB3,Replacement Parts,Replacement Parts,inherited_from_parent,exact parent SKU CFB3; approved separation from tool-shopping taxonomy,0,
478,CT90,simple,Rod Sleeve Housing,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
479,HNS12A,simple,Roll Pin,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
480,HNS13,simple,Roll Pin Bushing,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
481,CR2,simple,Roller,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
482,CT28,simple,Roller Bushing,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
483,CT125,simple,Rollers,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
484,FFB37,simple,Rubber for Box Wheel,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
485,CT87-CS,simple,Rubber Seal,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
486,AH4,simple,Side Blade,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
487,CT7A,simple,Side Plate Hub,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
488,MP39,simple,Sleeve,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
489,MH20,simple,Small Nyliner Bushing,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
490,AH18,simple,Socket Wear Cap,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
491,CT119,simple,Spool Retaining Spring,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
492,AH1A,simple,Spring Housing,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
493,FFB4B,simple,Stainless Steel Backing Washer,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
494,CT6A,simple,Stainless Steel Side Plate - Left,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
495,FFB4A,simple,Stainless Steel Washer,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
496,CT116A,simple,Strap,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
497,AH8-CLIP,variable,Top Retainer Corner Clip,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
498,AH8A,variation,"Top Retainer Corner Clip - 3.5""",AH8-CLIP,Replacement Parts,Replacement Parts,inherited_from_parent,exact parent SKU AH8-CLIP; approved separation from tool-shopping taxonomy,0,
499,AH8,variation,Top Retainer Corner Clip - Standard,AH8-CLIP,Replacement Parts,Replacement Parts,inherited_from_parent,exact parent SKU AH8-CLIP; approved separation from tool-shopping taxonomy,0,
500,DS-DURA-III,variable,Dura-III Adjustable,,Stilts & Accessories > Stilts,Stilts & Accessories > Stilts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
501,D14-22,variation,Dura-III Adjustable - 14”-22”,DS-DURA-III,Stilts & Accessories > Stilts,Stilts & Accessories > Stilts,inherited_from_parent,exact parent SKU DS-DURA-III; approved separation from tool-shopping taxonomy,0,
502,D18-30,variation,Dura-III Adjustable - 18”-30”,DS-DURA-III,Stilts & Accessories > Stilts,Stilts & Accessories > Stilts,inherited_from_parent,exact parent SKU DS-DURA-III; approved separation from tool-shopping taxonomy,0,
503,D24-40,variation,Dura-III Adjustable - 24”-40”,DS-DURA-III,Stilts & Accessories > Stilts,Stilts & Accessories > Stilts,inherited_from_parent,exact parent SKU DS-DURA-III; approved separation from tool-shopping taxonomy,0,
504,LV5-CORNER-APPLICATOR,variable,LEVEL5 Corner Applicator,,Taping & Finishing Tools > Semi-Automatic Taping Tools > Compound Applicators,Taping & Finishing Tools > Semi-Automatic Taping Tools > Compound Applicators,deterministic_mapping,approved target taxonomy + current functional leaf,0,
505,4-701,variation,"LEVEL5 Corner Applicator - 7""",LV5-CORNER-APPLICATOR,Taping & Finishing Tools > Semi-Automatic Taping Tools > Compound Applicators,Taping & Finishing Tools > Semi-Automatic Taping Tools > Compound Applicators,inherited_from_parent,exact parent SKU LV5-CORNER-APPLICATOR; approved target taxonomy + current functional leaf,0,
506,4-702,variation,"LEVEL5 Corner Applicator - 8""",LV5-CORNER-APPLICATOR,Taping & Finishing Tools > Semi-Automatic Taping Tools > Compound Applicators,Taping & Finishing Tools > Semi-Automatic Taping Tools > Compound Applicators,inherited_from_parent,exact parent SKU LV5-CORNER-APPLICATOR; approved target taxonomy + current functional leaf,0,
507,LV5-CORNER-HANDLE-APPLICATOR-EXT,variable,LEVEL5 Corner Applicator Handle (Extendable),,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,deterministic_mapping,approved target taxonomy + current functional leaf,0,
508,4-794,variation,"LEVEL5 Corner Applicator Handle (Extendable) - 31""-50""",LV5-CORNER-HANDLE-APPLICATOR-EXT,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,inherited_from_parent,exact parent SKU LV5-CORNER-HANDLE-APPLICATOR-EXT; approved target taxonomy + current functional leaf,0,
509,4-798,variation,"LEVEL5 Corner Applicator Handle (Extendable) - 43""-72""",LV5-CORNER-HANDLE-APPLICATOR-EXT,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,inherited_from_parent,exact parent SKU LV5-CORNER-HANDLE-APPLICATOR-EXT; approved target taxonomy + current functional leaf,0,
510,BH11,simple,Strap Connecting Pin,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
511,CR12,simple,Swivel Coupling Pin,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
512,CT57,simple,Tape Advance Carriage,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
513,CT120,simple,Tape Spool,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
514,CT14A,simple,Taper Adjustable Brake,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
515,FFB32A,simple,Thumb Release Clip Screw,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
516,CT53,simple,Toe Kicker,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
517,CT92A,simple,Toe Kicker Caple Retainer Clip,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
518,HH10A,simple,Top Cap,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
519,BH5,simple,Upper Mounting Bracket,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
520,HH2,simple,Upper Mounting Bracket,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
521,HNS20,simple,Wedge,,Replacement Parts,Replacement Parts,preserved_separate_domain,approved separation from tool-shopping taxonomy,0,
522,LV5-CORNER-FINISHER,variable,LEVEL5 Corner Finisher,,Taping & Finishing Tools > Automatic Taping Tools > Angle Heads & Corner Finishers,Taping & Finishing Tools > Automatic Taping Tools > Angle Heads & Corner Finishers,deterministic_mapping,approved target taxonomy + current functional leaf,0,
523,4-732,variation,"LEVEL5 Corner Finisher - 2.5""",LV5-CORNER-FINISHER,Taping & Finishing Tools > Automatic Taping Tools > Angle Heads & Corner Finishers,Taping & Finishing Tools > Automatic Taping Tools > Angle Heads & Corner Finishers,inherited_from_parent,exact parent SKU LV5-CORNER-FINISHER; approved target taxonomy + current functional leaf,0,
524,4-733,variation,"LEVEL5 Corner Finisher - 3""",LV5-CORNER-FINISHER,Taping & Finishing Tools > Automatic Taping Tools > Angle Heads & Corner Finishers,Taping & Finishing Tools > Automatic Taping Tools > Angle Heads & Corner Finishers,inherited_from_parent,exact parent SKU LV5-CORNER-FINISHER; approved target taxonomy + current functional leaf,0,
525,4-734,variation,"LEVEL5 Corner Finisher - 3.5""",LV5-CORNER-FINISHER,Taping & Finishing Tools > Automatic Taping Tools > Angle Heads & Corner Finishers,Taping & Finishing Tools > Automatic Taping Tools > Angle Heads & Corner Finishers,inherited_from_parent,exact parent SKU LV5-CORNER-FINISHER; approved target taxonomy + current functional leaf,0,
526,4-735,variation,"LEVEL5 Corner Finisher - 4""",LV5-CORNER-FINISHER,Taping & Finishing Tools > Automatic Taping Tools > Angle Heads & Corner Finishers,Taping & Finishing Tools > Automatic Taping Tools > Angle Heads & Corner Finishers,inherited_from_parent,exact parent SKU LV5-CORNER-FINISHER; approved target taxonomy + current functional leaf,0,
527,LV5-CORNER-HANDLE-FINISHER-EXT,variable,LEVEL5 Corner Finisher Handle (Extendable),,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,deterministic_mapping,approved target taxonomy + current functional leaf,0,
528,4-795,variation,"LEVEL5 Corner Finisher Handle (Extendable) - 31""-50""",LV5-CORNER-HANDLE-FINISHER-EXT,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,inherited_from_parent,exact parent SKU LV5-CORNER-HANDLE-FINISHER-EXT; approved target taxonomy + current functional leaf,0,
529,4-799,variation,"LEVEL5 Corner Finisher Handle (Extendable) - 43""-72""",LV5-CORNER-HANDLE-FINISHER-EXT,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,inherited_from_parent,exact parent SKU LV5-CORNER-HANDLE-FINISHER-EXT; approved target taxonomy + current functional leaf,0,
530,LV5-CORNER-FLUSHER,variable,LEVEL5 Corner Flusher,,Taping & Finishing Tools > Semi-Automatic Taping Tools > Corner Flushers,Taping & Finishing Tools > Semi-Automatic Taping Tools > Corner Flushers,deterministic_mapping,approved target taxonomy + current functional leaf,0,
531,4-743,variation,"LEVEL5 Corner Flusher - 3""",LV5-CORNER-FLUSHER,Taping & Finishing Tools > Semi-Automatic Taping Tools > Corner Flushers,Taping & Finishing Tools > Semi-Automatic Taping Tools > Corner Flushers,inherited_from_parent,exact parent SKU LV5-CORNER-FLUSHER; approved target taxonomy + current functional leaf,0,
532,4-744,variation,"LEVEL5 Corner Flusher - 3.5""",LV5-CORNER-FLUSHER,Taping & Finishing Tools > Semi-Automatic Taping Tools > Corner Flushers,Taping & Finishing Tools > Semi-Automatic Taping Tools > Corner Flushers,inherited_from_parent,exact parent SKU LV5-CORNER-FLUSHER; approved target taxonomy + current functional leaf,0,
533,LV5-FLAT-BOX-MEGA,variable,LEVEL5 Flat Box (MEGA),,Taping & Finishing Tools > Automatic Taping Tools > Flat Boxes,Taping & Finishing Tools > Automatic Taping Tools > Flat Boxes,deterministic_mapping,approved target taxonomy + current functional leaf,0,
534,4-767,variation,"LEVEL5 Flat Box (MEGA) - 7""",LV5-FLAT-BOX-MEGA,Taping & Finishing Tools > Automatic Taping Tools > Flat Boxes,Taping & Finishing Tools > Automatic Taping Tools > Flat Boxes,inherited_from_parent,exact parent SKU LV5-FLAT-BOX-MEGA; approved target taxonomy + current functional leaf,0,
535,4-768,variation,"LEVEL5 Flat Box (MEGA) - 10""",LV5-FLAT-BOX-MEGA,Taping & Finishing Tools > Automatic Taping Tools > Flat Boxes,Taping & Finishing Tools > Automatic Taping Tools > Flat Boxes,inherited_from_parent,exact parent SKU LV5-FLAT-BOX-MEGA; approved target taxonomy + current functional leaf,0,
536,4-769,variation,"LEVEL5 Flat Box (MEGA) - 12""",LV5-FLAT-BOX-MEGA,Taping & Finishing Tools > Automatic Taping Tools > Flat Boxes,Taping & Finishing Tools > Automatic Taping Tools > Flat Boxes,inherited_from_parent,exact parent SKU LV5-FLAT-BOX-MEGA; approved target taxonomy + current functional leaf,0,
537,LV5-FLAT-BOX-STANDARD,variable,LEVEL5 Flat Box (Standard),,Taping & Finishing Tools > Automatic Taping Tools > Flat Boxes,Taping & Finishing Tools > Automatic Taping Tools > Flat Boxes,deterministic_mapping,approved target taxonomy + current functional leaf,0,
538,4-764,variation,"LEVEL5 Flat Box (Standard) - 7""",LV5-FLAT-BOX-STANDARD,Taping & Finishing Tools > Automatic Taping Tools > Flat Boxes,Taping & Finishing Tools > Automatic Taping Tools > Flat Boxes,inherited_from_parent,exact parent SKU LV5-FLAT-BOX-STANDARD; approved target taxonomy + current functional leaf,0,
539,4-765,variation,"LEVEL5 Flat Box (Standard) - 10""",LV5-FLAT-BOX-STANDARD,Taping & Finishing Tools > Automatic Taping Tools > Flat Boxes,Taping & Finishing Tools > Automatic Taping Tools > Flat Boxes,inherited_from_parent,exact parent SKU LV5-FLAT-BOX-STANDARD; approved target taxonomy + current functional leaf,0,
540,4-766,variation,"LEVEL5 Flat Box (Standard) - 12""",LV5-FLAT-BOX-STANDARD,Taping & Finishing Tools > Automatic Taping Tools > Flat Boxes,Taping & Finishing Tools > Automatic Taping Tools > Flat Boxes,inherited_from_parent,exact parent SKU LV5-FLAT-BOX-STANDARD; approved target taxonomy + current functional leaf,0,
541,4-770,variation,"LEVEL5 Flat Box (Standard) - 14""",LV5-FLAT-BOX-STANDARD,Taping & Finishing Tools > Automatic Taping Tools > Flat Boxes,Taping & Finishing Tools > Automatic Taping Tools > Flat Boxes,inherited_from_parent,exact parent SKU LV5-FLAT-BOX-STANDARD; approved target taxonomy + current functional leaf,0,
542,LV5-FLAT-BOX-HANDLE-EXT,variable,LEVEL5 Flat Box Handle (Extendable),,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,deterministic_mapping,approved target taxonomy + current functional leaf,0,
543,4-759,variation,"LEVEL5 Flat Box Handle (Extendable) - 48""-78""",LV5-FLAT-BOX-HANDLE-EXT,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,inherited_from_parent,exact parent SKU LV5-FLAT-BOX-HANDLE-EXT; approved target taxonomy + current functional leaf,0,
544,4-780,variation,"LEVEL5 Flat Box Handle (Extendable) - 40""-62""",LV5-FLAT-BOX-HANDLE-EXT,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,inherited_from_parent,exact parent SKU LV5-FLAT-BOX-HANDLE-EXT; approved target taxonomy + current functional leaf,0,
545,4-781,variation,"LEVEL5 Flat Box Handle (Extendable) - 30""-42""",LV5-FLAT-BOX-HANDLE-EXT,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,inherited_from_parent,exact parent SKU LV5-FLAT-BOX-HANDLE-EXT; approved target taxonomy + current functional leaf,0,
546,4-782,variation,"LEVEL5 Flat Box Handle (Extendable) - 23""-32""",LV5-FLAT-BOX-HANDLE-EXT,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,inherited_from_parent,exact parent SKU LV5-FLAT-BOX-HANDLE-EXT; approved target taxonomy + current functional leaf,0,
547,LV5-FLAT-BOX-HANDLE-FIXED,variable,LEVEL5 Flat Box Handle (Fixed Length),,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,deterministic_mapping,approved target taxonomy + current functional leaf,0,
548,4-711,variation,"LEVEL5 Flat Box Handle (Fixed Length) - 34""",LV5-FLAT-BOX-HANDLE-FIXED,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,inherited_from_parent,exact parent SKU LV5-FLAT-BOX-HANDLE-FIXED; approved target taxonomy + current functional leaf,0,
549,4-712,variation,"LEVEL5 Flat Box Handle (Fixed Length) - 42""",LV5-FLAT-BOX-HANDLE-FIXED,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,inherited_from_parent,exact parent SKU LV5-FLAT-BOX-HANDLE-FIXED; approved target taxonomy + current functional leaf,0,
550,4-740,variation,"LEVEL5 Flat Box Handle (Fixed Length) - 54""",LV5-FLAT-BOX-HANDLE-FIXED,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,inherited_from_parent,exact parent SKU LV5-FLAT-BOX-HANDLE-FIXED; approved target taxonomy + current functional leaf,0,
551,LV5-NAIL-SPOTTER,variable,LEVEL5 Nail Spotter,,Taping & Finishing Tools > Automatic Taping Tools > Nail Spotters,Taping & Finishing Tools > Automatic Taping Tools > Nail Spotters,deterministic_mapping,approved target taxonomy + current functional leaf,0,
552,4-754,variation,"LEVEL5 Nail Spotter - 2""",LV5-NAIL-SPOTTER,Taping & Finishing Tools > Automatic Taping Tools > Nail Spotters,Taping & Finishing Tools > Automatic Taping Tools > Nail Spotters,inherited_from_parent,exact parent SKU LV5-NAIL-SPOTTER; approved target taxonomy + current functional leaf,0,
553,4-755,variation,"LEVEL5 Nail Spotter - 3""",LV5-NAIL-SPOTTER,Taping & Finishing Tools > Automatic Taping Tools > Nail Spotters,Taping & Finishing Tools > Automatic Taping Tools > Nail Spotters,inherited_from_parent,exact parent SKU LV5-NAIL-SPOTTER; approved target taxonomy + current functional leaf,0,
554,4-630,simple,LEVEL5 The Starter Taping Set,,Taping & Finishing Tools > Automatic Taping Tools > Tool Sets,Taping & Finishing Tools > Automatic Taping Tools > Tool Sets,deterministic_mapping,approved target taxonomy + current functional leaf,0,
555,LV5-ENTRY-FINISHING-SET,variable,LEVEL5 Entry to Automatic Finishing Set,,Taping & Finishing Tools > Automatic Taping Tools > Tool Sets,Taping & Finishing Tools > Automatic Taping Tools > Tool Sets,deterministic_mapping,approved target taxonomy + current functional leaf,0,
556,4-602,variation,LEVEL5 Entry to Automatic Finishing Set - Tools Only,LV5-ENTRY-FINISHING-SET,Taping & Finishing Tools > Automatic Taping Tools > Tool Sets,Taping & Finishing Tools > Automatic Taping Tools > Tool Sets,inherited_from_parent,exact parent SKU LV5-ENTRY-FINISHING-SET; approved target taxonomy + current functional leaf,0,
557,4-600P,variation,LEVEL5 Entry to Automatic Finishing Set - With Automatic Taper,LV5-ENTRY-FINISHING-SET,Taping & Finishing Tools > Automatic Taping Tools > Tool Sets,Taping & Finishing Tools > Automatic Taping Tools > Tool Sets,inherited_from_parent,exact parent SKU LV5-ENTRY-FINISHING-SET; approved target taxonomy + current functional leaf,0,
558,4-677P,simple,LEVEL5 The Ultimate Taping & Finishing Set,,Taping & Finishing Tools > Automatic Taping Tools > Tool Sets,Taping & Finishing Tools > Automatic Taping Tools > Tool Sets,deterministic_mapping,approved target taxonomy + current functional leaf,0,
559,LV5-CORNER-ROLLER-HANDLE,variable,LEVEL5 Corner Roller Handle,,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,deterministic_mapping,approved target taxonomy + current functional leaf,0,
560,5-777,variation,"LEVEL5 Corner Roller Handle - 50""",LV5-CORNER-ROLLER-HANDLE,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,inherited_from_parent,exact parent SKU LV5-CORNER-ROLLER-HANDLE; approved target taxonomy + current functional leaf,0,
561,4-777,variation,"LEVEL5 Corner Roller Handle - 54""",LV5-CORNER-ROLLER-HANDLE,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,inherited_from_parent,exact parent SKU LV5-CORNER-ROLLER-HANDLE; approved target taxonomy + current functional leaf,0,
562,LV5-FIXED-HANDLE-50,variable,"LEVEL5 50"" Fixed Handle",,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,deterministic_mapping,approved target taxonomy + current functional leaf,0,
